open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,closed_up,gap_percent,max_up_percent,max_down_percent,max_up_percent_30,max_down_percent_30,max_up_percent_50,max_down_percent_50,max_up_percent_100
3.67,19.75,3.45,14.3,315842280,2021-02-04 06:00:00,AACG,2021-02-04,1.36,True,169.85294117647055,438.1471389645776,5.9945504087193395,True,False,True,False,True
3.75,15.97,3.6,5.2,111912807,2021-02-05 06:00:00,AAME,2021-02-05,2.39,True,56.90376569037657,325.8666666666667,3.999999999999998,True,False,True,False,True
4.06,4.75,3.19,3.59,53095657,2021-09-01 05:00:00,ABVC,2021-09-01,2.9,False,39.99999999999999,16.995073891625626,21.428571428571423,False,False,False,False,False
4.78,4.78,4.05,4.39,2667104,2021-01-25 06:00:00,ACER,2021-01-25,3.67,False,30.245231607629435,0.0,15.27196652719666,False,False,False,False,False
5.3,5.39,4.0,4.2,21978102,2021-03-15 05:00:00,ACER,2021-03-15,3.41,False,55.42521994134896,1.6981132075471672,24.52830188679245,False,False,False,False,False
11.62,12.5,7.96,8.43,27713744,2021-02-11 06:00:00,ACIU,2021-02-11,7.31,False,58.96032831737346,7.573149741824449,31.497418244406195,False,True,False,False,False
12.01,12.61,7.93,8.13,103089052,2021-08-31 05:00:00,ACIU,2021-08-31,6.99,False,71.81688125894134,4.995836802664443,33.97169025811824,False,True,False,False,False
7.16,7.18,5.5,6.12,36771603,2021-01-13 06:00:00,ACOR,2021-01-13,4.24,False,68.86792452830188,0.27932960893854153,23.18435754189944,False,False,False,False,False
5.28,6.36,4.42,4.73,50781037,2021-07-23 05:00:00,ACOR,2021-07-23,3.81,False,38.58267716535434,20.454545454545453,16.287878787878793,False,False,False,False,False
14.05,19.95,13.29,18.83,114362153,2021-01-19 06:00:00,ACRS,2021-01-19,5.88,True,138.94557823129256,41.99288256227757,5.409252669039157,True,False,False,False,False
4.5352,4.9584,3.7288,3.7744,12064925,2021-05-07 05:00:00,ACST,2021-05-07,3.24,False,39.97530864197529,9.331451755159652,17.780913741400592,False,False,False,False,False
2.33,2.34,1.71,1.79,207315030,2021-01-22 06:00:00,ADMP,2021-01-22,1.27,False,83.46456692913385,0.42918454935621403,26.609442060085843,False,False,False,False,False
7.93,8.1,7.9,8.07,32303148,2021-10-11 05:00:00,ADMS,2021-10-11,4.61,True,72.01735357917569,2.1437578814627987,0.3783102143757801,False,False,False,False,False
2.78,3.95,2.63,3.04,160437830,2021-08-25 05:00:00,ADTX,2021-08-25,1.98,True,40.404040404040394,42.086330935251816,5.395683453237408,True,False,False,False,False
16.614,18.87,12.51,12.94,4215092,2021-01-21 06:00:00,ADXN,2021-01-21,10.6251,False,56.36558714741509,13.578909353557242,24.70205850487541,False,False,False,False,False
0.6525,0.71,0.5742,0.582,138029620,2021-07-06 05:00:00,ADXS,2021-07-06,0.472,False,38.24152542372882,8.812260536398467,11.99999999999999,False,False,False,False,False
6.26,7.7,4.2,4.55,20263375,2021-06-09 05:00:00,AEHL,2021-06-09,3.99,False,56.89223057644109,23.003194888178918,32.9073482428115,False,True,False,False,False
4.93,6.75,4.23,6.39,139700310,2021-07-19 05:00:00,AEHR,2021-07-19,3.4,True,44.99999999999999,36.91683569979717,14.198782961460433,True,False,False,False,False
14.75,16.44,10.03,10.26,5676928,2021-03-05 06:00:00,AEI,2021-03-05,10.65,False,38.49765258215962,11.457627118644076,32.00000000000001,False,True,False,False,False
7.39,7.64,6.0,6.12,92303688,2021-06-21 05:00:00,AEI,2021-06-21,4.91,False,50.50916496945009,3.3829499323410017,18.809201623815966,False,False,False,False,False
10.6,12.49,8.71,10.79,253587270,2021-06-09 05:00:00,AEMD,2021-06-09,2.21,True,379.63800904977376,17.83018867924529,17.83018867924527,False,False,False,False,False
0.9904,1.19,0.886,1.0,150217480,2021-02-02 06:00:00,AEZS,2021-02-02,0.7,True,41.48571428571429,20.153473344103393,10.541195476575115,False,False,False,False,False
10.27,10.7,9.23,9.74,79786681,2021-04-09 05:00:00,AFMD,2021-04-09,7.89,False,30.164765525982258,4.186952288218109,10.126582278481004,False,False,False,False,False
96.24,101.0,91.28,99.59,44400866,2021-08-30 05:00:00,AFRM,2021-08-30,67.9,True,41.73784977908687,4.945968412302583,5.153782211138814,False,False,False,False,False
