open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,diff_percent,gap_up,pre_high,pre_low,pre_close,pre_high_time,pre_low_time,pre_close_time,morning_high,morning_low,morning_close,morning_high_time,morning_low_time,morning_close_time,1030_close_high,1030_close_low,1030_close_close,1030_close_high_time,1030_close_low_time,1030_close_time,market_high,market_low,market_close,market_high_time,market_low_time,market_close_time
5.77,8.3,4.75,5.25,108010531,2020-12-03 06:00:00,EVK,2020-12-03,2.1,174.76190476190473,True,6.6,3.73,5.8624,09:05:00,07:30:00,09:30:00,6.37,4.75,5.4535,09:30:00,10:15:00,10:30:00,8.3,4.82,4.9,11:35:00,16:00:00,16:00:00,8.3,4.75,4.9,11:35:00,10:15:00,16:00:00
5.31,6.15,5.0,5.93,3432629,2021-06-07 05:00:00,EXFO,2021-06-07,3.7,43.513513513513495,True,,,,,,,6.15,5.0,5.94,09:55:00,09:50:00,10:30:00,5.98,5.93,5.93,10:45:00,10:30:00,16:00:00,6.15,5.0,5.93,09:55:00,09:50:00,16:00:00
7.69,8.18,5.03,5.21,44167802,2020-12-21 06:00:00,EYEG,2020-12-21,3.57,115.40616246498602,True,8.18,3.99,7.184,09:30:00,07:00:00,09:30:00,8.18,6.07,6.28,09:30:00,10:25:00,10:30:00,6.41,5.03,5.2,10:30:00,12:45:00,16:00:00,8.18,5.03,5.2,09:30:00,12:45:00,16:00:00
1.8232,1.84,1.43,1.52,3293210,2020-12-07 06:00:00,EYES,2020-12-07,1.4,30.22857142857143,True,1.84,1.51,1.72,09:30:00,07:15:00,09:30:00,1.84,1.6,1.67,09:30:00,10:20:00,10:30:00,1.6778,1.43,1.52,10:35:00,15:05:00,16:00:00,1.84,1.43,1.52,09:30:00,15:05:00,16:00:00
2.29,9.89,2.07,5.79,739730590,2021-03-05 06:00:00,EYES,2021-03-05,1.43,60.139860139860154,True,2.6,1.44,2.1013,08:00:00,07:15:00,09:30:00,3.6,2.07,3.335,10:30:00,09:35:00,10:30:00,9.89,3.16,5.75,12:40:00,10:30:00,16:00:00,9.89,2.07,5.75,12:40:00,09:35:00,16:00:00
8.86,14.83,8.75,11.77,320391630,2021-03-08 06:00:00,EYES,2021-03-08,5.79,53.022452504317776,True,10.73,6.35,9.14,09:30:00,07:00:00,09:30:00,14.83,8.8,10.85,09:50:00,09:30:00,10:30:00,13.75,8.75,12.25,11:40:00,14:20:00,16:00:00,14.83,8.75,12.25,09:50:00,14:20:00,16:00:00
18.74,20.0,13.33,15.48,107190861,2021-03-09 06:00:00,EYES,2021-03-09,11.77,59.21835174171622,True,23.33,16.7,18.15,06:40:00,09:30:00,09:30:00,20.0,14.5,14.79,09:30:00,10:30:00,10:30:00,16.32,13.33,15.4,14:55:00,12:05:00,16:00:00,20.0,13.33,15.4,09:30:00,12:05:00,16:00:00
1.93,2.27,1.48,1.54,32349126,2021-03-15 05:00:00,FAMI,2021-03-15,1.45,33.10344827586207,True,3.2,1.45,2.18,07:35:00,07:20:00,09:30:00,2.27,1.56,1.6201,09:35:00,10:25:00,10:30:00,1.6402,1.48,1.52,12:00:00,13:10:00,16:00:00,2.27,1.48,1.52,09:35:00,13:10:00,16:00:00
8.62,11.21,7.2,7.89,4162868,2020-12-11 06:00:00,FAT,2020-12-11,6.177,39.549943338190054,True,13.0,7.78,8.13,06:40:00,09:30:00,09:30:00,11.21,7.78,8.33,09:50:00,09:30:00,10:30:00,8.62,7.2,7.9,10:30:00,11:00:00,16:00:00,11.21,7.2,7.9,09:50:00,11:00:00,16:00:00
7.44,7.49,5.92,6.85,2279792,2020-09-29 05:00:00,FLUX,2020-09-29,5.4,37.77777777777778,True,7.49,6.31,6.9016,09:30:00,07:05:00,09:30:00,7.49,6.5,6.765,09:30:00,10:15:00,10:30:00,7.0,5.92,6.83,10:30:00,12:50:00,16:00:00,7.49,5.92,6.83,09:30:00,12:50:00,16:00:00
5.7465,5.7465,4.59,4.88,2802341,2021-02-16 06:00:00,FORD,2021-02-16,4.2,36.82142857142857,True,6.17,5.13,5.28,07:00:00,09:30:00,09:30:00,5.7465,4.75,5.0499,09:30:00,10:00:00,10:30:00,5.0499,4.59,4.75,10:30:00,14:25:00,16:00:00,5.7465,4.59,4.75,09:30:00,14:25:00,16:00:00
2.559,2.75,1.69,1.73,106773602,2020-12-11 06:00:00,FRSX,2020-12-11,1.52,68.35526315789475,True,2.89,1.44,2.3823,09:15:00,07:00:00,09:30:00,2.75,1.92,2.16,09:30:00,10:05:00,10:30:00,2.2,1.67,1.67,10:35:00,16:00:00,16:00:00,2.75,1.67,1.67,09:30:00,16:00:00,16:00:00
4.22,6.45,3.95,5.75,136259980,2020-12-23 06:00:00,FRSX,2020-12-23,3.23,30.6501547987616,True,5.08,3.31,5.08,09:30:00,06:30:00,09:30:00,5.25,3.95,4.54,09:35:00,09:45:00,10:30:00,6.45,4.25,5.87,14:30:00,10:30:00,16:00:00,6.45,3.95,5.87,14:30:00,09:45:00,16:00:00
1.07,2.05,1.07,1.25,159189350,2020-11-11 06:00:00,FTEK,2020-11-11,0.761,40.60446780551906,True,1.29,1.015,1.28,06:50:00,07:30:00,09:30:00,2.05,1.07,1.55,09:55:00,09:30:00,10:30:00,1.64,1.24,1.25,10:30:00,13:40:00,16:00:00,2.05,1.07,1.25,09:55:00,09:30:00,16:00:00
6.07,7.04,4.33,6.04,142991050,2020-11-24 06:00:00,FTEK,2020-11-24,2.82,115.24822695035463,True,7.04,4.02,6.4516,09:30:00,06:50:00,09:30:00,7.04,5.09,5.495,09:30:00,10:30:00,10:30:00,6.5,4.33,6.22,16:00:00,14:10:00,16:00:00,7.04,4.33,6.22,09:30:00,14:10:00,16:00:00
2.31,5.92,2.17,5.75,295348490,2021-01-07 06:00:00,FTFT,2021-01-07,1.68,37.50000000000001,True,2.61,2.17,2.25,06:30:00,07:00:00,09:30:00,3.2,2.17,2.89,10:05:00,09:35:00,10:30:00,6.49,2.81,6.45,16:00:00,10:30:00,16:00:00,6.49,2.17,6.45,16:00:00,09:35:00,16:00:00
9.46,11.29,6.14,7.62,144072850,2021-01-08 06:00:00,FTFT,2021-01-08,5.75,64.5217391304348,True,10.76,7.08,10.11,09:30:00,06:45:00,09:30:00,11.29,7.61,7.83,09:35:00,10:25:00,10:30:00,8.85,6.14,7.3,11:15:00,13:40:00,16:00:00,11.29,6.14,7.3,09:35:00,13:40:00,16:00:00
2.855,2.86,2.23,2.36,63350168,2021-04-14 05:00:00,GALT,2021-04-14,2.165,31.87066974595843,True,2.94,2.62,2.73,09:05:00,07:15:00,09:30:00,2.86,2.55,2.5501,09:30:00,10:05:00,10:30:00,2.62,2.23,2.35,10:30:00,14:00:00,16:00:00,2.86,2.23,2.35,09:30:00,14:00:00,16:00:00
4.8263,4.85,3.26,3.92,4752187,2021-03-02 06:00:00,GEG,2021-03-02,3.45,39.8927536231884,True,7.1,4.22,4.38,06:30:00,09:30:00,09:30:00,4.85,3.78,3.91,09:30:00,10:25:00,10:30:00,4.08,3.26,3.92,11:35:00,14:00:00,16:00:00,4.85,3.26,3.92,09:30:00,14:00:00,16:00:00
7.6,8.18,5.24,5.48,49946147,2021-01-21 06:00:00,GENE,2021-01-21,4.3,76.74418604651163,True,9.4,4.55,7.1355,07:20:00,07:00:00,09:30:00,8.18,6.17,6.3133,09:30:00,10:25:00,10:30:00,6.45,5.24,5.54,10:30:00,14:45:00,16:00:00,8.18,5.24,5.54,09:30:00,14:45:00,16:00:00
8.86,11.68,8.5,11.03,149739350,2021-01-19 06:00:00,GEVO,2021-01-19,6.4,38.437499999999986,True,8.93,8.21,8.729,07:25:00,09:00:00,09:30:00,11.2,8.5,10.39,10:05:00,09:30:00,10:30:00,11.68,9.84,11.11,13:05:00,10:55:00,16:00:00,11.68,8.5,11.11,13:05:00,09:30:00,16:00:00
4.8,6.24,3.6,3.9552,43729480,2021-01-06 06:00:00,GHSI,2021-01-06,3.3,45.45454545454546,True,5.61,4.284,4.29126,07:30:00,09:30:00,09:30:00,6.24,4.284,5.4576,10:15:00,09:30:00,10:30:00,5.76,3.6,3.9,10:40:00,15:55:00,16:00:00,6.24,3.6,3.9,10:15:00,15:55:00,16:00:00
16.07,158.07,12.15,57.1,19193162,2020-12-09 06:00:00,GLSI,2020-12-09,5.1987,209.11574047357996,True,36.21,5.4,16.85,09:10:00,09:05:00,09:30:00,26.0,12.15,23.4123,10:30:00,09:50:00,10:30:00,158.07,15.4,80.76,14:35:00,11:05:00,16:00:00,158.07,12.15,80.76,14:35:00,09:50:00,16:00:00
86.0,128.0,67.26,72.22,9342196,2020-12-10 06:00:00,GLSI,2020-12-10,57.1,50.61295971978984,True,101.83,77.2,94.49,07:25:00,07:00:00,09:30:00,128.0,80.0,96.495,09:50:00,10:05:00,10:30:00,101.99,67.26,73.0,10:30:00,15:45:00,16:00:00,128.0,67.26,73.0,09:50:00,15:45:00,16:00:00
14.24,15.0,12.07,12.43,11773827,2021-02-10 06:00:00,GMDA,2021-02-10,9.89,43.98382204246713,True,15.2,12.83,13.4,07:00:00,09:30:00,09:30:00,15.0,12.8,12.8,10:00:00,10:30:00,10:30:00,13.3,12.07,12.37,10:30:00,15:10:00,16:00:00,15.0,12.07,12.37,10:00:00,15:10:00,16:00:00
5.81,5.94,5.32,5.5,1418962,2020-09-28 05:00:00,GNFT,2020-09-28,4.19,38.663484486873486,True,6.3,5.64,5.64,06:30:00,09:30:00,09:30:00,5.94,5.35,5.6419,10:10:00,09:35:00,10:30:00,5.78,5.32,5.5,10:30:00,11:45:00,16:00:00,5.94,5.32,5.5,10:10:00,11:45:00,16:00:00
6.99,7.19,5.67,6.06,8520667,2021-02-10 06:00:00,GNFT,2021-02-10,5.29,32.136105860113425,True,7.6,6.5,6.755,07:00:00,06:30:00,09:30:00,7.19,6.28,6.4,09:30:00,10:25:00,10:30:00,6.6415,5.67,6.06,11:40:00,14:25:00,16:00:00,7.19,5.67,6.06,09:30:00,14:25:00,16:00:00
7.09,7.4,5.13,5.36,50809862,2021-01-11 06:00:00,GOVX,2021-01-11,3.3,114.84848484848486,True,7.44,3.37,6.38,09:15:00,07:25:00,09:30:00,7.4,5.2625,5.6999,09:30:00,10:20:00,10:30:00,7.2,5.13,5.27,10:50:00,12:00:00,16:00:00,7.4,5.13,5.27,09:30:00,12:00:00,16:00:00
2.21,2.69,1.9,2.04,84019925,2020-10-26 05:00:00,GRIL,2020-10-26,1.53,44.44444444444444,True,3.05,2.1,2.5392,06:55:00,09:25:00,09:30:00,2.69,2.04,2.435,10:30:00,09:50:00,10:30:00,2.69,1.9,1.99,10:30:00,13:30:00,16:00:00,2.69,1.9,1.99,10:30:00,13:30:00,16:00:00
1.48,2.16,1.26,1.59,14671134,2020-09-29 05:00:00,GRNQ,2020-09-29,1.02,45.09803921568627,True,2.32,1.36,1.5,06:35:00,07:40:00,09:30:00,2.16,1.4,1.4612,09:50:00,09:30:00,10:30:00,1.65,1.26,1.5,15:45:00,13:25:00,16:00:00,2.16,1.26,1.5,09:50:00,13:25:00,16:00:00
2.47,2.74,1.75,1.86,133050697,2020-10-05 05:00:00,GRNQ,2020-10-05,1.09,126.60550458715595,True,2.94,1.02,2.3501,09:00:00,07:15:00,09:30:00,2.74,1.83,2.4982,09:30:00,09:55:00,10:30:00,2.74,1.75,1.83,10:30:00,14:55:00,16:00:00,2.74,1.75,1.83,09:30:00,14:55:00,16:00:00
2.4,2.73,1.76,1.87,90121509,2020-12-28 06:00:00,GRNQ,2020-12-28,1.28,87.49999999999999,True,3.1,1.29,2.28,08:55:00,07:00:00,09:30:00,2.73,2.06,2.3562,10:15:00,09:50:00,10:30:00,2.54,1.76,1.84,10:45:00,14:50:00,16:00:00,2.73,1.76,1.84,10:15:00,14:50:00,16:00:00
3.01,3.73,2.4,2.67,30360698,2021-01-08 06:00:00,GRNQ,2021-01-08,2.22,35.58558558558556,True,3.28,2.38,3.11,08:45:00,06:35:00,09:30:00,3.73,2.7,2.735,10:05:00,10:30:00,10:30:00,3.135,2.4,2.72,10:30:00,13:40:00,16:00:00,3.73,2.4,2.72,10:05:00,13:40:00,16:00:00
8.8398,22.47,7.52,22.27,72399325,2021-01-19 06:00:00,GRTS,2021-01-19,6.39,38.338028169014095,True,10.28,7.62,8.31,07:00:00,07:45:00,09:30:00,8.8398,7.52,8.55,09:30:00,09:45:00,10:30:00,23.0,8.4,21.71,16:00:00,10:30:00,16:00:00,23.0,7.52,21.71,16:00:00,09:45:00,16:00:00
9.73,10.11,7.86,8.12,26963891,2021-04-29 05:00:00,GRTX,2021-04-29,6.61,47.20121028744327,True,10.11,8.74,9.23,09:30:00,07:00:00,09:30:00,10.11,8.25,8.4838,09:30:00,10:15:00,10:30:00,8.6517,7.86,8.26,10:40:00,11:25:00,16:00:00,10.11,7.86,8.26,09:30:00,11:25:00,16:00:00
3.95,4.35,2.71,2.82,1211381,2020-11-17 06:00:00,GSMG,2020-11-17,2.675,47.66355140186917,True,4.65,2.7,3.78,09:20:00,08:00:00,09:30:00,4.35,3.0,3.183,09:30:00,10:20:00,10:30:00,3.84,2.71,2.82,11:30:00,15:50:00,15:55:00,4.35,2.71,2.82,09:30:00,15:50:00,15:55:00
3.45,10.0,3.26,5.16,166088750,2020-11-10 06:00:00,GTEC,2020-11-10,2.34,47.43589743589745,True,5.13,2.44,3.7402,08:05:00,08:00:00,09:30:00,7.0,3.26,6.37,10:25:00,09:30:00,10:30:00,10.0,4.5,5.1,11:35:00,15:20:00,16:00:00,10.0,3.26,5.1,11:35:00,09:30:00,16:00:00
9.19,11.4,7.71,8.29,66203155,2020-12-07 06:00:00,GTEC,2020-12-07,5.55,65.58558558558558,True,10.4,5.64,8.77,07:30:00,07:00:00,09:30:00,9.6,7.71,8.08,09:30:00,10:20:00,10:30:00,11.4,7.9106,8.31,12:05:00,10:35:00,16:00:00,11.4,7.71,8.31,12:05:00,10:20:00,16:00:00
22.13,26.42,14.45,14.74,64139742,2021-02-18 06:00:00,GTEC,2021-02-18,7.55,193.11258278145692,True,27.31,8.09,22.8401,07:20:00,07:00:00,09:30:00,26.42,16.9101,17.13,09:40:00,10:30:00,10:30:00,18.8,14.45,15.2,11:00:00,15:55:00,16:00:00,26.42,14.45,15.2,09:40:00,15:55:00,16:00:00
6.56,6.58,5.1,5.35,2369749,2020-10-16 05:00:00,GTT,2020-10-16,5.01,30.938123752495006,True,,,,,,,,,,,,,,,,,,,,,,,,
3.35,4.75,3.11,3.49,143938892,2021-06-03 05:00:00,GTT,2021-06-03,2.5,34.00000000000001,True,3.83,2.97,3.494,06:35:00,07:25:00,09:30:00,4.75,3.25,4.2082,10:00:00,09:30:00,10:30:00,4.4,3.11,3.43,10:30:00,12:05:00,16:00:00,4.75,3.11,3.43,10:00:00,12:05:00,16:00:00
3.16,3.75,3.07,3.42,22902519,2020-10-15 05:00:00,HBP,2020-10-15,2.4142,30.89222102559854,True,3.2699,2.8,3.189,09:30:00,06:30:00,09:30:00,3.75,3.07,3.4899,10:25:00,09:35:00,10:30:00,3.71,3.2398,3.34,10:30:00,11:30:00,16:00:00,3.75,3.07,3.34,10:25:00,09:35:00,16:00:00
13.19,13.32,11.5101,12.14,2572174,2020-10-05 05:00:00,HGEN,2020-10-05,9.85,33.90862944162436,True,16.7,10.99,12.39,07:10:00,07:00:00,09:30:00,13.32,11.5101,12.3036,09:30:00,09:40:00,10:30:00,12.85,12.1,12.14,10:55:00,12:10:00,16:00:00,13.32,11.5101,12.14,09:30:00,09:40:00,16:00:00
21.98,29.2,19.53,21.61,89090194,2021-03-29 05:00:00,HGEN,2021-03-29,13.99,57.11222301644031,True,24.55,15.38,21.0,07:30:00,07:05:00,09:30:00,28.28,19.53,26.6,10:25:00,09:40:00,10:30:00,29.2,21.2,21.7,11:10:00,15:50:00,16:00:00,29.2,19.53,21.7,11:10:00,09:40:00,16:00:00
4.03,5.4,2.5,2.58,122530826,2020-12-04 06:00:00,HGSH,2020-12-04,1.76,128.97727272727275,True,4.88,3.4,4.17,07:35:00,06:45:00,09:30:00,5.4,3.77,5.01,10:10:00,09:30:00,10:30:00,5.15,2.5,2.55,10:30:00,15:55:00,16:00:00,5.4,2.5,2.55,10:10:00,15:55:00,16:00:00
0.28,0.3276,0.2726,0.3026,5256053,2021-01-19 06:00:00,HITI,2021-01-19,0.2125,31.76470588235296,True,,,,,,,,,,,,,,,,,,,,,,,,
0.715,0.85,0.35,0.4085,7812573,2021-02-02 06:00:00,HITI,2021-02-02,0.4358,64.06608536025698,True,,,,,,,,,,,,,,,,,,,,,,,,
3.04,6.45,2.96,3.41,94156500,2020-11-05 06:00:00,HOFV,2020-11-05,1.9,60.00000000000001,True,5.84,2.96,3.68,06:30:00,09:30:00,09:30:00,6.45,2.96,4.6038,10:25:00,09:30:00,10:30:00,5.33,3.11,3.4,10:35:00,15:50:00,16:00:00,6.45,2.96,3.4,10:25:00,09:30:00,16:00:00
3.075,3.27,2.33,2.49,21161527,2020-11-13 06:00:00,HOFV,2020-11-13,2.04,50.735294117647065,True,3.78,2.38,2.885,06:50:00,06:35:00,09:30:00,3.27,2.46,2.5,09:30:00,10:20:00,10:30:00,2.57,2.33,2.5,15:35:00,14:10:00,16:00:00,3.27,2.33,2.5,09:30:00,14:10:00,16:00:00
7.25,7.64,5.51,5.6,229851500,2021-03-24 05:00:00,HOFV,2021-03-24,4.03,79.90074441687345,True,8.15,6.52,6.53,07:00:00,09:30:00,09:30:00,7.64,6.31,6.78,10:10:00,09:35:00,10:30:00,7.13,5.51,5.78,10:30:00,14:00:00,16:00:00,7.64,5.51,5.78,10:10:00,14:00:00,16:00:00
15.0,16.89,13.54,16.29,37833381,2021-02-02 06:00:00,HOL,2021-02-02,10.34,45.06769825918762,True,19.15,13.42,15.3,06:50:00,08:20:00,09:30:00,15.5,14.09,14.964,09:30:00,09:50:00,10:30:00,16.89,13.54,16.16,15:50:00,12:15:00,16:00:00,16.89,13.54,16.16,15:50:00,12:15:00,16:00:00
16.4,18.44,14.8,17.745,1839411,2021-02-02 06:00:00,HOLUU,2021-02-02,10.8957,50.518094294079305,True,20.49,14.31,16.7394,07:00:00,08:20:00,09:30:00,17.0,15.3001,16.15,09:30:00,09:50:00,10:30:00,18.44,14.8,17.8,15:50:00,12:10:00,16:00:00,18.44,14.8,17.8,15:50:00,12:10:00,16:00:00
2.98,3.1,2.24,2.37,113187666,2020-12-31 06:00:00,HOTH,2020-12-31,1.64,81.70731707317074,True,3.22,1.65,2.7,09:10:00,07:10:00,09:30:00,3.1,2.28,2.41,09:30:00,10:15:00,10:30:00,2.8,2.24,2.37,11:05:00,13:30:00,16:00:00,3.1,2.24,2.37,09:30:00,13:30:00,16:00:00
3.06,3.15,2.33,2.51,80438896,2021-03-23 05:00:00,HOTH,2021-03-23,2.18,40.36697247706421,True,3.63,2.12,2.89,08:10:00,07:20:00,09:30:00,3.15,2.59,2.825,10:25:00,09:35:00,10:30:00,3.15,2.33,2.53,10:30:00,14:25:00,16:00:00,3.15,2.33,2.53,10:25:00,14:25:00,16:00:00
16.99,17.0,11.51,12.54,70605484,2021-02-09 06:00:00,HTBX,2021-02-09,8.37,102.9868578255675,True,19.28,8.2,14.85,08:45:00,06:30:00,09:30:00,17.0,13.01,14.14,09:30:00,10:10:00,10:30:00,14.94,11.51,12.29,10:55:00,14:45:00,16:00:00,17.0,11.51,12.29,09:30:00,14:45:00,16:00:00
2.86,3.09,2.27,2.39,62120042,2021-03-17 05:00:00,HUGE,2021-03-17,2.07,38.16425120772947,True,3.33,2.61,2.6585,07:00:00,09:30:00,09:30:00,3.09,2.41,2.46,09:30:00,10:15:00,10:30:00,2.51,2.27,2.36,10:30:00,12:35:00,16:00:00,3.09,2.27,2.36,09:30:00,12:35:00,16:00:00
2.955,5.3,2.655,2.9445,15389980,2020-10-12 05:00:00,HUSN,2020-10-12,2.175,35.86206896551726,True,3.65,2.2005,2.8005,07:25:00,07:15:00,09:30:00,5.3,2.655,3.655,09:55:00,09:30:00,10:30:00,3.9725,2.775,2.9,10:50:00,13:45:00,16:00:00,5.3,2.655,2.9,09:55:00,09:30:00,16:00:00
4.3165,4.4,3.3,3.35,5305288,2020-10-15 05:00:00,HUSN,2020-10-15,3.225,33.84496124031006,True,4.699,3.25,4.094,07:00:00,07:00:00,09:30:00,4.4,3.5,3.6205,09:30:00,10:10:00,10:30:00,3.895,3.3,3.35,11:00:00,15:55:00,16:00:00,4.4,3.3,3.35,09:30:00,15:55:00,16:00:00
1.94,1.95,1.54,1.61,110410300,2021-05-07 05:00:00,IBIO,2021-05-07,1.38,40.579710144927546,True,2.01,1.73,1.8099,09:15:00,06:50:00,09:30:00,1.95,1.58,1.6,09:30:00,10:30:00,10:30:00,1.67,1.54,1.615,15:25:00,14:00:00,16:00:00,1.95,1.54,1.615,09:30:00,14:00:00,16:00:00
20.0,20.05,17.4,17.79,6283810,2021-01-14 06:00:00,IBRX,2021-01-14,14.78,35.31799729364006,True,21.06,17.6,18.935,07:25:00,06:30:00,09:30:00,20.05,18.1068,18.63,09:30:00,09:30:00,10:30:00,18.95,17.4,17.79,10:50:00,13:30:00,16:00:00,20.05,17.4,17.79,09:30:00,13:30:00,16:00:00
1.2173,1.36,1.0,1.13,29279821,2020-12-04 06:00:00,ICON,2020-12-04,0.877,38.802736602052455,True,1.58,0.885,1.16,08:35:00,08:00:00,09:30:00,1.36,1.07,1.0901,09:40:00,10:10:00,10:30:00,1.14,1.0,1.07,16:00:00,11:10:00,16:00:00,1.36,1.0,1.07,09:40:00,11:10:00,16:00:00
2.09,2.88,2.08,2.62,281082810,2020-11-23 06:00:00,IDEX,2020-11-23,1.54,35.7142857142857,True,2.7,1.9,2.4575,09:30:00,09:00:00,09:30:00,2.88,2.0802,2.5981,09:35:00,09:30:00,10:30:00,2.75,2.22,2.5602,12:55:00,11:20:00,16:00:00,2.88,2.0802,2.5602,09:35:00,09:30:00,16:00:00
3.95,4.75,2.21,3.15,351923500,2020-11-24 06:00:00,IDEX,2020-11-24,2.62,50.76335877862595,True,4.75,2.95,3.96,09:30:00,06:35:00,09:30:00,4.75,3.3,3.6902,09:30:00,09:40:00,10:30:00,3.73,2.21,3.36,11:55:00,13:45:00,16:00:00,4.75,2.21,3.36,09:30:00,13:45:00,16:00:00
10.9,11.05,7.78,7.88,5761816,2021-04-05 05:00:00,IGIC,2021-04-05,8.16,33.57843137254902,True,22.89,9.75,10.02,06:35:00,08:50:00,09:30:00,11.05,8.63,8.98,09:30:00,09:50:00,10:30:00,9.22,7.78,7.81,10:30:00,13:25:00,16:00:00,11.05,7.78,7.81,09:30:00,13:25:00,16:00:00
2.51,3.05,2.24,2.31,12201073,2020-11-18 06:00:00,IHT,2020-11-18,1.9,32.10526315789473,True,3.25,2.0,2.42,08:45:00,07:25:00,09:30:00,3.05,2.32,2.7335,10:25:00,09:35:00,10:30:00,2.82,2.24,2.36,10:30:00,14:35:00,16:00:00,3.05,2.24,2.36,10:25:00,14:35:00,16:00:00
7.41,8.68,5.7501,6.43,37399355,2021-05-13 05:00:00,IHT,2021-05-13,5.63,31.616341030195386,True,8.44,6.26,8.35,09:30:00,09:05:00,09:30:00,8.68,7.12,7.49,09:35:00,10:10:00,10:30:00,8.09,5.7501,6.38,10:55:00,15:20:00,16:00:00,8.68,5.7501,6.38,09:35:00,15:20:00,16:00:00
6.96,7.55,5.66,5.92,8500910,2021-05-20 05:00:00,IHT,2021-05-20,5.25,32.57142857142857,True,7.55,5.06,6.8205,09:30:00,08:05:00,09:30:00,7.55,6.12,6.35,09:30:00,10:20:00,10:30:00,6.47,5.62,5.63,12:50:00,16:00:00,16:00:00,7.55,5.62,5.63,09:30:00,16:00:00,16:00:00
1.62,2.54,1.41,1.52,95750928,2020-11-12 06:00:00,IMAC,2020-11-12,0.833,94.47779111644661,True,2.3,1.4,2.23,09:30:00,07:00:00,09:30:00,2.54,1.55,1.6211,09:35:00,09:30:00,10:30:00,1.87,1.41,1.55,11:20:00,13:55:00,16:00:00,2.54,1.41,1.55,09:35:00,13:55:00,16:00:00
1.61,1.74,1.3,1.47,15857560,2020-12-30 06:00:00,IMAC,2020-12-30,1.1858,35.77331759149943,True,1.93,1.18,1.5131,09:20:00,08:15:00,09:30:00,1.74,1.36,1.4285,09:40:00,10:00:00,10:30:00,1.58,1.3,1.45,14:05:00,11:35:00,16:00:00,1.74,1.3,1.45,09:40:00,11:35:00,16:00:00
7.01,7.95,5.215,5.69,284920830,2020-12-10 06:00:00,IMMP,2020-12-10,2.16,224.537037037037,True,7.65,4.23,7.48,09:30:00,06:30:00,09:30:00,7.95,5.81,6.1,09:40:00,10:25:00,10:30:00,7.1,5.22,5.69,14:55:00,12:05:00,16:00:00,7.95,5.22,5.69,09:40:00,12:05:00,16:00:00
59.21,63.78,33.68,39.01,8863807,2021-02-18 06:00:00,IMNM,2021-02-18,22.22,166.47164716471647,True,90.0,26.67,58.15,07:30:00,07:10:00,09:30:00,61.0,33.68,39.07,09:30:00,10:30:00,10:30:00,63.78,33.68,39.11,12:15:00,10:30:00,16:00:00,63.78,33.68,39.11,12:15:00,10:30:00,16:00:00
5.63,6.9,4.0,4.41,5330838,2020-12-29 06:00:00,IMTE,2020-12-29,3.95,42.531645569620245,True,5.99,4.0,4.94,09:25:00,07:15:00,09:30:00,6.9,4.5,4.99,10:05:00,09:35:00,10:30:00,5.14,4.0,4.41,10:30:00,14:35:00,16:00:00,6.9,4.0,4.41,10:05:00,14:35:00,16:00:00
6.84,8.9,5.61,5.96,16464418,2021-02-01 06:00:00,IMTE,2021-02-01,5.11,33.85518590998042,True,9.21,5.05,6.7843,07:15:00,06:50:00,09:30:00,7.65,5.61,6.3999,09:55:00,10:15:00,10:30:00,8.9,5.71,6.08,11:20:00,13:10:00,16:00:00,8.9,5.61,6.08,11:20:00,10:15:00,16:00:00
15.5,18.42,14.03,14.6,39183769,2021-03-17 05:00:00,IMTX,2021-03-17,11.63,33.276010318142724,True,16.25,11.94,15.58,08:25:00,07:05:00,09:30:00,18.13,14.03,17.0,10:25:00,09:55:00,10:30:00,18.42,14.12,14.5,10:40:00,14:15:00,16:00:00,18.42,14.03,14.5,10:40:00,09:55:00,16:00:00
19.4608,19.4608,14.78,15.39,13505454,2021-03-08 06:00:00,IMVT,2021-03-08,13.51,44.04737231680237,True,22.0,13.76,17.82,09:05:00,08:00:00,09:30:00,19.49,15.5601,15.94,09:30:00,10:20:00,10:30:00,16.25,14.78,15.4,14:35:00,11:55:00,16:00:00,19.49,14.78,15.4,09:30:00,11:55:00,16:00:00
5.31,12.3,5.22,9.4,96809337,2021-03-09 06:00:00,INVO,2021-03-09,3.11,70.73954983922829,True,6.58,5.1,6.07,07:00:00,08:10:00,09:30:00,12.3,5.22,10.53,10:25:00,09:30:00,10:30:00,11.79,7.53,8.55,10:35:00,13:25:00,16:00:00,12.3,5.22,8.55,10:25:00,09:30:00,16:00:00
1.92,5.56,1.84,2.74,119516324,2020-12-30 06:00:00,IPDN,2020-12-30,1.37,40.14598540145984,True,2.38,1.37,2.14,08:35:00,08:20:00,09:30:00,5.56,1.84,4.26,10:20:00,09:40:00,10:30:00,4.95,2.59,2.8,10:30:00,15:55:00,16:00:00,5.56,1.84,2.8,10:20:00,09:40:00,16:00:00
12.54,17.0,12.06,13.17,9435400,2021-01-21 06:00:00,IPWR,2021-01-21,9.11,37.65093304061471,True,14.59,9.39,12.57,09:15:00,07:20:00,09:30:00,17.0,12.06,13.81,09:55:00,09:30:00,10:30:00,15.5,12.5,13.17,11:35:00,10:45:00,16:00:00,17.0,12.06,13.17,09:55:00,09:30:00,16:00:00
