open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,closed_up,gap_percent,max_up_percent,max_down_percent,max_up_percent_30,max_down_percent_30,max_up_percent_50,max_down_percent_50,max_up_percent_100
11.2,16.63,10.76,13.82,129166945,2021-10-19 05:00:00,AVIR,2021-10-19,40.6,True,-72.41379310344827,48.48214285714286,3.9285714285714244,True,False,False,False,False
4.26,4.47,3.8,4.02,15922596,2020-11-17 06:00:00,BCLI,2020-11-17,11.94,False,-64.32160804020101,4.929577464788732,10.7981220657277,False,False,False,False,False
2.5,3.18,2.46,2.72,16049339,2021-01-04 06:00:00,CALA,2021-01-04,4.91,True,-49.08350305498981,27.200000000000006,1.6000000000000014,False,False,False,False,False
12.02,12.15,9.55,10.46,41433872,2021-05-07 05:00:00,CCXI,2021-05-07,27.49,False,-56.27500909421608,1.0815307820299567,20.549084858569042,False,False,False,False,False
3.0,3.49,3.0,3.4,2840665,2021-01-22 06:00:00,COMS,2021-01-22,6.3,True,-52.38095238095238,16.33333333333334,0.0,False,False,False,False,False
18.23,20.2,13.29,13.51,29673359,2021-10-27 05:00:00,CRTX,2021-10-27,57.68,False,-68.39459084604717,10.806363137685128,27.098189797037854,False,False,False,False,False
11.45,11.59,11.25,11.4,367387,2021-07-15 05:00:00,CULL,2021-07-15,33.66,False,-65.98336304218657,1.222707423580791,1.7467248908296882,False,False,False,False,False
0.24,0.74,0.21,0.595,4549839,2021-10-29 05:00:00,CXDC,2021-10-29,0.9099,True,-73.62347510715463,208.33333333333334,12.5,True,False,True,False,True
0.075,0.915,0.07,0.0715,14682,2021-11-11 06:00:00,CXDC,2021-11-11,0.15,False,-50.0,1120.0000000000002,6.6666666666666545,True,False,True,False,True
4.19,4.2527,3.55,4.2,276946,2020-12-09 06:00:00,CYTH,2020-12-09,8.6,True,-51.279069767441854,1.4964200477326857,15.274463007159916,False,False,False,False,False
9.59,9.79,8.7,8.82,33691354,2021-11-05 05:00:00,DCPH,2021-11-05,36.0,False,-73.36111111111111,2.085505735140764,9.28050052137644,False,False,False,False,False
8.37,8.68,6.33,6.86,52044930,2021-09-23 05:00:00,EAR,2021-09-23,21.67,False,-61.375173050299956,3.70370370370371,24.372759856630818,False,False,False,False,False
2.47,2.96,2.45,2.93,806731554,2021-07-23 05:00:00,EDU,2021-07-23,6.4,True,-61.40625,19.838056680161934,0.809716599190284,False,False,False,False,False
0.2997,0.3688,0.2981,0.358,349787620,2021-04-29 05:00:00,FAMI,2021-04-29,0.791,True,-62.11125158027813,23.056389723056384,0.5338672005338825,False,False,False,False,False
5.65,5.95,4.91,5.06,40916140,2021-09-03 05:00:00,FBRX,2021-09-03,28.59,False,-80.23784540048968,5.309734513274333,13.097345132743367,False,False,False,False,False
9.9379,10.8,7.91,7.99,19436253,2021-03-23 05:00:00,FREQ,2021-03-23,36.29,False,-72.61532102507579,8.674870948590746,20.405719518208077,False,False,False,False,False
2.07,2.54,1.96,2.25,30514456,2021-10-19 05:00:00,GRTX,2021-10-19,7.4,True,-72.02702702702702,22.705314009661848,5.314009661835743,False,False,False,False,False
18.6,18.99,18.075,18.55,5594877,2021-06-15 05:00:00,GRUB,2021-06-15,59.89,False,-68.94306228084822,2.096774193548371,2.8225806451613016,False,False,False,False,False
6.11,8.27,6.09,7.97,35116871,2021-09-09 05:00:00,HGEN,2021-09-09,15.11,True,-59.56320317670417,35.35188216039278,0.32733224222586677,True,False,False,False,False
1.15,1.18,1.09,1.15,31190471,2020-11-16 06:00:00,HOFV,2020-11-16,2.49,False,-53.815261044176715,2.6086956521739157,5.217391304347812,False,False,False,False,False
2.0,2.07,1.81,1.98,50179588,2021-03-19 05:00:00,IDRA,2021-03-19,5.21,False,-61.61228406909789,3.499999999999992,9.499999999999996,False,False,False,False,False
63.6,63.6,62.85,63.061,12667,2021-04-19 05:00:00,IMCV,2021-04-19,190.385,False,-66.59400688079418,0.0,1.179245283018868,False,False,False,False,False
3.0,3.66,2.73,3.01,3715343,2021-07-27 05:00:00,IRCP,2021-07-27,10.74,True,-72.06703910614524,22.000000000000004,9.0,False,False,False,False,False
9.85,9.88,9.73,9.85,9599716,2021-03-25 05:00:00,LCAHU,2021-03-25,28.5,False,-65.43859649122807,0.3045685279187933,1.218274111675119,False,False,False,False,False
8.75,10.9,7.85,7.95,13431706,2021-07-22 05:00:00,MCRB,2021-07-22,20.83,False,-57.99327892462794,24.571428571428573,10.285714285714288,False,False,False,False,False
7.01,7.58,6.0,6.28,16748328,2021-09-13 05:00:00,MDXG,2021-09-13,15.53,False,-54.8615582743078,8.131241084165483,14.407988587731808,False,False,False,False,False
0.45,0.5198,0.38,0.3937,153457020,2021-09-02 05:00:00,METX,2021-09-02,0.9194,False,-51.05503589297368,15.511111111111118,15.555555555555557,False,False,False,False,False
5.0,8.88,2.0,8.0,3773,2021-08-13 05:00:00,MIGI,2021-08-13,10.0,True,-50.0,77.60000000000001,60.0,True,True,True,True,False
1.75,1.84,1.61,1.63,11460231,2021-10-22 05:00:00,MTCR,2021-10-22,3.83,False,-54.30809399477807,5.142857142857147,7.999999999999994,False,False,False,False,False
3.0,28.99,3.0,28.99,1013,2021-03-16 05:00:00,NTRB,2021-03-16,26.0,True,-88.46153846153847,866.3333333333334,0.0,True,False,True,False,True
4.84,5.1,3.83,3.96,26051155,2021-03-22 05:00:00,ODT,2021-03-22,19.03,False,-74.56647398843931,5.371900826446277,20.867768595041316,False,False,False,False,False
2.72,3.36,2.55,3.0,16367654,2021-02-22 06:00:00,OTIC,2021-02-22,5.39,True,-49.53617810760667,23.52941176470587,6.250000000000012,False,False,False,False,False
3.1557,3.28,2.9,2.935,12523993,2020-12-02 06:00:00,OVID,2020-12-02,6.65,False,-52.54586466165414,3.938904205089199,8.102798111354058,False,False,False,False,False
20.57,22.9999,17.25,18.31,5046,2021-05-06 05:00:00,PCTTU,2021-05-06,40.99,False,-49.81702854354721,11.81283422459893,16.140009722897425,False,False,False,False,False
4.2,4.2,3.28,3.58,1221785,2021-08-11 05:00:00,PETV,2021-08-11,8.5,False,-50.588235294117645,0.0,21.904761904761916,False,False,False,False,False
3.08,3.14,2.92,3.03,1806296,2021-08-10 05:00:00,PMCB,2021-08-10,7.0,False,-56.0,1.9480519480519498,5.194805194805199,False,False,False,False,False
4.17,4.3,3.35,3.48,50806767,2021-08-19 05:00:00,PMCB,2021-08-19,9.9,False,-57.878787878787875,3.1175059952038344,19.664268585131893,False,False,False,False,False
0.7052,0.7278,0.657,0.6739,46214868,2021-08-20 05:00:00,PROG,2021-08-20,1.49,False,-52.67114093959731,3.204764605785586,6.8349404424276825,False,False,False,False,False
20.4357,20.4357,15.51,17.53,12498981,2021-09-17 05:00:00,PTGX,2021-09-17,46.13,False,-55.69976154346413,0.0,24.10340727256713,False,False,False,False,False
9.92,10.7,9.92,10.41,38245,2021-10-01 05:00:00,SEVN,2021-10-01,19.60519199567333,True,-49.401158620689635,7.862903225806446,0.0,False,False,False,False,False
1.28,1.39,1.21,1.39,13798906,2020-12-22 06:00:00,SNGX,2020-12-22,2.74,True,-53.28467153284672,8.59374999999999,5.468750000000004,False,False,False,False,False
85.0,88.4799,82.25,82.29,22807565,2021-01-08 06:00:00,SRPT,2021-01-08,168.95,False,-49.68925717667948,4.094000000000001,3.235294117647059,False,False,False,False,False
1.38,1.39,1.19,1.3,35988436,2020-11-20 06:00:00,TANH,2020-11-20,2.76,False,-50.00000000000001,0.724637681159421,13.768115942028981,False,False,False,False,False
3.72,10.21,3.72,10.13,6915,2021-04-09 05:00:00,TSIB,2021-04-09,9.85,True,-62.23350253807106,174.46236559139783,0.0,True,False,True,False,True
2.1,6.0,2.1,6.0,83,2020-11-20 06:00:00,UGRO,2020-11-20,6.0,True,-65.0,185.7142857142857,0.0,True,False,True,False,True
11.9,13.8,11.75,12.3,3303159,2021-02-12 06:00:00,UGRO,2021-02-12,47.0,True,-74.68085106382979,15.96638655462185,1.2605042016806751,False,False,False,False,False
6.0,8.0,5.0,6.4,564343,2021-02-17 06:00:00,VINO,2021-02-17,16.35,True,-63.30275229357799,33.333333333333336,16.666666666666668,True,False,False,False,False
15.29,16.04,15.13,15.205,29710,2020-11-18 06:00:00,VPN,2020-11-18,438.6,False,-96.51390788873688,4.905166775670373,1.0464355788096689,False,False,False,False,False
10.835,12.74,8.8,9.85,170025420,2021-02-03 06:00:00,VXRT,2021-02-03,23.33,False,-53.557651093013284,17.581910475311485,18.78172588832487,False,False,False,False,False
11.7,11.7,11.25,11.41,2068869,2021-03-25 05:00:00,WMPN,2021-03-25,38.0,False,-69.21052631578948,0.0,3.8461538461538405,False,False,False,False,False
3.9,4.47,3.75,4.19,516191,2021-05-28 05:00:00,ZIVO,2021-05-28,9.6,True,-59.37499999999999,14.615384615384611,3.846153846153844,False,False,False,False,False
8.26,9.08,7.85,8.25,21721604,2021-08-04 05:00:00,ZY,2021-08-04,34.83,False,-76.28481194372668,9.927360774818405,4.963680387409203,False,False,False,False,False
