open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,diff_percent,gap_up,pre_open,pre_open_time,pre_high,pre_high_time,pre_low,pre_low_time,pre_close,pre_close_time,first_fifteen_open,first_fifteen_open_time,first_fifteen_high,first_fifteen_high_time,first_fifteen_low,first_fifteen_low_time,first_fifteen_close,first_fifteen_close_time,first_thirty_open,first_thirty_open_time,first_thirty_high,first_thirty_high_time,first_thirty_low,first_thirty_low_time,first_thirty_close,first_thirty_close_time,first_hour_open,first_hour_open_time,first_hour_high,first_hour_high_time,first_hour_low,first_hour_low_time,first_hour_close,first_hour_close_time,ten_thirty_to_close_open,ten_thirty_to_close_open_time,ten_thirty_to_close_high,ten_thirty_to_close_high_time,ten_thirty_to_close_low,ten_thirty_to_close_low_time,ten_thirty_to_close_close,ten_thirty_to_close_close_time,second_fifteen_open,second_fifteen_open_time,second_fifteen_high,second_fifteen_high_time,second_fifteen_low,second_fifteen_low_time,second_fifteen_close,second_fifteen_close_time,second_thirty_open,second_thirty_open_time,second_thirty_high,second_thirty_high_time,second_thirty_low,second_thirty_low_time,second_thirty_close,second_thirty_close_time,second_hour_open,second_hour_open_time,second_hour_high,second_hour_high_time,second_hour_low,second_hour_low_time,second_hour_close,second_hour_close_time,eleven_thirty_to_close_open,eleven_thirty_to_close_open_time,eleven_thirty_to_close_high,eleven_thirty_to_close_high_time,eleven_thirty_to_close_low,eleven_thirty_to_close_low_time,eleven_thirty_to_close_close,eleven_thirty_to_close_close_time,third_fifteen_open,third_fifteen_open_time,third_fifteen_high,third_fifteen_high_time,third_fifteen_low,third_fifteen_low_time,third_fifteen_close,third_fifteen_close_time,third_thirty_open,third_thirty_open_time,third_thirty_high,third_thirty_high_time,third_thirty_low,third_thirty_low_time,third_thirty_close,third_thirty_close_time,third_hour_open,third_hour_open_time,third_hour_high,third_hour_high_time,third_hour_low,third_hour_low_time,third_hour_close,third_hour_close_time,twelve_thirty_to_close_open,twelve_thirty_to_close_open_time,twelve_thirty_to_close_high,twelve_thirty_to_close_high_time,twelve_thirty_to_close_low,twelve_thirty_to_close_low_time,twelve_thirty_to_close_close,twelve_thirty_to_close_close_time,float,shares,market_cap
22.13,26.42,14.45,14.74,64139742,2021-02-18 06:00:00,GTEC,2021-02-18,7.55,193.1125827814569,True,24.31,07:35:00,26.39,07:30:00,19.81,08:10:00,22.8401,09:30:00,22.94,09:35:00,26.42,09:40:00,20.39,09:45:00,21.8263,09:45:00,22.94,09:35:00,26.42,09:40:00,20.2008,09:55:00,21.722,10:00:00,22.94,09:35:00,26.42,09:40:00,16.9101,10:30:00,17.13,10:30:00,17.12,10:35:00,18.8,11:00:00,14.45,15:55:00,15.2,16:00:00,21.831,09:50:00,23.4999,10:00:00,20.2008,09:55:00,21.722,10:00:00,21.784,10:05:00,23.4999,10:00:00,16.9101,10:30:00,17.13,10:30:00,17.12,10:35:00,18.8,11:00:00,15.67,11:30:00,15.75,11:30:00,15.78,11:35:00,17.91,12:15:00,14.45,15:55:00,15.2,16:00:00,21.784,10:05:00,23.4999,10:00:00,18.4,10:15:00,18.94,10:15:00,17.12,10:35:00,18.8,11:00:00,16.55,10:40:00,17.63,11:00:00,15.78,11:35:00,17.91,12:15:00,15.67,11:30:00,16.6,12:30:00,16.59,12:35:00,17.77,15:10:00,14.45,15:55:00,15.2,16:00:00,1.93,10.33,77.99
6.56,6.58,5.1,5.35,2369749,2020-10-16 05:00:00,GTT,2020-10-16,5.01,30.93812375249501,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.35,4.75,3.11,3.49,143938892,2021-06-03 05:00:00,GTT,2021-06-03,2.5,34.00000000000001,True,3.2,07:35:00,3.74,09:30:00,3.0,07:30:00,3.494,09:30:00,3.48,09:35:00,4.09,09:45:00,3.25,09:30:00,4.0685,09:45:00,3.48,09:35:00,4.75,10:00:00,3.25,09:30:00,4.65,10:00:00,3.48,09:35:00,4.75,10:00:00,3.25,09:30:00,4.2082,10:30:00,4.205,10:35:00,4.4,10:30:00,3.11,12:05:00,3.43,16:00:00,4.07,09:50:00,4.75,10:00:00,3.72,09:45:00,4.65,10:00:00,4.6501,10:05:00,4.75,10:00:00,4.01,10:00:00,4.2082,10:30:00,4.205,10:35:00,4.4,10:30:00,3.54,11:30:00,3.54,11:30:00,3.54,11:35:00,3.88,12:55:00,3.11,12:05:00,3.43,16:00:00,4.6501,10:05:00,4.75,10:00:00,4.01,10:00:00,4.3484,10:15:00,4.205,10:35:00,4.4,10:30:00,3.78,10:35:00,3.925,11:00:00,3.54,11:35:00,3.73,11:30:00,3.11,12:05:00,3.525,12:30:00,3.525,12:35:00,3.88,12:55:00,3.3,14:40:00,3.43,16:00:00,,,
3.16,3.75,3.07,3.42,22902519,2020-10-15 05:00:00,HBP,2020-10-15,2.4142,30.89222102559854,True,3.1,07:35:00,3.2699,09:30:00,3.01,08:00:00,3.189,09:30:00,3.18,09:35:00,3.66,09:45:00,3.07,09:35:00,3.49,09:45:00,3.18,09:35:00,3.66,09:45:00,3.07,09:35:00,3.48,10:00:00,3.18,09:35:00,3.75,10:25:00,3.07,09:35:00,3.4899,10:30:00,3.49,10:35:00,3.71,10:30:00,3.2398,11:30:00,3.34,16:00:00,3.49,09:50:00,3.66,09:45:00,3.15,09:55:00,3.48,10:00:00,3.471,10:05:00,3.75,10:25:00,3.23,10:00:00,3.4899,10:30:00,3.49,10:35:00,3.71,10:30:00,3.2398,11:30:00,3.25,11:30:00,3.24,11:35:00,3.56,14:10:00,3.2398,11:30:00,3.34,16:00:00,3.471,10:05:00,3.7,10:05:00,3.23,10:00:00,3.4799,10:15:00,3.49,10:35:00,3.71,10:30:00,3.36,11:00:00,3.41,11:00:00,3.24,11:35:00,3.45,12:15:00,3.2398,11:30:00,3.3399,12:30:00,3.3201,12:35:00,3.56,14:10:00,3.27,13:15:00,3.34,16:00:00,19.34,27.3,65.91
13.19,13.32,11.5101,12.14,2572174,2020-10-05 05:00:00,HGEN,2020-10-05,9.85,33.90862944162436,True,12.55,07:35:00,13.4,09:25:00,11.5,07:35:00,12.39,09:30:00,12.39,09:35:00,13.32,09:30:00,11.5101,09:40:00,11.8838,09:45:00,12.39,09:35:00,13.32,09:30:00,11.5101,09:40:00,12.31,10:00:00,12.39,09:35:00,13.32,09:30:00,11.5101,09:40:00,12.3036,10:30:00,12.3209,10:35:00,12.85,10:55:00,12.1,12:10:00,12.14,16:00:00,11.9,09:50:00,12.42,10:00:00,11.84,09:45:00,12.31,10:00:00,12.22,10:05:00,12.75,10:25:00,12.07,10:05:00,12.3036,10:30:00,12.3209,10:35:00,12.85,10:55:00,12.21,10:40:00,12.39,11:30:00,12.405,11:35:00,12.59,13:20:00,12.1,12:10:00,12.14,16:00:00,12.22,10:05:00,12.51,10:15:00,12.07,10:05:00,12.31,10:15:00,12.3209,10:35:00,12.85,10:55:00,12.21,10:40:00,12.59,11:00:00,12.405,11:35:00,12.5299,11:40:00,12.1,12:10:00,12.27,12:30:00,12.22,12:35:00,12.59,13:20:00,12.1,12:55:00,12.14,16:00:00,39.52,52.66,518.70
21.98,29.2,19.53,21.61,89090194,2021-03-29 05:00:00,HGEN,2021-03-29,13.99,57.11222301644031,True,23.05,07:35:00,24.55,07:30:00,20.43,09:30:00,21.0,09:30:00,21.055,09:35:00,22.8,09:30:00,19.53,09:40:00,21.64,09:45:00,21.055,09:35:00,25.0,10:00:00,19.53,09:40:00,24.02,10:00:00,21.055,09:35:00,28.28,10:25:00,19.53,09:40:00,26.6,10:30:00,26.63,10:35:00,29.2,11:10:00,21.2,15:50:00,21.7,16:00:00,21.74,09:50:00,25.0,10:00:00,19.8,09:45:00,24.02,10:00:00,24.02,10:05:00,28.28,10:25:00,23.3,10:00:00,26.6,10:30:00,26.63,10:35:00,29.2,11:10:00,25.58,10:35:00,27.26,11:30:00,27.2198,11:35:00,28.1199,11:30:00,21.2,15:50:00,21.7,16:00:00,24.02,10:05:00,27.78,10:10:00,23.3,10:00:00,25.915,10:15:00,26.63,10:35:00,28.94,10:55:00,25.58,10:35:00,27.72,11:00:00,27.2198,11:35:00,28.1199,11:30:00,24.49,12:25:00,25.2099,12:30:00,25.2199,12:35:00,26.11,12:40:00,21.2,15:50:00,21.7,16:00:00,39.52,52.66,736.71
4.03,5.4,2.5,2.58,122530826,2020-12-04 06:00:00,HGSH,2020-12-04,1.76,128.97727272727275,True,4.53,07:35:00,4.88,07:35:00,3.6,09:05:00,4.17,09:30:00,4.1789,09:35:00,4.65,09:45:00,3.77,09:30:00,4.52,09:45:00,4.1789,09:35:00,5.23,10:00:00,3.77,09:30:00,4.9898,10:00:00,4.1789,09:35:00,5.4,10:10:00,3.77,09:30:00,5.01,10:30:00,5.015,10:35:00,5.15,10:30:00,2.5,15:55:00,2.55,16:00:00,4.52,09:50:00,5.23,10:00:00,4.23,09:50:00,4.9898,10:00:00,4.97,10:05:00,5.4,10:10:00,4.4001,10:00:00,5.01,10:30:00,5.015,10:35:00,5.15,10:30:00,4.0,11:20:00,4.22,11:30:00,4.23,11:35:00,4.58,11:40:00,2.5,15:55:00,2.55,16:00:00,4.97,10:05:00,5.4,10:10:00,4.4001,10:00:00,5.135,10:15:00,5.015,10:35:00,5.15,10:30:00,4.18,11:00:00,4.24,11:00:00,4.23,11:35:00,4.58,11:40:00,4.06,12:10:00,4.17,12:30:00,4.1611,12:35:00,4.2117,12:30:00,2.5,15:55:00,2.55,16:00:00,6.79,22.52,39.64
0.28,0.3276,0.2726,0.3026,5256053,2021-01-19 06:00:00,HITI,2021-01-19,0.2125,31.76470588235296,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.715,0.85,0.35,0.4085,7812573,2021-02-02 06:00:00,HITI,2021-02-02,0.4358,64.06608536025698,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04,6.45,2.96,3.41,94156500,2020-11-05 06:00:00,HOFV,2020-11-05,1.9,60.00000000000001,True,3.62,07:35:00,3.85,09:30:00,2.96,09:30:00,3.68,09:30:00,3.665,09:35:00,3.91,09:35:00,2.96,09:30:00,3.5,09:45:00,3.665,09:35:00,5.87,09:55:00,2.96,09:30:00,5.87,10:00:00,3.665,09:35:00,6.45,10:25:00,2.96,09:30:00,4.6038,10:30:00,4.6,10:35:00,5.33,10:35:00,3.11,15:50:00,3.4,16:00:00,3.5003,09:50:00,5.87,09:55:00,3.36,09:45:00,5.87,10:00:00,5.41,10:05:00,6.45,10:25:00,4.48,10:30:00,4.6038,10:30:00,4.6,10:35:00,5.33,10:35:00,3.77,11:30:00,3.94,11:30:00,3.9301,11:35:00,4.45,13:30:00,3.11,15:50:00,3.4,16:00:00,5.41,10:05:00,6.29,10:05:00,4.66,10:05:00,5.31,10:15:00,4.6,10:35:00,5.33,10:35:00,4.09,10:55:00,4.35,11:00:00,3.9301,11:35:00,4.35,12:25:00,3.73,11:40:00,4.27,12:30:00,4.27,12:35:00,4.45,13:30:00,3.11,15:50:00,3.4,16:00:00,57.47,62.93,119.57
3.075,3.27,2.33,2.49,21161527,2020-11-13 06:00:00,HOFV,2020-11-13,2.04,50.735294117647065,True,3.05,07:35:00,3.27,09:30:00,2.67,08:50:00,2.885,09:30:00,2.89,09:35:00,3.27,09:30:00,2.64,09:45:00,2.665,09:45:00,2.89,09:35:00,3.27,09:30:00,2.53,09:55:00,2.58,10:00:00,2.89,09:35:00,3.27,09:30:00,2.46,10:20:00,2.5,10:30:00,2.5,10:35:00,2.57,15:35:00,2.33,14:10:00,2.5,16:00:00,2.665,09:50:00,2.74,09:50:00,2.53,09:55:00,2.58,10:00:00,2.58,10:05:00,2.6,10:10:00,2.46,10:20:00,2.5,10:30:00,2.5,10:35:00,2.5475,10:30:00,2.43,10:35:00,2.4647,11:30:00,2.46,11:35:00,2.57,15:35:00,2.33,14:10:00,2.5,16:00:00,2.58,10:05:00,2.6,10:10:00,2.53,10:00:00,2.565,10:15:00,2.5,10:35:00,2.5475,10:30:00,2.43,10:35:00,2.505,11:00:00,2.46,11:35:00,2.5,11:30:00,2.44,11:35:00,2.45,12:30:00,2.4561,12:35:00,2.57,15:35:00,2.33,14:10:00,2.5,16:00:00,57.47,62.93,128.38
7.25,7.64,5.51,5.6,229851500,2021-03-24 05:00:00,HOFV,2021-03-24,4.03,79.90074441687345,True,6.91,07:35:00,7.44,09:30:00,6.52,09:30:00,6.53,09:30:00,6.5392,09:35:00,7.44,09:30:00,6.31,09:35:00,6.76,09:45:00,6.5392,09:35:00,7.45,10:00:00,6.31,09:35:00,7.27,10:00:00,6.5392,09:35:00,7.64,10:10:00,6.31,09:35:00,6.78,10:30:00,6.7713,10:35:00,7.13,10:30:00,5.51,14:00:00,5.78,16:00:00,6.7592,09:50:00,7.45,10:00:00,6.47,09:55:00,7.27,10:00:00,7.2613,10:05:00,7.64,10:10:00,6.62,10:00:00,6.78,10:30:00,6.7713,10:35:00,7.13,10:30:00,6.06,11:30:00,6.17,11:30:00,6.1699,11:35:00,6.42,11:40:00,5.51,14:00:00,5.78,16:00:00,7.2613,10:05:00,7.64,10:10:00,6.62,10:00:00,6.99,10:15:00,6.7713,10:35:00,7.13,10:30:00,6.11,10:55:00,6.4399,11:00:00,6.1699,11:35:00,6.42,11:40:00,5.75,12:00:00,6.0101,12:30:00,6.01,12:35:00,6.38,13:00:00,5.51,14:00:00,5.78,16:00:00,57.47,62.93,253.61
2.98,3.1,2.24,2.37,113187666,2020-12-31 06:00:00,HOTH,2020-12-31,1.64,81.70731707317074,True,2.06,08:05:00,3.22,09:10:00,1.66,08:00:00,2.7,09:30:00,2.7,09:35:00,3.1,09:30:00,2.51,09:40:00,2.53,09:45:00,2.7,09:35:00,3.1,09:30:00,2.36,09:55:00,2.45,10:00:00,2.7,09:35:00,3.1,09:30:00,2.28,10:15:00,2.41,10:30:00,2.41,10:35:00,2.8,11:05:00,2.24,13:30:00,2.37,16:00:00,2.52,09:50:00,2.71,09:45:00,2.36,09:55:00,2.45,10:00:00,2.4431,10:05:00,2.59,10:10:00,2.28,10:15:00,2.41,10:30:00,2.41,10:35:00,2.8,11:05:00,2.32,10:30:00,2.45,11:30:00,2.45,11:35:00,2.5352,11:55:00,2.24,13:30:00,2.37,16:00:00,2.4431,10:05:00,2.59,10:10:00,2.28,10:15:00,2.32,10:15:00,2.41,10:35:00,2.73,10:50:00,2.32,10:30:00,2.59,11:00:00,2.45,11:35:00,2.5352,11:55:00,2.36,11:50:00,2.425,12:30:00,2.42,12:35:00,2.5,14:35:00,2.24,13:30:00,2.37,16:00:00,17.59,17.68,29.00
3.06,3.15,2.33,2.51,80438896,2021-03-23 05:00:00,HOTH,2021-03-23,2.18,40.36697247706421,True,2.98,08:05:00,3.63,08:10:00,2.19,08:00:00,2.89,09:30:00,2.89,09:35:00,3.06,09:30:00,2.59,09:35:00,2.8206,09:45:00,2.89,09:35:00,3.06,09:30:00,2.59,09:35:00,2.6994,10:00:00,2.89,09:35:00,3.15,10:25:00,2.59,09:35:00,2.825,10:30:00,2.82,10:35:00,3.15,10:30:00,2.33,14:25:00,2.53,16:00:00,2.8202,09:50:00,2.9,09:45:00,2.66,09:45:00,2.6994,10:00:00,2.6904,10:05:00,3.15,10:25:00,2.69,10:00:00,2.825,10:30:00,2.82,10:35:00,3.15,10:30:00,2.62,11:25:00,2.63,11:30:00,2.6205,11:35:00,2.66,11:30:00,2.33,14:25:00,2.53,16:00:00,2.6904,10:05:00,2.98,10:15:00,2.69,10:00:00,2.8901,10:15:00,2.82,10:35:00,3.15,10:30:00,2.7,10:45:00,2.84,11:00:00,2.6205,11:35:00,2.66,11:30:00,2.41,12:25:00,2.47,12:30:00,2.47,12:35:00,2.59,16:00:00,2.33,14:25:00,2.53,16:00:00,17.59,17.68,38.54
16.99,17.0,11.51,12.54,70605484,2021-02-09 06:00:00,HTBX,2021-02-09,8.37,102.9868578255675,True,12.23,07:35:00,19.28,08:45:00,8.47,07:30:00,14.85,09:30:00,14.905,09:35:00,17.0,09:30:00,13.33,09:35:00,13.91,09:45:00,14.905,09:35:00,17.0,09:30:00,13.33,09:35:00,14.03,10:00:00,14.905,09:35:00,17.0,09:30:00,13.01,10:10:00,14.14,10:30:00,14.12,10:35:00,14.94,10:55:00,11.51,14:45:00,12.29,16:00:00,13.9438,09:50:00,15.37,09:50:00,13.57,09:45:00,14.03,10:00:00,14.01,10:05:00,14.99,10:00:00,13.01,10:10:00,14.14,10:30:00,14.12,10:35:00,14.94,10:55:00,12.5301,11:20:00,12.98,11:30:00,12.965,11:35:00,13.91,12:05:00,11.51,14:45:00,12.29,16:00:00,14.01,10:05:00,14.99,10:00:00,13.01,10:10:00,13.66,10:15:00,14.12,10:35:00,14.94,10:55:00,13.56,10:40:00,13.9999,11:00:00,12.965,11:35:00,13.91,12:05:00,12.63,12:00:00,13.21,12:30:00,13.2216,12:35:00,13.87,15:05:00,11.51,14:45:00,12.29,16:00:00,24.2,24.2,202.55
2.86,3.09,2.27,2.39,62120042,2021-03-17 05:00:00,HUGE,2021-03-17,2.07,38.16425120772947,True,3.12,07:35:00,3.25,07:50:00,2.61,09:30:00,2.6585,09:30:00,2.65,09:35:00,3.09,09:30:00,2.61,09:30:00,2.69,09:45:00,2.65,09:35:00,3.09,09:30:00,2.51,09:55:00,2.56,10:00:00,2.65,09:35:00,3.09,09:30:00,2.41,10:15:00,2.46,10:30:00,2.4699,10:35:00,2.51,10:30:00,2.27,12:35:00,2.36,16:00:00,2.7,09:50:00,2.78,09:45:00,2.51,09:55:00,2.56,10:00:00,2.5501,10:05:00,2.63,10:05:00,2.41,10:15:00,2.46,10:30:00,2.4699,10:35:00,2.51,10:30:00,2.34,11:20:00,2.3699,11:30:00,2.3689,11:35:00,2.45,12:45:00,2.27,12:35:00,2.36,16:00:00,2.5501,10:05:00,2.63,10:05:00,2.41,10:15:00,2.445,10:15:00,2.4699,10:35:00,2.51,10:30:00,2.41,10:45:00,2.4389,11:00:00,2.3689,11:35:00,2.41,11:40:00,2.28,12:25:00,2.289,12:30:00,2.285,12:35:00,2.45,12:45:00,2.27,12:35:00,2.36,16:00:00,30.73,35.99,74.50
2.955,5.3,2.655,2.9445,15389980,2020-10-12 05:00:00,HUSN,2020-10-12,2.175,35.86206896551726,True,3.05,07:35:00,3.6,07:30:00,2.655,09:30:00,2.8005,09:30:00,2.801,09:35:00,4.2395,09:45:00,2.655,09:30:00,4.2325,09:45:00,2.801,09:35:00,5.3,09:55:00,2.655,09:30:00,4.4555,10:00:00,2.801,09:35:00,5.3,09:55:00,2.655,09:30:00,3.655,10:30:00,3.6675,10:35:00,3.9725,10:50:00,2.775,13:45:00,2.9,16:00:00,4.2325,09:50:00,5.3,09:55:00,3.5625,09:45:00,4.4555,10:00:00,4.455,10:05:00,4.681,10:00:00,3.6,10:30:00,3.655,10:30:00,3.6675,10:35:00,3.9725,10:50:00,3.375,10:55:00,3.5285,11:30:00,3.505,11:35:00,3.55,11:30:00,2.775,13:45:00,2.9,16:00:00,4.455,10:05:00,4.681,10:00:00,3.911,10:10:00,4.0165,10:15:00,3.6675,10:35:00,3.9725,10:50:00,3.375,10:55:00,3.45,11:00:00,3.505,11:35:00,3.55,11:30:00,3.025,12:00:00,3.2,12:30:00,3.2025,12:35:00,3.235,12:30:00,2.775,13:45:00,2.9,16:00:00,3.9,6.41,13.94
4.3165,4.4,3.3,3.35,5305288,2020-10-15 05:00:00,HUSN,2020-10-15,3.225,33.84496124031006,True,4.1,07:35:00,4.674,08:45:00,3.8,07:30:00,4.094,09:30:00,4.0765,09:35:00,4.4,09:30:00,3.715,09:45:00,3.8,09:45:00,4.0765,09:35:00,4.4,09:30:00,3.5255,09:50:00,3.605,10:00:00,4.0765,09:35:00,4.4,09:30:00,3.5,10:10:00,3.6205,10:30:00,3.6,10:35:00,3.895,11:00:00,3.3,15:55:00,3.35,16:00:00,3.8,09:50:00,3.958,09:45:00,3.5255,09:50:00,3.605,10:00:00,3.6055,10:05:00,3.7795,10:00:00,3.5,10:10:00,3.6205,10:30:00,3.6,10:35:00,3.895,11:00:00,3.553,10:30:00,3.75,11:30:00,3.8,11:35:00,3.84,11:30:00,3.3,15:55:00,3.35,16:00:00,3.6055,10:05:00,3.7795,10:00:00,3.5,10:10:00,3.598995,10:15:00,3.6,10:35:00,3.895,11:00:00,3.553,10:30:00,3.797,11:00:00,3.8,11:35:00,3.84,11:30:00,3.5285,12:25:00,3.583995,12:30:00,3.584,12:35:00,3.65,12:45:00,3.3,15:55:00,3.35,16:00:00,3.9,6.41,20.67
1.94,1.95,1.54,1.61,110410300,2021-05-07 05:00:00,IBIO,2021-05-07,1.38,40.579710144927546,True,1.83,07:35:00,2.01,09:15:00,1.78,09:30:00,1.8099,09:30:00,1.8022,09:35:00,1.95,09:30:00,1.64,09:45:00,1.6573,09:45:00,1.8022,09:35:00,1.95,09:30:00,1.62,09:50:00,1.659,10:00:00,1.8022,09:35:00,1.95,09:30:00,1.58,10:30:00,1.6,10:30:00,1.6,10:35:00,1.67,15:25:00,1.54,14:00:00,1.615,16:00:00,1.65,09:50:00,1.7,09:45:00,1.62,09:50:00,1.659,10:00:00,1.655,10:05:00,1.69,10:00:00,1.58,10:30:00,1.6,10:30:00,1.6,10:35:00,1.65,10:30:00,1.56,10:50:00,1.6076,11:30:00,1.6099,11:35:00,1.67,15:25:00,1.54,14:00:00,1.615,16:00:00,1.655,10:05:00,1.69,10:00:00,1.62,10:00:00,1.665,10:15:00,1.6,10:35:00,1.65,10:30:00,1.56,10:50:00,1.6064,11:00:00,1.6099,11:35:00,1.66,11:40:00,1.59,11:30:00,1.59,12:30:00,1.595,12:35:00,1.67,15:25:00,1.54,14:00:00,1.615,16:00:00,215.41,215.54,297.45
20.0,20.05,17.4,17.79,6283810,2021-01-14 06:00:00,IBRX,2021-01-14,14.78,35.31799729364006,True,20.12,07:35:00,20.89,09:25:00,18.1068,09:30:00,18.935,09:30:00,18.9374,09:35:00,20.05,09:30:00,18.1068,09:30:00,18.45,09:45:00,18.9374,09:35:00,20.05,09:30:00,18.1068,09:30:00,19.39,10:00:00,18.9374,09:35:00,20.05,09:30:00,18.1068,09:30:00,18.63,10:30:00,18.69,10:35:00,18.95,10:50:00,17.4,13:30:00,17.79,16:00:00,18.45,09:50:00,19.7,09:55:00,18.3,09:45:00,19.39,10:00:00,19.39,10:05:00,19.549,10:00:00,18.3,10:30:00,18.63,10:30:00,18.69,10:35:00,18.95,10:50:00,18.3,10:30:00,18.59,11:30:00,18.6,11:35:00,18.645,11:30:00,17.4,13:30:00,17.79,16:00:00,19.39,10:05:00,19.549,10:00:00,18.51,10:15:00,18.745,10:15:00,18.69,10:35:00,18.95,10:50:00,18.3,10:30:00,18.625,11:00:00,18.6,11:35:00,18.645,11:30:00,17.56,12:15:00,17.71,12:30:00,17.65,12:35:00,18.08,14:10:00,17.4,13:30:00,17.79,16:00:00,66.72,382.74,5656.90
1.2173,1.36,1.0,1.13,29279821,2020-12-04 06:00:00,ICON,2020-12-04,0.877,38.802736602052455,True,0.9,08:05:00,1.58,08:35:00,0.885,08:00:00,1.16,09:30:00,1.15,09:35:00,1.36,09:40:00,1.11,09:35:00,1.215,09:45:00,1.15,09:35:00,1.36,09:40:00,1.11,09:35:00,1.18,10:00:00,1.15,09:35:00,1.36,09:40:00,1.07,10:10:00,1.0901,10:30:00,1.095,10:35:00,1.14,16:00:00,1.0,11:10:00,1.07,16:00:00,1.2189,09:50:00,1.33,09:45:00,1.14,09:55:00,1.18,10:00:00,1.1724,10:05:00,1.205,10:00:00,1.07,10:10:00,1.0901,10:30:00,1.095,10:35:00,1.13,10:30:00,1.0,11:10:00,1.03,11:30:00,1.025,11:35:00,1.14,16:00:00,1.02,11:30:00,1.07,16:00:00,1.1724,10:05:00,1.205,10:00:00,1.07,10:10:00,1.11,10:15:00,1.095,10:35:00,1.13,10:30:00,1.02,10:45:00,1.0486,11:00:00,1.025,11:35:00,1.11,12:30:00,1.02,11:30:00,1.11,12:30:00,1.1038,12:35:00,1.14,16:00:00,1.02,12:45:00,1.07,16:00:00,13.74,13.8,12.10
2.09,2.88,2.08,2.62,281082810,2020-11-23 06:00:00,IDEX,2020-11-23,1.54,35.7142857142857,True,2.06,07:35:00,2.7,09:30:00,1.9,09:00:00,2.4575,09:30:00,2.455,09:35:00,2.88,09:35:00,2.0802,09:30:00,2.5789,09:45:00,2.455,09:35:00,2.88,09:35:00,2.0802,09:30:00,2.63,10:00:00,2.455,09:35:00,2.88,09:35:00,2.0802,09:30:00,2.5981,10:30:00,2.5984,10:35:00,2.75,12:55:00,2.22,11:20:00,2.5602,16:00:00,2.58,09:50:00,2.7,09:45:00,2.46,09:45:00,2.63,10:00:00,2.64,10:05:00,2.73,10:05:00,2.46,10:25:00,2.5981,10:30:00,2.5984,10:35:00,2.62,10:30:00,2.22,11:20:00,2.38,11:30:00,2.385,11:35:00,2.75,12:55:00,2.36,11:35:00,2.5602,16:00:00,2.64,10:05:00,2.73,10:05:00,2.54,10:15:00,2.615,10:15:00,2.5984,10:35:00,2.62,10:30:00,2.46,10:30:00,2.53,11:00:00,2.385,11:35:00,2.59,11:50:00,2.36,11:35:00,2.515,12:30:00,2.515,12:35:00,2.75,12:55:00,2.42,15:00:00,2.5602,16:00:00,380.91,391.13,602.34
3.95,4.75,2.21,3.15,351923500,2020-11-24 06:00:00,IDEX,2020-11-24,2.62,50.76335877862595,True,3.59,07:35:00,4.75,09:30:00,3.35,08:20:00,3.96,09:30:00,3.97,09:35:00,4.75,09:30:00,3.3,09:40:00,3.61,09:45:00,3.97,09:35:00,4.75,09:30:00,3.3,09:40:00,3.695,10:00:00,3.97,09:35:00,4.75,09:30:00,3.3,09:40:00,3.6902,10:30:00,3.695,10:35:00,3.73,11:55:00,2.21,13:45:00,3.36,16:00:00,3.6101,09:50:00,3.98,09:50:00,3.53,09:45:00,3.695,10:00:00,3.6922,10:05:00,3.85,10:05:00,3.42,10:30:00,3.6902,10:30:00,3.695,10:35:00,3.7,10:30:00,3.33,10:50:00,3.655,11:30:00,3.655,11:35:00,3.73,11:55:00,2.21,13:45:00,3.36,16:00:00,3.6922,10:05:00,3.85,10:05:00,3.6,10:15:00,3.64,10:15:00,3.695,10:35:00,3.7,10:30:00,3.33,10:50:00,3.515,11:00:00,3.655,11:35:00,3.73,11:55:00,3.55,11:30:00,3.6,12:30:00,3.605,12:35:00,3.65,12:30:00,2.21,13:45:00,3.36,16:00:00,380.91,391.13,1024.76
