open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,closed_up,gap_percent,max_up_percent,max_down_percent,max_up_percent_30,max_down_percent_30,max_up_percent_50,max_down_percent_50,max_up_percent_100,float,shares,market_cap,DATA_MISSING_FINVIZ,pre_market_open,pre_market_high,pre_market_high_time,pre_market_high_touch,pre_market_low,pre_market_low_time,pre_market_low_touch,pre_market_close,day_open,day_high,day_high_time,day_high_touch,day_low,day_low_time,day_low_touch,day_close,930_945_open,930_945_high,930_945_high_time,930_945_high_touch,930_945_low,930_945_low_time,930_945_low_touch,930_945_close,945_950_open,945_950_high,945_950_high_time,945_950_high_touch,945_950_low,945_950_low_time,945_950_low_touch,945_950_close,945_955_open,945_955_high,945_955_high_time,945_955_high_touch,945_955_low,945_955_low_time,945_955_low_touch,945_955_close,945_10_open,945_10_high,945_10_high_time,945_10_high_touch,945_10_low,945_10_low_time,945_10_low_touch,945_10_close,945_4_open,945_4_high,945_4_high_time,945_4_high_touch,945_4_low,945_4_low_time,945_4_low_touch,945_4_close,930_10_open,930_10_high,930_10_high_time,930_10_high_touch,930_10_low,930_10_low_time,930_10_low_touch,930_10_close,10_4_open,10_4_high,10_4_high_time,10_4_high_touch,10_4_low,10_4_low_time,10_4_low_touch,10_4_close,930_1030_open,930_1030_high,930_1030_high_time,930_1030_high_touch,930_1030_low,930_1030_low_time,930_1030_low_touch,930_1030_close,1030_4_open,1030_4_high,1030_4_high_time,1030_4_high_touch,1030_4_low,1030_4_low_time,1030_4_low_touch,1030_4_close,930_11_open,930_11_high,930_11_high_time,930_11_high_touch,930_11_low,930_11_low_time,930_11_low_touch,930_11_close,11_4_open,11_4_high,11_4_high_time,11_4_high_touch,11_4_low,11_4_low_time,11_4_low_touch,11_4_close,1130_4_open,1130_4_high,1130_4_high_time,1130_4_high_touch,1130_4_low,1130_4_low_time,1130_4_low_touch,1130_4_close,12_4_open,12_4_high,12_4_high_time,12_4_high_touch,12_4_low,12_4_low_time,12_4_low_touch,12_4_close,DATA_MISSING_5MIN,DATA_MISSING_STATS
2.38,2.48,2.11,2.18,6430520,2021-02-09 06:00:00,ATHE,2021-02-09,1.98,False,20.2020202020202,4.201680672268911,11.344537815126053,False,False,False,False,False,34.51,34.51,68.33,,2.3,2.54,08:55:00,1.0,2.16,07:55:00,1.0,2.385,2.3897,2.48,09:30:00,2.0,2.11,12:40:00,1.0,2.1601,2.3897,2.48,09:30:00,1.0,2.28,09:40:00,2.0,2.3689,2.37,2.48,09:50:00,1.0,2.28,09:45:00,1.0,2.4699,2.37,2.48,09:50:00,1.0,2.28,09:45:00,1.0,2.3662,2.37,2.48,09:50:00,1.0,2.28,09:45:00,1.0,2.3778,2.37,2.48,09:50:00,1.0,2.11,12:40:00,1.0,2.1601,2.3897,2.48,09:30:00,2.0,2.28,09:40:00,2.0,2.3778,2.38,2.45,10:55:00,1.0,2.11,12:40:00,1.0,2.1601,2.3897,2.48,09:30:00,2.0,2.28,09:40:00,2.0,2.36,2.3501,2.45,10:55:00,1.0,2.11,12:40:00,1.0,2.1601,2.3897,2.48,09:30:00,2.0,2.28,09:40:00,2.0,2.4289,2.4201,2.44,11:05:00,2.0,2.11,12:40:00,1.0,2.1601,2.29,2.3,11:35:00,2.0,2.11,12:40:00,1.0,2.1601,2.23,2.26,13:05:00,4.0,2.11,12:40:00,1.0,2.1601,,
2.06,2.75,1.86,2.14,253987070,2021-07-01 05:00:00,ATHE,2021-07-01,1.3,True,58.46153846153846,33.49514563106796,9.708737864077667,True,False,False,False,False,34.51,34.51,44.86,,2.13,2.2,07:40:00,1.0,1.95,09:30:00,1.0,1.9657,1.96,2.75,10:55:00,1.0,1.86,09:55:00,1.0,2.06,1.96,2.17,09:40:00,1.0,1.95,09:30:00,1.0,1.98,1.98,2.05,09:45:00,1.0,1.89,09:50:00,1.0,1.89,1.98,2.05,09:45:00,1.0,1.86,09:55:00,1.0,1.895,1.98,2.1,10:00:00,1.0,1.86,09:55:00,1.0,2.0301,1.98,2.75,10:55:00,1.0,1.86,09:55:00,1.0,2.06,1.96,2.17,09:40:00,1.0,1.86,09:55:00,1.0,2.0301,2.0306,2.75,10:55:00,1.0,1.89,10:00:00,1.0,2.06,1.96,2.64,10:30:00,1.0,1.86,09:55:00,1.0,2.47,2.46,2.75,10:55:00,1.0,2.02,14:15:00,1.0,2.06,1.96,2.75,10:55:00,1.0,1.86,09:55:00,1.0,2.49,2.494,2.71,11:00:00,1.0,2.02,14:15:00,1.0,2.06,2.16,2.29,13:45:00,1.0,2.02,14:15:00,1.0,2.06,2.1,2.29,13:45:00,1.0,2.02,14:15:00,1.0,2.06,,
1.68,1.82,1.44,1.56,61528834,2021-08-04 05:00:00,ATHE,2021-08-04,1.365,False,23.07692307692308,8.333333333333341,14.285714285714286,False,False,False,False,False,34.51,34.51,47.11,,1.61,1.72,09:30:00,1.0,1.53,08:02:00,4.0,1.67,1.6775,1.82,09:57:00,2.0,1.44,11:40:00,1.0,1.56,1.6775,1.78,09:41:00,1.0,1.6,09:34:00,3.0,1.755,1.75,1.79,09:48:00,1.0,1.71,09:45:00,2.0,1.76,1.75,1.8,09:55:00,1.0,1.71,09:45:00,2.0,1.8,1.75,1.82,09:57:00,2.0,1.71,09:45:00,2.0,1.76,1.75,1.82,09:57:00,2.0,1.44,11:40:00,1.0,1.56,1.6775,1.82,09:57:00,2.0,1.6,09:34:00,3.0,1.76,1.765,1.8,10:01:00,3.0,1.44,11:40:00,1.0,1.56,1.6775,1.82,09:57:00,2.0,1.59,10:26:00,1.0,1.61,1.6001,1.62,10:30:00,2.0,1.44,11:40:00,1.0,1.56,1.6775,1.82,09:57:00,2.0,1.52,10:46:00,6.0,1.545,1.5471,1.62,15:38:00,1.0,1.44,11:40:00,1.0,1.56,1.48,1.62,15:38:00,1.0,1.44,11:40:00,1.0,1.56,1.4701,1.62,15:38:00,1.0,1.45,14:18:00,3.0,1.56,,
5.25,5.7,4.5,4.75,1697001,2021-01-06 06:00:00,ATIF,2021-01-06,4.2905,False,22.363360913646435,8.571428571428575,14.285714285714286,False,False,False,False,False,9.8,9.8,42.05,,0.925,1.22,08:25:00,1.0,0.9114,07:50:00,1.0,1.11,1.11,1.14,09:30:00,1.0,0.9,15:25:00,1.0,0.95,1.11,1.14,09:30:00,1.0,0.9701,09:45:00,1.0,0.98,0.9898,1.03,09:45:00,2.0,0.9701,09:45:00,1.0,1.015,0.9898,1.03,09:45:00,2.0,0.9701,09:45:00,1.0,1.02,0.9898,1.03,09:45:00,3.0,0.9701,09:45:00,1.0,1.02,0.9898,1.05,10:10:00,1.0,0.9,15:25:00,1.0,0.95,1.11,1.14,09:30:00,1.0,0.9701,09:45:00,1.0,1.02,1.025,1.05,10:10:00,1.0,0.9,15:25:00,1.0,0.95,1.11,1.14,09:30:00,1.0,0.9701,09:45:00,1.0,1.0001,1.005,1.03,10:40:00,6.0,0.9,15:25:00,1.0,0.95,1.11,1.14,09:30:00,1.0,0.9701,09:45:00,1.0,1.0111,1.0131,1.03,11:05:00,3.0,0.9,15:25:00,1.0,0.95,1.005,1.02,11:30:00,1.0,0.9,15:25:00,1.0,0.95,0.9999,1.01,12:00:00,1.0,0.9,15:25:00,1.0,0.95,,
9.75,11.7,8.4,8.7,13034224,2021-02-22 06:00:00,ATIF,2021-02-22,7.75,False,25.806451612903224,20.0,13.846153846153843,False,False,False,False,False,9.8,9.8,75.95,,1.45,2.88,08:05:00,1.0,1.45,07:30:00,4.0,2.03,2.03,2.34,11:05:00,1.0,1.68,15:15:00,1.0,1.71,2.03,2.15,09:45:00,1.0,1.82,09:35:00,1.0,2.05,2.0505,2.15,09:45:00,1.0,1.93,09:50:00,1.0,2.0,2.0505,2.15,09:45:00,1.0,1.92,09:55:00,1.0,1.92,2.0505,2.15,09:45:00,1.0,1.91,10:00:00,1.0,1.9289,2.0505,2.34,11:05:00,1.0,1.68,15:15:00,1.0,1.71,2.03,2.15,09:45:00,1.0,1.82,09:35:00,1.0,1.9289,1.93,2.34,11:05:00,1.0,1.68,15:15:00,1.0,1.71,2.03,2.15,09:45:00,1.0,1.82,09:35:00,1.0,2.0799,2.086,2.34,11:05:00,1.0,1.68,15:15:00,1.0,1.71,2.03,2.3,11:00:00,1.0,1.82,09:35:00,1.0,2.2601,2.26,2.34,11:05:00,1.0,1.68,15:15:00,1.0,1.71,1.995,2.08,11:45:00,1.0,1.68,15:15:00,1.0,1.71,1.94,2.03,12:35:00,1.0,1.68,15:15:00,1.0,1.71,,
9.87,10.6,6.72,6.96,43699582,2021-03-26 05:00:00,ATNF,2021-03-26,5.87,False,68.14310051107323,7.396149949341444,31.914893617021274,False,True,False,False,False,34.86,34.86,204.63,,6.59,14.75,07:45:00,1.0,6.37,07:30:00,1.0,9.15,9.04,10.6,09:30:00,1.0,6.72,13:55:00,1.0,6.82,9.04,10.6,09:30:00,1.0,8.61,09:40:00,1.0,8.81,8.78,9.1,09:45:00,1.0,7.93,09:50:00,1.0,8.01,8.78,9.1,09:45:00,1.0,7.831,09:55:00,1.0,7.88,8.78,9.1,09:45:00,1.0,7.831,09:55:00,1.0,7.97,8.78,9.1,09:45:00,1.0,6.72,13:55:00,1.0,6.82,9.04,10.6,09:30:00,1.0,7.831,09:55:00,1.0,7.97,7.96,8.74,10:25:00,1.0,6.72,13:55:00,1.0,6.82,9.04,10.6,09:30:00,1.0,7.83,10:05:00,1.0,8.21,8.19,8.5758,10:30:00,1.0,6.72,13:55:00,1.0,6.82,9.04,10.6,09:30:00,1.0,7.23,11:00:00,1.0,7.27,7.27,7.49,11:10:00,2.0,6.72,13:55:00,1.0,6.82,7.25,7.49,12:35:00,1.0,6.72,13:55:00,1.0,6.82,6.99,7.49,12:35:00,1.0,6.72,13:55:00,1.0,6.82,,
5.07,5.75,4.445,4.55,217797200,2021-05-05 05:00:00,ATNX,2021-05-05,3.71,False,36.65768194070082,13.412228796844175,12.327416173570018,False,False,False,False,False,103.37,103.37,383.5,,4.96,5.4,09:30:00,1.0,4.75,09:30:00,1.0,5.385,5.3886,5.75,09:45:00,2.0,4.445,15:35:00,1.0,4.55,5.3886,5.75,09:45:00,1.0,4.75,09:30:00,1.0,5.26,5.26,5.75,09:45:00,1.0,5.23,09:50:00,1.0,5.3408,5.26,5.75,09:45:00,2.0,5.23,09:50:00,1.0,5.6217,5.26,5.75,09:45:00,2.0,5.23,09:50:00,1.0,5.6309,5.26,5.75,09:45:00,2.0,4.445,15:35:00,1.0,4.55,5.3886,5.75,09:45:00,2.0,4.75,09:30:00,1.0,5.6309,5.6311,5.74,10:00:00,1.0,4.445,15:35:00,1.0,4.55,5.3886,5.75,09:45:00,2.0,4.75,09:30:00,1.0,5.2796,5.27,5.7,11:35:00,1.0,4.445,15:35:00,1.0,4.55,5.3886,5.75,09:45:00,2.0,4.75,09:30:00,1.0,5.2479,5.2499,5.7,11:35:00,1.0,4.445,15:35:00,1.0,4.55,5.515,5.7,11:35:00,1.0,4.445,15:35:00,1.0,4.55,5.22,5.24,12:00:00,4.0,4.445,15:35:00,1.0,4.55,,
19.38,24.69,18.11,21.82,7768304,2021-01-05 06:00:00,ATOM,2021-01-05,15.9,True,21.886792452830186,27.399380804953573,6.553147574819399,False,False,False,False,False,22.49,22.49,357.59,,18.8,22.0,08:30:00,1.0,18.02,07:35:00,1.0,18.77,18.8421,24.69,13:00:00,2.0,18.11,10:00:00,1.0,21.7502,18.8421,19.89,09:30:00,1.0,18.4,09:35:00,1.0,19.24,19.1003,19.26,09:45:00,1.0,18.6,09:50:00,1.0,18.7198,19.1003,19.26,09:45:00,1.0,18.6,09:50:00,1.0,18.95,19.1003,19.26,09:45:00,1.0,18.11,10:00:00,1.0,18.6668,19.1003,24.69,13:00:00,2.0,18.11,10:00:00,1.0,21.7502,18.8421,19.89,09:30:00,1.0,18.11,10:00:00,1.0,18.6668,18.6395,24.69,13:00:00,2.0,18.11,10:00:00,1.0,21.7502,18.8421,20.56,10:30:00,1.0,18.11,10:00:00,1.0,20.4101,20.56,24.69,13:00:00,2.0,20.0,10:30:00,1.0,21.7502,18.8421,23.0,10:50:00,1.0,18.11,10:00:00,1.0,21.6875,21.8464,24.69,13:00:00,2.0,21.12,11:20:00,1.0,21.7502,22.14,24.69,13:00:00,2.0,21.17,15:40:00,1.0,21.7502,22.31,24.69,13:00:00,2.0,21.17,15:40:00,1.0,21.7502,,
20.5,20.5,17.82,18.73,35795169,2021-01-25 06:00:00,AUPH,2021-01-25,14.86,False,37.95423956931359,0.0,13.073170731707316,False,False,False,False,False,128.22,128.22,1905.35,,21.62,21.9,07:30:00,1.0,18.75,09:30:00,1.0,19.39,19.3711,20.5,09:30:00,1.0,17.82,11:10:00,1.0,18.9,19.3711,20.5,09:30:00,1.0,18.75,09:30:00,1.0,19.24,19.24,19.5,09:50:00,1.0,18.77,09:45:00,1.0,19.1,19.24,19.5,09:50:00,1.0,18.77,09:45:00,1.0,18.9499,19.24,19.5,09:50:00,1.0,18.77,09:45:00,1.0,19.285,19.24,19.66,10:10:00,1.0,17.82,11:10:00,1.0,18.9,19.3711,20.5,09:30:00,1.0,18.75,09:30:00,1.0,19.285,19.2836,19.66,10:10:00,1.0,17.82,11:10:00,1.0,18.9,19.3711,20.5,09:30:00,1.0,18.75,09:30:00,1.0,18.8499,18.8406,19.61,15:00:00,1.0,17.82,11:10:00,1.0,18.9,19.3711,20.5,09:30:00,1.0,18.19,11:00:00,1.0,18.215,18.2,19.61,15:00:00,1.0,17.82,11:10:00,1.0,18.9,18.36,19.61,15:00:00,1.0,17.9009,12:25:00,1.0,18.9,18.37,19.61,15:00:00,1.0,17.9009,12:25:00,1.0,18.9,,
6.53,6.75,5.78,5.86,16980341,2021-08-02 05:00:00,AUTL,2021-08-02,5.32,False,22.74436090225564,3.3690658499234263,11.485451761102604,False,False,False,False,False,62.45,62.45,332.23,,6.03,6.75,09:30:00,1.0,5.84,07:32:00,1.0,6.59,6.5899,6.75,09:30:00,1.0,5.78,10:15:00,1.0,5.81,6.5899,6.75,09:30:00,1.0,6.12,09:39:00,1.0,6.2098,6.2,6.23,09:45:00,1.0,5.96,09:49:00,1.0,6.03,6.2,6.23,09:45:00,1.0,5.91,09:52:00,1.0,6.01,6.2,6.23,09:45:00,1.0,5.87,09:57:00,1.0,6.09,6.2,6.31,10:45:00,1.0,5.78,10:15:00,1.0,5.81,6.5899,6.75,09:30:00,1.0,5.87,09:57:00,1.0,6.09,6.0999,6.31,10:45:00,1.0,5.78,10:15:00,1.0,5.81,6.5899,6.75,09:30:00,1.0,5.78,10:15:00,1.0,5.89,5.91,6.31,10:45:00,1.0,5.81,13:29:00,2.0,5.81,6.5899,6.75,09:30:00,1.0,5.78,10:15:00,1.0,6.08,6.0724,6.25,12:15:00,1.0,5.81,13:29:00,2.0,5.81,5.92,6.25,12:15:00,1.0,5.81,13:29:00,2.0,5.81,6.06,6.25,12:15:00,1.0,5.81,13:29:00,2.0,5.81,,
7.62,9.3,6.75,7.01,64168014,2021-06-29 05:00:00,AUUD,2021-06-29,5.89,False,29.37181663837013,22.0472440944882,11.41732283464567,False,False,False,False,False,11.29,11.29,66.5,,8.18,8.34,07:35:00,1.0,7.12,09:30:00,1.0,7.16,7.15,9.3,09:55:00,1.0,6.75,15:40:00,1.0,6.99,7.15,9.15,09:45:00,1.0,6.86,09:35:00,1.0,8.87,8.87,9.15,09:45:00,1.0,8.28,09:45:00,1.0,8.5301,8.87,9.3,09:55:00,1.0,8.28,09:45:00,1.0,8.54,8.87,9.3,09:55:00,1.0,7.93,10:00:00,1.0,8.0638,8.87,9.3,09:55:00,1.0,6.75,15:40:00,1.0,6.99,7.15,9.3,09:55:00,1.0,6.86,09:35:00,1.0,8.0638,8.06,8.83,10:00:00,1.0,6.75,15:40:00,1.0,6.99,7.15,9.3,09:55:00,1.0,6.86,09:35:00,1.0,8.3999,8.4,8.5,10:30:00,1.0,6.75,15:40:00,1.0,6.99,7.15,9.3,09:55:00,1.0,6.86,09:35:00,1.0,8.17,8.18,8.45,11:05:00,1.0,6.75,15:40:00,1.0,6.99,7.47,8.0642,15:05:00,1.0,6.75,15:40:00,1.0,6.99,7.1,8.0642,15:05:00,1.0,6.75,15:40:00,1.0,6.99,,
9.0,35.78,8.2876,19.71,118339008,2021-02-09 06:00:00,AUVI,2021-02-09,5.18,True,73.74517374517374,297.55555555555554,7.915555555555563,True,False,True,False,True,9.41,9.41,48.74,,8.55,11.05,07:40:00,1.0,7.9,08:40:00,1.0,9.73,9.9,35.78,13:35:00,1.0,8.2876,09:30:00,1.0,19.55,9.9,13.85,09:45:00,1.0,8.2876,09:30:00,1.0,12.94,12.88,13.85,09:45:00,1.0,11.32,09:45:00,1.0,11.48,12.88,13.85,09:45:00,1.0,10.92,09:55:00,1.0,12.89,12.88,15.07,10:00:00,1.0,10.92,09:55:00,1.0,14.9545,12.88,35.78,13:35:00,1.0,10.92,09:55:00,1.0,19.55,9.9,15.07,10:00:00,1.0,8.2876,09:30:00,1.0,14.9545,14.81,35.78,13:35:00,1.0,12.34,10:00:00,1.0,19.55,9.9,22.05,10:20:00,1.0,8.2876,09:30:00,1.0,19.77,19.16,35.78,13:35:00,1.0,15.55,10:55:00,1.0,19.55,9.9,22.05,10:20:00,1.0,8.2876,09:30:00,1.0,17.4854,17.4857,35.78,13:35:00,1.0,16.0,11:00:00,1.0,19.55,25.7,35.78,13:35:00,1.0,17.5,16:00:00,1.0,19.55,21.66,35.78,13:35:00,1.0,17.5,16:00:00,1.0,19.55,,
12.0,12.15,9.6,10.6,15470456,2021-06-16 05:00:00,AUVI,2021-06-16,9.03,False,32.890365448504994,1.2500000000000029,20.000000000000004,False,False,False,False,False,9.41,9.41,84.97,,11.21,13.1,09:05:00,2.0,9.1,08:30:00,1.0,11.3738,11.39,12.15,09:30:00,1.0,9.6,10:15:00,1.0,10.58,11.39,12.15,09:30:00,1.0,10.85,09:35:00,1.0,11.5796,11.5918,11.7799,09:45:00,1.0,10.72,09:50:00,1.0,10.735,11.5918,11.7799,09:45:00,1.0,10.3,09:55:00,1.0,10.39,11.5918,11.7799,09:45:00,1.0,10.2,10:00:00,1.0,10.2105,11.5918,11.7799,09:45:00,1.0,9.6,10:15:00,1.0,10.58,11.39,12.15,09:30:00,1.0,10.2,10:00:00,1.0,10.2105,10.23,11.2,13:45:00,1.0,9.6,10:15:00,1.0,10.58,11.39,12.15,09:30:00,1.0,9.6,10:15:00,1.0,10.1,10.09,11.2,13:45:00,1.0,9.75,10:50:00,1.0,10.58,11.39,12.15,09:30:00,1.0,9.6,10:15:00,1.0,9.94,9.9101,11.2,13:45:00,1.0,9.77,11:00:00,1.0,10.58,9.88,11.2,13:45:00,1.0,9.81,11:30:00,1.0,10.58,10.0756,11.2,13:45:00,1.0,9.82,12:00:00,1.0,10.58,,
1.51,1.57,1.19,1.24,1931829,2021-06-14 05:00:00,AVCO,2021-06-14,1.24,False,21.774193548387096,3.973509933774838,21.192052980132456,False,False,False,False,False,84.62,84.62,104.93,,-1.0,1.25,,1.0,1.25,,1.0,1.25,1.4015,1.57,09:50:00,1.0,1.19,11:30:00,1.0,1.24,,,,,,,,,-1.0,1.57,,1.0,1.35,,1.0,1.4171,1.4015,1.57,09:50:00,1.0,1.35,09:50:00,2.0,1.4199,1.4015,1.57,09:50:00,1.0,1.35,09:50:00,3.0,1.36,1.4015,1.57,09:50:00,1.0,1.19,11:30:00,1.0,1.24,1.4015,1.57,09:50:00,1.0,1.35,09:50:00,3.0,1.36,1.35,1.43,10:00:00,1.0,1.19,11:30:00,1.0,1.24,1.4015,1.57,09:50:00,1.0,1.27,10:15:00,2.0,1.27,1.26,1.3015,10:30:00,1.0,1.19,11:30:00,1.0,1.24,1.4015,1.57,09:50:00,1.0,1.2121,10:50:00,1.0,1.2299,1.22,1.29,13:15:00,2.0,1.19,11:30:00,1.0,1.24,1.22,1.29,13:15:00,2.0,1.19,11:30:00,1.0,1.24,1.22,1.29,13:15:00,2.0,1.2059,12:00:00,1.0,1.24,,True
7.26,7.8,6.75,7.49,4642525,2021-04-08 05:00:00,AVCT,2021-04-08,5.81,True,24.95697074010328,7.43801652892562,7.0247933884297495,False,False,False,False,False,20.3,20.3,117.94,,7.8,8.25,07:45:00,1.0,7.05,09:30:00,1.0,7.1501,7.1925,7.8,09:45:00,1.0,6.75,11:30:00,1.0,7.5,7.1925,7.8,09:45:00,1.0,7.05,09:30:00,1.0,7.4,7.4001,7.8,09:45:00,1.0,7.12,09:50:00,1.0,7.2699,7.4001,7.8,09:45:00,1.0,6.92,09:55:00,1.0,6.98,7.4001,7.8,09:45:00,1.0,6.92,09:55:00,1.0,7.1,7.4001,7.8,09:45:00,1.0,6.75,11:30:00,1.0,7.5,7.1925,7.8,09:45:00,1.0,6.92,09:55:00,1.0,7.1,7.0816,7.5,16:00:00,1.0,6.75,11:30:00,1.0,7.5,7.1925,7.8,09:45:00,1.0,6.92,09:55:00,1.0,7.01,7.0101,7.5,16:00:00,1.0,6.75,11:30:00,1.0,7.5,7.1925,7.8,09:45:00,1.0,6.92,09:55:00,1.0,6.9704,6.98,7.5,16:00:00,1.0,6.75,11:30:00,1.0,7.5,6.82,7.5,16:00:00,1.0,6.75,11:30:00,1.0,7.5,6.8399,7.5,16:00:00,1.0,6.8,12:05:00,2.0,7.5,,
0.785,1.0,0.765,0.8956,107406536,2021-01-08 06:00:00,AVGR,2021-01-08,0.6499,True,20.78781350977073,27.388535031847127,2.5477707006369448,False,False,False,False,False,95.35,95.35,61.97,,0.7306,0.95,08:10:00,2.0,0.73,07:30:00,1.0,0.8749,0.875,1.0,11:20:00,2.0,0.765,09:45:00,1.0,0.91,0.875,0.8895,09:35:00,1.0,0.765,09:45:00,1.0,0.80705,0.807,0.86,09:50:00,1.0,0.765,09:45:00,1.0,0.8343,0.807,0.86,09:50:00,1.0,0.765,09:45:00,1.0,0.8209,0.807,0.86,09:50:00,1.0,0.765,09:45:00,1.0,0.82,0.807,1.0,11:20:00,2.0,0.765,09:45:00,1.0,0.91,0.875,0.8895,09:35:00,1.0,0.765,09:45:00,1.0,0.82,0.8184,1.0,11:20:00,2.0,0.791,10:20:00,1.0,0.91,0.875,0.8895,09:35:00,1.0,0.765,09:45:00,1.0,0.8329,0.830201,1.0,11:20:00,2.0,0.8063,10:30:00,1.0,0.91,0.875,0.93,11:00:00,1.0,0.765,09:45:00,1.0,0.918599,0.919999,1.0,11:20:00,2.0,0.8512,12:15:00,1.0,0.91,0.933,0.964,11:30:00,1.0,0.8512,12:15:00,1.0,0.91,0.9162,0.938,12:40:00,1.0,0.8512,12:15:00,1.0,0.91,,
1.84,1.89,1.41,1.47,133655120,2021-01-15 06:00:00,AVGR,2021-01-15,1.11,False,65.76576576576576,2.7173913043478164,23.36956521739131,False,False,False,False,False,95.35,95.35,105.84,,1.07,1.97,09:25:00,1.0,1.06,07:40:00,6.0,1.6711,1.6789,1.89,09:30:00,1.0,1.41,10:30:00,2.0,1.41,1.6789,1.89,09:30:00,1.0,1.56,09:40:00,1.0,1.5829,1.586,1.67,09:50:00,1.0,1.57,09:45:00,1.0,1.6551,1.586,1.67,09:50:00,2.0,1.57,09:45:00,1.0,1.6389,1.586,1.67,09:50:00,2.0,1.53,10:00:00,1.0,1.5601,1.586,1.67,09:50:00,3.0,1.41,10:30:00,2.0,1.41,1.6789,1.89,09:30:00,1.0,1.53,10:00:00,1.0,1.5601,1.57,1.67,12:15:00,1.0,1.41,10:30:00,2.0,1.41,1.6789,1.89,09:30:00,1.0,1.41,10:30:00,1.0,1.435,1.44,1.67,12:15:00,1.0,1.41,10:30:00,2.0,1.41,1.6789,1.89,09:30:00,1.0,1.41,10:30:00,1.0,1.4901,1.4901,1.67,12:15:00,1.0,1.41,16:00:00,1.0,1.41,1.5089,1.67,12:15:00,1.0,1.41,16:00:00,1.0,1.41,1.575,1.67,12:15:00,1.0,1.41,16:00:00,1.0,1.41,,
2.38,2.67,2.07,2.1,122982086,2021-02-18 06:00:00,AVGR,2021-02-18,1.69,False,40.82840236686391,12.184873949579837,13.025210084033615,False,False,False,False,False,95.35,95.35,161.14,,2.68,2.86,08:15:00,1.0,2.33,09:30:00,1.0,2.5601,2.56,2.67,09:35:00,1.0,2.07,15:35:00,3.0,2.2,2.56,2.67,09:35:00,1.0,2.33,09:30:00,1.0,2.41,2.42,2.49,09:45:00,1.0,2.27,09:50:00,1.0,2.326,2.42,2.49,09:45:00,1.0,2.27,09:50:00,1.0,2.3701,2.42,2.49,09:45:00,1.0,2.27,09:50:00,1.0,2.3011,2.42,2.49,09:45:00,1.0,2.07,15:35:00,3.0,2.2,2.56,2.67,09:35:00,1.0,2.27,09:50:00,1.0,2.3011,2.3089,2.43,11:30:00,1.0,2.07,15:35:00,3.0,2.2,2.56,2.67,09:35:00,1.0,2.13,10:30:00,1.0,2.19,2.19,2.43,11:30:00,1.0,2.07,15:35:00,3.0,2.2,2.56,2.67,09:35:00,1.0,2.1,10:40:00,1.0,2.2703,2.275,2.43,11:30:00,1.0,2.07,15:35:00,3.0,2.2,2.42,2.43,11:30:00,1.0,2.07,15:35:00,3.0,2.2,2.2589,2.32,12:30:00,1.0,2.07,15:35:00,3.0,2.2,,
0.8329,0.848,0.75,0.78,8221610,2021-10-07 05:00:00,AVGR,2021-10-07,0.6926,False,20.257002598902684,1.8129427302197143,9.953175651338691,False,False,False,False,False,95.35,95.35,66.04,,0.7096,0.8699,08:50:00,1.0,0.7032,07:55:00,1.0,0.795,0.795,0.848,10:15:00,1.0,0.75,15:35:00,1.0,0.78,0.795,0.8329,09:30:00,1.0,0.77,09:40:00,1.0,0.8036,0.8036,0.8087,09:45:00,1.0,0.7757,09:50:00,1.0,0.7811,0.8036,0.8087,09:45:00,1.0,0.7757,09:50:00,1.0,0.790799,0.8036,0.8099,10:00:00,1.0,0.7757,09:50:00,1.0,0.8099,0.8036,0.848,10:15:00,1.0,0.75,15:35:00,1.0,0.78,0.795,0.8329,09:30:00,1.0,0.77,09:40:00,1.0,0.8099,0.81,0.848,10:15:00,1.0,0.75,15:35:00,1.0,0.78,0.795,0.848,10:15:00,1.0,0.77,09:40:00,1.0,0.8148,0.8239,0.8398,10:30:00,1.0,0.75,15:35:00,1.0,0.78,0.795,0.848,10:15:00,1.0,0.77,09:40:00,1.0,0.7915,0.792,0.82,11:25:00,2.0,0.75,15:35:00,1.0,0.78,0.8039,0.82,11:30:00,1.0,0.75,15:35:00,1.0,0.78,0.7857,0.7959,14:10:00,1.0,0.75,15:35:00,1.0,0.78,,
