open,high,low,close,volume,symbol,date,close_yesterday,open_tomorrow,close_tomorrow,high_tomorrow,low_tomorrow,gap_percent,max_up_percent,max_down_percent,change,close_tomorrow_open_percent,close_tomorrow_high_percent,close_tomorrow_low_percent,sma_9
9.5,9.78,7.51,8.54,11394430,OMER,2021-10-01,13.79,8.08,7.28,8.09,7.01,-31.109499637418413,2.9473684210526248,20.947368421052634,20.947368421052634,-5.386416861826688,-5.269320843091327,-17.915690866510534,14.955555555555556
5.48,7.2,4.9,6.69,2172085,NTRB,2021-10-01,8.75,6.6547,6.47,6.93,5.56,-37.37142857142857,31.386861313868607,10.583941605839417,10.583941605839417,-0.5276532137518734,3.5874439461883303,-16.89088191330345,8.037222222222223
1.87,1.99,1.83,1.91,20271535,OSMT,2021-10-07,3.06,1.87,1.91,1.92,1.87,-38.888888888888886,6.417112299465234,2.139037433155082,2.139037433155082,-2.0942408376963253,0.5235602094240842,-2.0942408376963253,2.964444444444444
15.97,16.0115,13.13,13.13,24501756,ALLO,2021-10-08,24.38,13.35,13.46,14.18,12.9,-34.4954881050041,0.2598622417031996,17.78334376956794,17.78334376956794,1.6755521706016667,7.996953541507988,-1.7517136329017549,24.88111111111111
10.21,10.21,10.21,10.21,201,ALACU,2021-10-18,16.5,12.63,12.63,12.63,12.63,-38.12121212121212,0.0,0.0,0.0,23.702252693437803,23.702252693437803,23.702252693437803,
14.6892,14.73,13.01,13.81,17254814,RVNC,2021-10-18,22.71,14.05,13.85,14.06,13.25,-35.31836195508587,0.27775508536884813,11.431527925278436,11.431527925278436,1.7378711078928328,1.8102824040550325,-4.055032585083277,24.484444444444446
2.07,2.54,1.96,2.25,30514456,GRTX,2021-10-19,7.4,2.17,2.13,2.32,2.074,-72.02702702702702,22.705314009661848,5.314009661835743,5.314009661835743,-3.555555555555559,3.111111111111104,-7.822222222222229,7.892222222222222
11.2,16.63,10.76,13.82,129166945,AVIR,2021-10-19,40.6,13.83,13.24,14.42,12.66,-72.41379310344827,48.48214285714286,3.9285714285714244,3.9285714285714244,0.07235890014471626,4.341534008683065,-8.393632416787266,40.02444444444445
1.75,1.84,1.61,1.63,11460231,MTCR,2021-10-22,3.83,1.57,1.44,1.6,1.41,-54.30809399477807,5.142857142857147,7.999999999999994,7.999999999999994,-3.6809815950920144,-1.8404907975460003,-13.496932515337422,3.5844444444444443
3.59,3.69,3.2,3.29,1628563,ERYP,2021-10-25,5.48,3.35,3.02,3.39,3.0,-34.48905109489052,2.7855153203342646,10.863509749303613,10.863509749303613,1.8237082066869317,3.039513677811553,-8.814589665653497,5.931666666666667
4.115,4.35,3.9,4.02,3987548,EYEN,2021-10-25,6.58,4.0299,3.94,4.1,3.78,-37.462006079027354,5.710814094775198,5.224787363304989,5.224787363304989,0.24626865671641843,1.9900497512437831,-5.970149253731338,5.672222222222222
3.9,4.203,3.84,3.86,2982944,ANGN,2021-10-27,8.69,3.88,4.11,4.18,3.71,-55.12082853855005,7.76923076923078,1.5384615384615399,1.5384615384615399,0.5181347150259072,8.290155440414503,-3.8860103626942983,8.681111111111113
1.13,1.24,0.8531,0.94,35037400,BIMI,2021-10-27,2.21,0.825,0.94,1.21,0.77,-48.86877828054299,9.734513274336294,24.504424778761056,24.504424778761056,-12.23404255319149,28.72340425531915,-18.08510638297872,0.7750444444444444
4.92,4.97,3.69,4.0,14393577,IINN,2021-10-27,9.59,3.82,4.52,6.48,3.64,-48.69655891553702,1.0162601626016223,25.0,25.0,-4.5000000000000036,62.000000000000014,-8.999999999999996,3.208888888888889
18.23,20.2,13.29,13.51,29673359,CRTX,2021-10-27,57.68,13.81,14.26,14.35,12.41,-68.39459084604717,10.806363137685128,27.098189797037854,27.098189797037854,2.220577350111034,6.21761658031088,-8.142116950407104,60.54222222222222
1.27,1.47,1.27,1.38,45569979,NXTP,2021-11-01,1.97,1.4,1.35,1.4,1.33,-35.53299492385787,15.748031496062989,0.0,0.0,1.449275362318842,1.449275362318842,-3.6231884057970887,2.1966666666666668
4.41,4.84,3.77,4.58,1590815,UONEK,2021-11-03,7.34,5.1,4.45,5.14,4.41,-39.91825613079019,9.750566893424029,14.5124716553288,14.5124716553288,11.353711790393003,12.227074235807851,-3.7117903930130987,7.018888888888889
7.26,8.17,6.8,7.55,4152367,UONE,2021-11-03,11.0,7.86,7.0,7.98,6.9601,-34.0,12.53443526170799,6.336088154269973,6.336088154269973,4.105960264900669,5.695364238410604,-7.813245033112584,10.202222222222224
7.271,7.73,6.8,7.02,6713930,EVAX,2021-11-05,12.68,7.12,6.87,7.2,6.6,-42.6577287066246,6.312749277953521,6.477788474762757,6.477788474762757,1.4245014245014322,2.5641025641025728,-5.982905982905982,8.053333333333333
57.13,61.7,55.21,55.64,83569414,PTON,2021-11-05,86.06,53.36,51.25,53.6,49.1135,-33.61608180339298,7.999299842464554,3.3607561701382838,3.3607561701382838,-4.097771387491016,-3.6664270309130105,-11.729870596693024,90.93555555555555
9.59,9.79,8.7,8.82,33691354,DCPH,2021-11-05,36.0,9.08,10.17,10.33,9.05,-73.36111111111111,2.085505735140764,9.28050052137644,9.28050052137644,2.94784580498866,17.12018140589569,2.6077097505668982,34.684444444444445
5.65,7.36,5.6,6.65,4926130,NRXP,2021-11-05,8.92,6.69,6.72,7.49,6.36,-36.6591928251121,30.265486725663713,0.8849557522124019,0.8849557522124019,0.6015037593984968,12.631578947368418,-4.360902255639098,9.78111111111111
1.0779,1.08,0.835,0.8628,21769017,CALA,2021-11-05,1.9,0.867,0.8782,0.9787,0.850101,-43.26842105263157,0.19482326746451345,22.534557936728834,22.534557936728834,0.48678720445062373,13.433008808530365,-1.4718358831710727,1.9299999999999997
24.55,33.46,24.38,30.06,7723035,EHTH,2021-11-08,40.4,29.77,29.97,30.585,29.0,-39.23267326732673,36.293279022403254,0.6924643584521454,0.6924643584521454,-0.9647371922820996,1.7465069860279512,-3.5262807717897497,44.77111111111112
16.8,18.85,16.08,17.42,16882955,POSH,2021-11-10,24.53,17.25,18.79,19.18,17.25,-31.51243375458622,12.202380952380956,4.2857142857143,4.2857142857143,-0.9758897818599408,10.10332950631457,-0.9758897818599408,24.06888888888889
1.07,1.34,1.0,1.25,6335452,TMDI,2021-11-11,1.63,1.2,1.09,1.2399,1.08,-34.35582822085889,25.233644859813083,6.542056074766361,6.542056074766361,-4.0000000000000036,-0.8079999999999998,-13.599999999999994,1.6683333333333334
7.17,7.29,5.81,6.04,4296314,ONCR,2021-11-12,11.1,6.13,5.78,6.13,5.55,-35.4054054054054,1.6736401673640182,18.967921896792195,18.967921896792195,1.4900662251655605,1.4900662251655605,-8.112582781456958,11.213333333333333
2.0,2.05,1.66,1.71,6025325,CBIO,2021-11-12,2.94,1.76,1.67,1.78,1.66,-31.972789115646258,2.499999999999991,17.000000000000004,17.000000000000004,2.9239766081871372,4.093567251461992,-2.9239766081871372,3.143888888888889
1.22,1.52,1.2,1.39,8844738,ADTX,2021-11-12,1.81,1.44,1.35,1.44,1.325,-32.59668508287293,24.590163934426233,1.6393442622950836,1.6393442622950836,3.5971223021582768,3.5971223021582768,-4.676258992805752,1.941111111111111
16.96,19.4799,14.8,17.54,12021550,TLS,2021-11-15,24.38,17.69,17.59,18.01,17.0,-30.434782608695645,14.857900943396224,12.735849056603772,12.735849056603772,0.8551881413911182,2.6795895096921463,-3.078677309007977,25.462222222222223
2.1,2.28,2.02,2.16,19670014,TALK,2021-11-16,3.39,2.2074,2.29,2.4,2.16,-38.05309734513274,8.571428571428557,3.809523809523813,3.809523809523813,2.1944444444444287,11.1111111111111,0.0,3.6622222222222223
1.59,1.65,1.56,1.59,6117836,OPTN,2021-11-16,2.39,1.6031,1.805,1.89,1.6,-33.47280334728033,3.7735849056603668,1.8867924528301903,1.8867924528301903,0.8238993710691754,18.867924528301874,0.6289308176100634,2.632222222222222
2.48,2.7,2.16,2.17,12168871,FLGC,2021-11-19,3.69,2.22,2.13,2.27,2.0302,-32.79132791327913,8.870967741935493,12.903225806451607,12.903225806451607,2.3041474654378002,4.60829493087558,-6.442396313364062,4.656666666666667
2.62,3.0,2.6,2.83,4233692,RDHL,2021-11-19,3.88,2.99,2.73,2.99,2.72,-32.4742268041237,14.503816793893124,0.7633587786259548,0.7633587786259548,5.653710247349828,5.653710247349828,-3.886925795052999,4.644444444444445
7.4,7.57,4.93,5.12,6279532,CNTB,2021-11-19,12.11,5.21,4.69,5.58,4.36,-38.89347646573079,2.297297297297296,33.378378378378386,33.378378378378386,1.7578124999999971,8.984375,-14.843749999999995,13.637777777777778
1.2389,1.29,1.0,1.07,20379965,RETO,2021-11-22,1.77,1.0553,1.0,1.17,0.9623,-30.00564971751413,4.124626684962479,19.283235127936067,19.283235127936067,-1.3738317757009493,9.34579439252335,-10.065420560747665,2.0833333333333335
5.0,5.45,4.5,5.39,3331840,VLON,2021-11-24,7.3,4.7,5.31,5.3899,4.65,-31.50684931506849,9.000000000000004,10.0,10.0,-12.80148423005565,-0.00185528756956896,-13.729128014842289,4.906666666666666
4.94,5.2,4.69,4.78,2958341,FENC,2021-11-29,9.64,4.3938,4.39,4.59,4.2,-48.7551867219917,5.263157894736837,5.060728744939271,5.060728744939271,-8.079497907949802,-3.9748953974895476,-12.133891213389122,9.780555555555557
13.61,13.7,8.57,8.75,10707540,OLMA,2021-11-30,21.8875,9.25,9.48,10.3637,8.25,-37.81838949171902,0.6612784717119755,37.03159441587068,37.03159441587068,5.714285714285714,18.442285714285713,-5.714285714285714,22.89305555555556
13.47,15.28,12.62,15.2,22032594,TGTX,2021-11-30,23.36,14.55,15.69,16.68,14.48,-42.33732876712328,13.437268002969553,6.310319227913893,6.310319227913893,-4.276315789473675,9.736842105263163,-4.73684210526315,24.9
5.86,6.34,4.79,4.93,24506649,BYSI,2021-12-01,12.77,4.74,4.44,4.75,3.64,-54.11119812059514,8.191126279863473,18.259385665529013,18.259385665529013,-3.85395537525354,-3.651115618661252,-26.166328600405674,13.27888888888889
154.8,155.4,131.51,135.09,76138919,DOCU,2021-12-03,233.82,135.64,143.88,146.06,132.98,-33.79522709776751,0.3875968992248025,15.045219638242905,15.045219638242905,0.40713598341844914,8.120512251091865,-1.5619216818417452,245.4788888888889
6.09,6.1,4.96,5.25,28744966,ESPR,2021-12-03,8.97,5.19,5.61,5.65,5.1301,-32.107023411371244,0.16420361247947104,18.55500821018062,18.55500821018062,-1.1428571428571355,7.619047619047626,-2.28380952380953,8.27111111111111
38.64,45.38,36.805,42.73,8313535,HQY,2021-12-07,56.67,42.8,43.71,45.299,42.77,-31.81577554261514,17.44306418219462,4.7489648033126315,4.7489648033126315,0.16381933068102103,6.012169435993454,0.09361104610345485,57.550000000000004
8.6915,9.4399,7.89,8.01,9876147,RDUS,2021-12-08,14.38,8.11,7.6,8.11,7.39,-39.55841446453408,8.610711614796067,9.221653339469595,9.221653339469595,1.2484394506866372,1.2484394506866372,-7.740324594257181,15.865555555555554
31.114,37.1,28.2068,29.11,9838360,RETA,2021-12-09,54.42,29.31,29.32,30.24,27.5,-42.82616685042264,19.23892781384586,9.343703798932955,9.343703798932955,0.6870491240123645,3.8818275506698696,-5.530745448299552,76.96333333333332
1.16,1.23,1.11,1.2,7118728,CCNC,2021-12-09,1.7,1.23,1.06,1.2499,1.0,-31.764705882352942,6.034482758620696,4.310344827586192,4.310344827586192,2.500000000000002,4.1583333333333385,-16.666666666666664,1.3111111111111111
20.9,23.0,18.1,21.56,11093304,TGLS,2021-12-09,33.7,20.8322,18.67,21.19,18.51,-37.98219584569734,10.04784688995216,13.397129186602859,13.397129186602859,-3.375695732838583,-1.7161410018552758,-14.146567717996277,31.688888888888886
68.25,68.89,57.58,63.0,13893449,EVBG,2021-12-10,115.37,63.1,69.13,72.46,63.1,-40.84250671751755,0.9377289377289386,15.633699633699637,15.633699633699637,0.158730158730161,15.015873015873005,0.158730158730161,112.92888888888889
4.95,5.19,4.21,4.38,1447849,NISN,2021-12-13,11.03,4.07,3.76,4.1,3.61,-55.122393472348136,4.848484848484853,14.949494949494955,14.949494949494955,-7.077625570776247,-6.392694063926946,-17.579908675799086,8.658888888888889
32.1,35.68,25.455,29.25,2640785,IGMS,2021-12-13,49.84,28.72,28.38,29.26,27.61,-35.593900481540935,11.152647975077876,20.700934579439263,20.700934579439263,-1.8119658119658157,0.034188034188039534,-5.606837606837609,49.79666666666667
10.0,10.0,6.3,7.26,41152868,ADGI,2021-12-14,34.26,6.94,6.35,6.94,5.57,-70.81144191476942,0.0,37.0,37.0,-4.407713498622582,-4.407713498622582,-23.278236914600544,38.90833333333333
1.35,1.4,1.08,1.11,9901739,APTO,2021-12-14,1.95,1.11,1.19,1.27,1.085,-30.769230769230763,3.7037037037036904,20.0,20.0,0.0,14.414414414414408,-2.252252252252264,2.0344444444444445
7.12,7.2022,3.05,3.36,5253869,CABA,2021-12-14,12.51,3.75,3.97,4.0,3.35,-43.08553157474021,1.1544943820224758,57.162921348314605,57.162921348314605,11.607142857142861,19.04761904761905,-0.2976190476190413,11.747777777777777
8.7,8.7,5.5,5.99,5999975,GBIO,2021-12-14,13.9,6.03,6.5,6.52,5.7046,-37.41007194244605,0.0,36.7816091954023,36.7816091954023,0.6677796327212026,8.848080133555916,-4.764607679465778,14.801111111111108
2.79,2.9935,2.42,2.59,1689336,SMMT,2021-12-20,4.98,2.59,2.45,2.68,2.4,-43.975903614457835,7.293906810035843,13.261648745519718,13.261648745519718,0.0,3.4749034749034866,-7.335907335907334,4.892222222222222
4.0,4.07,3.4,3.5,13094984,ALDX,2021-12-21,7.13,3.46,3.84,3.9292,3.37,-43.899018232819074,1.750000000000007,15.000000000000002,15.000000000000002,-1.142857142857144,12.262857142857138,-3.7142857142857113,7.012222222222222
4.31,4.68,4.04,4.4,4541767,AQST,2021-12-21,6.22,4.4,4.1,4.4,4.05,-30.707395498392284,8.584686774942,6.264501160092798,6.264501160092798,0.0,0.0,-7.954545454545467,5.374444444444445
1.85,1.86,1.351,1.39,15399776,DBVT,2021-12-21,2.7,1.6,1.6,1.61,1.55,-31.481481481481485,0.540540540540541,26.97297297297298,26.97297297297298,15.107913669064763,15.82733812949642,11.510791366906485,2.706666666666667
10.58,10.85,8.44,8.55,64193052,ALLK,2021-12-22,84.39,9.67,10.45,11.73,9.12,-87.46296954615475,2.55198487712665,20.22684310018904,20.22684310018904,13.099415204678351,37.19298245614035,6.666666666666648,80.00888888888889
5.4,5.98,3.46,5.31,14188280,INNV,2021-12-23,8.25,5.32,4.71,5.32,4.47,-34.54545454545454,10.74074074074074,35.92592592592593,35.92592592592593,0.1883239171374892,0.1883239171374892,-15.81920903954802,8.102222222222222
12.64,13.15,11.2,11.38,35549403,BBIO,2021-12-27,40.62,12.18,13.43,13.73,12.06,-68.88232397833579,4.0348101265822764,11.392405063291148,11.392405063291148,7.029876977152889,20.65026362038664,5.975395430579962,39.71888888888889
3.5,6.98,3.5,6.67,13768984,MFIN,2021-12-29,8.45,6.71,6.23,7.33,6.12,-58.57988165680473,99.42857142857144,0.0,0.0,0.5997001499250381,9.895052473763121,-8.245877061469264,8.452777777777778
