open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,gap_percent,max_up_percent,max_down_percent,DATA_MISSING_5MIN,daily_open,daily_high,daily_high_time,daily_high_touch,daily_low,daily_low_time,daily_low_touch,daily_close,first_15_open,first_15_high,first_15_high_time,first_15_high_touch,first_15_low,first_15_low_time,first_15_low_touch,first_15_close,945_close_open,945_close_high,945_close_high_time,945_close_high_touch,945_close_low,945_close_low_time,945_close_low_touch,945_close_close,DATA_MISSING_STATS,max_down_15_close,max_gain_15_close,first_15_low_is_lowest_of_day,float,shares,market_cap,DATA_MISSING_FINVIZ
4.59,4.94,3.5,4.02,19384181,2021-01-20 06:00:00,APM,2021-01-20,3.18,44.33962264150942,7.625272331154696,23.747276688453155,,4.35,4.94,09:50:00,1.0,3.5,13:40:00,2.0,4.08,4.35,4.87,09:45:00,1.0,4.26,09:35:00,1.0,4.8582,4.87,4.94,09:50:00,1.0,3.5,13:40:00,2.0,4.08,,0.2795685644889054,0.0168375118356593,True,34.28,34.28,109.01,
35.69,37.1866,26.0,35.85,1211553,2021-02-01 06:00:00,APPH,2021-02-01,24.95,43.04609218436873,4.193331465396472,27.15046231437377,,29.63,37.1866,09:30:00,1.0,26.0,09:50:00,1.0,35.1,29.63,37.1866,09:30:00,1.0,28.0,09:35:00,1.0,28.9592,28.86,36.94,16:00:00,1.0,26.0,09:50:00,1.0,35.1,,0.1021851432360009,0.2755877234177739,True,104.03,104.03,2595.55,
21.6,47.82,18.72,24.9,47862505,2021-01-29 06:00:00,ATXS,2021-01-29,14.58,48.14814814814815,121.38888888888889,13.333333333333345,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,12.82,12.82,186.92,
1.84,1.89,1.41,1.47,133655120,2021-01-15 06:00:00,AVGR,2021-01-15,1.11,65.76576576576576,2.7173913043478164,23.36956521739131,,1.6789,1.89,09:30:00,1.0,1.41,10:30:00,2.0,1.41,1.6789,1.89,09:30:00,1.0,1.56,09:40:00,1.0,1.5829,1.586,1.67,09:50:00,3.0,1.41,10:30:00,2.0,1.41,,0.1092298944974414,0.0550255859498388,True,95.35,95.35,105.84,
5.97,9.4,4.43,4.56,214918050,2021-01-21 06:00:00,BBIG,2021-01-21,1.54,287.6623376623377,57.453936348408725,25.79564489112228,,6.4,9.4,10:00:00,1.0,4.21,16:00:00,1.0,4.44,6.4,6.9,09:45:00,1.0,5.65,09:30:00,1.0,6.455,6.47,9.4,10:00:00,1.0,4.21,16:00:00,1.0,4.44,,0.3477924089852827,0.4562354763749032,True,107.02,107.02,164.81,
2.4,2.93,1.67,1.73,279399380,2021-01-05 06:00:00,CHEK,2021-01-05,1.45,65.51724137931035,22.083333333333343,30.416666666666668,,2.65,2.93,09:40:00,1.0,1.67,15:55:00,1.0,1.8,2.65,2.93,09:40:00,1.0,2.28,09:30:00,1.0,2.6962,2.7,2.91,09:45:00,1.0,1.67,15:55:00,1.0,1.8,,0.3806097470514057,0.0792967880721014,True,96.41,96.41,139.79,
3.54,4.89,2.79,2.89,127789824,2021-01-20 06:00:00,CLBS,2021-01-20,1.63,117.17791411042946,38.135593220338976,21.1864406779661,,3.425,4.89,10:10:00,1.0,2.79,15:55:00,1.0,2.81,3.425,4.19,09:45:00,1.0,3.32,09:30:00,1.0,3.86,3.8506,4.89,10:10:00,1.0,2.79,15:55:00,1.0,2.81,,0.2772020725388601,0.2668393782383419,True,59.51,59.51,97.00,
2.41,2.8,1.62,1.74,165795800,2021-01-21 06:00:00,CLSN,2021-01-21,1.275,89.01960784313728,16.182572614107873,32.780082987551864,,2.3625,2.8,09:30:00,1.0,1.62,12:30:00,2.0,1.69,2.3625,2.8,09:30:00,1.0,2.12,09:35:00,1.0,2.2133,2.2163,2.37,09:45:00,1.0,1.62,12:30:00,2.0,1.69,,0.2680612659829213,0.0707992590249854,True,85.92,85.92,109.55,
2.69,4.75,2.63,3.09,202776250,2021-01-08 06:00:00,CNET,2021-01-08,1.865,44.23592493297587,76.57992565055763,2.2304832713754665,,2.97,4.75,10:10:00,1.0,2.63,09:30:00,1.0,3.17,2.97,3.8,09:40:00,1.0,2.63,09:30:00,1.0,3.2973,3.2948,4.75,10:10:00,1.0,2.8,15:20:00,1.0,3.17,,0.1508203681800261,0.4405725896945986,False,32.93,32.93,61.41,
3.55,5.0,3.5,4.5,2907,2021-01-06 06:00:00,CRKN,2021-01-06,2.26,57.07964601769912,40.84507042253522,1.4084507042253471,,3.5,5.0,12:10:00,1.0,3.5,10:40:00,2.0,4.5,,,,,,,,,3.5,5.0,12:10:00,1.0,3.5,10:40:00,2.0,4.5,True,,,False,14.31,14.31,32.34,
3.44,3.85,2.82,3.0,42615843,2021-01-20 06:00:00,DARE,2021-01-20,2.36,45.76271186440678,11.918604651162797,18.023255813953494,,3.74,3.85,09:35:00,1.0,2.82,11:20:00,3.0,2.9502,3.74,3.85,09:35:00,1.0,3.25,09:30:00,1.0,3.55,3.5599,3.74,09:45:00,1.0,2.82,11:20:00,3.0,2.9502,,0.2056338028169014,0.0535211267605634,True,50.44,50.44,119.04,
5.3211,5.9,4.98,5.66,17181875,2021-01-15 06:00:00,DBVT,2021-01-15,3.74,42.27540106951872,10.879329461953354,6.41032869143598,,5.4562,5.9,15:10:00,1.0,4.98,10:05:00,1.0,5.6,5.4562,5.6,09:45:00,1.0,5.22,09:30:00,1.0,5.3756,5.38,5.9,15:10:00,1.0,4.98,10:05:00,1.0,5.6,,0.0735917851030582,0.0975519011831237,True,109.79,109.79,410.61,
25.11,26.55,24.48,25.41,406978,2021-02-01 06:00:00,DCOM,2021-02-01,15.9,57.92452830188678,5.73476702508961,2.5089605734766987,,24.77,26.55,10:25:00,1.0,24.48,09:30:00,1.0,25.41,24.77,26.0,09:30:00,1.0,24.48,09:30:00,1.0,25.35,25.33,26.55,10:25:00,1.0,25.1,13:55:00,2.0,25.41,,0.009861932938856,0.0473372781065088,False,40.98,40.98,651.58,
8.92,9.0999,7.0,7.48,16477629,2021-01-26 06:00:00,EDSA,2021-01-26,5.53,61.3019891500904,2.016816143497757,21.524663677130047,,8.0605,9.0999,09:30:00,1.0,7.0,11:55:00,2.0,7.5501,8.0605,9.0999,09:30:00,1.0,7.61,09:40:00,1.0,8.325,8.32,8.65,09:50:00,1.0,7.0,11:55:00,2.0,7.5501,,0.1591591591591591,0.0390390390390391,True,13.25,13.25,73.27,
20.75,24.0,20.0,22.0,49810905,2021-01-22 06:00:00,EVGO,2021-01-22,13.34,55.5472263868066,15.662650602409638,3.614457831325301,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,68.74,68.74,916.99,
9.46,11.29,6.14,7.62,144072850,2021-01-08 06:00:00,FTFT,2021-01-08,5.75,64.5217391304348,19.34460887949258,35.09513742071883,,10.1038,11.29,09:35:00,2.0,6.14,13:40:00,1.0,7.3,10.1038,11.29,09:35:00,2.0,8.61,09:45:00,1.0,9.0314,9.05,10.2,10:00:00,1.0,6.14,13:40:00,1.0,7.3,,0.3201496999357796,0.1293930066213433,True,53.8,53.8,309.35,
7.6,8.18,5.24,5.48,49946147,2021-01-21 06:00:00,GENE,2021-01-21,4.3,76.74418604651163,7.631578947368422,31.052631578947363,,7.12,8.18,09:30:00,1.0,5.24,14:45:00,1.0,5.54,7.12,8.18,09:30:00,1.0,6.78,09:35:00,1.0,7.4323,7.467,7.87,09:45:00,1.0,5.24,14:45:00,1.0,5.54,,0.2949692558158308,0.0588915947956891,True,14.84,14.84,63.81,
4.8,6.24,3.6,3.9552,43729480,2021-01-06 06:00:00,GHSI,2021-01-06,3.3,45.45454545454546,30.000000000000007,25.0,,4.2918,6.24,10:15:00,2.0,3.6,15:55:00,1.0,3.9,4.2918,5.28,09:40:00,1.0,4.284,09:30:00,1.0,4.5198,4.5204,6.24,10:15:00,2.0,3.6,15:55:00,1.0,3.9,,0.2035045798486658,0.3805920615956458,True,24.43,24.43,80.62,
7.09,7.4,5.13,5.36,50809862,2021-01-11 06:00:00,GOVX,2021-01-11,3.3,114.84848484848486,4.372355430183364,27.64456981664316,,6.38,7.4,09:30:00,1.0,5.13,12:00:00,1.0,5.27,6.38,7.4,09:30:00,1.0,5.77,09:40:00,1.0,6.0354,6.02,7.2,10:50:00,1.0,5.13,12:00:00,1.0,5.27,,0.1500149120190874,0.1929615269907545,True,6.32,6.32,20.86,
0.57,0.6284,0.481,0.56,132583977,2021-01-08 06:00:00,GSAT,2021-01-08,0.3955,44.12136536030339,10.24561403508772,15.614035087719294,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1790.0,1790.0,707.95,
16.5,19.0,10.5301,10.89,17026,2021-02-01 06:00:00,HMCO,2021-02-01,11.13,48.24797843665767,15.151515151515152,36.18121212121213,,19.0,19.0,09:55:00,1.0,10.5301,11:50:00,1.0,10.89,-1.0,16.5,,1.0,16.5,,1.0,16.5,19.0,19.0,09:55:00,1.0,10.5301,11:50:00,1.0,10.89,,0.3618121212121212,0.1515151515151515,True,,,,True
22.3,31.83,11.8,12.99,8182018,2021-01-28 06:00:00,JAN,2021-01-28,9.52,134.2436974789916,42.7354260089686,47.08520179372197,,25.0,31.83,10:20:00,1.0,11.8,11:35:00,1.0,12.9,25.0,25.01,09:35:00,1.0,20.0,09:45:00,1.0,20.43,20.43,31.83,10:20:00,1.0,11.8,11:35:00,1.0,12.9,,0.4224180127263827,0.5580029368575623,True,2.4,2.4,22.85,
11.69,13.9,8.72,10.0,34562731,2021-01-26 06:00:00,KOSS,2021-01-26,6.0,94.83333333333331,18.90504704875963,25.40633019674935,,13.87,13.9,09:40:00,1.0,8.72,11:50:00,1.0,9.91,13.87,13.9,09:40:00,1.0,10.85,09:45:00,1.0,11.37,11.347,12.0984,09:45:00,1.0,8.72,11:50:00,1.0,9.91,,0.2330694810905891,0.0640633245382586,True,8.56,8.56,51.36,
17.52,69.79,14.19,58.0,25073496,2021-01-27 06:00:00,KOSS,2021-01-27,10.0,75.2,298.3447488584476,19.006849315068493,,14.7755,69.79,15:25:00,1.0,14.19,09:35:00,1.0,62.0,14.7755,19.66,09:45:00,1.0,14.19,09:35:00,1.0,18.75,18.73,69.79,15:25:00,1.0,16.1,09:55:00,2.0,62.0,,0.1413333333333332,2.7221333333333337,False,8.56,8.56,85.60,
72.865,105.4018,53.0,64.0,11612325,2021-01-29 06:00:00,KOSS,2021-01-29,41.96,73.65347950428979,44.65353736361765,27.262746174432166,,66.98,105.4018,11:35:00,1.0,53.0,14:30:00,1.0,61.0,66.98,79.7,09:30:00,1.0,53.45,09:40:00,1.0,63.47,63.2224,105.4018,11:35:00,1.0,53.0,14:30:00,1.0,61.0,,0.1649598235386797,0.6606554277611469,True,8.56,8.56,359.18,
4.99,5.39,3.11,3.66,23834960,2021-01-08 06:00:00,LGHL,2021-01-08,2.3,116.95652173913048,8.016032064128245,37.67535070140281,,5.17,5.39,10:20:00,1.0,3.11,14:05:00,1.0,4.95,5.17,5.25,09:30:00,1.0,4.42,09:45:00,1.0,4.5079,4.483,5.39,10:20:00,1.0,3.11,14:05:00,1.0,4.95,,0.3101000465848844,0.1956786973979013,True,26.73,26.73,61.48,
30.07,33.99,20.94,23.9,4693825,2021-01-13 06:00:00,LIVE,2021-01-13,12.5001,140.55807553539572,13.036248752909882,30.362487529098765,,33.1,33.99,09:35:00,1.0,20.94,13:20:00,1.0,23.35,33.1,33.99,09:35:00,1.0,23.8506,09:45:00,1.0,26.27,26.4,29.75,10:10:00,1.0,20.94,13:20:00,1.0,23.35,,0.2028930338789493,0.1324704986676818,True,1.57,1.57,19.63,
5.9,6.24,4.86,5.04,36922231,2021-01-12 06:00:00,LJPC,2021-01-12,3.94,49.74619289340102,5.762711864406777,17.627118644067796,,5.7459,6.24,09:35:00,1.0,4.86,12:25:00,1.0,5.04,5.7459,6.24,09:35:00,1.0,5.54,09:40:00,1.0,5.72,5.71,6.2,09:50:00,1.0,4.86,12:25:00,1.0,5.04,,0.1503496503496502,0.0839160839160839,True,27.46,27.46,108.19,
16.65,18.5,11.35,12.25,44425376,2021-01-11 06:00:00,LMFA,2021-01-11,10.65,56.33802816901406,11.11111111111112,31.831831831831828,,15.8995,18.5,09:30:00,1.0,11.35,15:10:00,1.0,12.25,15.8995,18.5,09:30:00,1.0,13.95,09:35:00,1.0,14.75,14.8,16.55,11:50:00,1.0,11.35,15:10:00,1.0,12.25,,0.2305084745762712,0.1220338983050847,True,5.41,5.41,57.62,
14.45,15.85,9.75,10.25,20454847,2021-01-29 06:00:00,LMFA,2021-01-29,7.5,92.66666666666666,9.688581314878896,32.52595155709342,,13.5975,15.85,09:30:00,1.0,9.75,12:50:00,1.0,10.3,13.5975,15.85,09:30:00,1.0,11.8,09:40:00,1.0,13.2995,13.25,13.7,09:50:00,1.0,9.75,12:50:00,1.0,10.3,,0.2668897326967179,0.0301139140569193,True,5.41,5.41,40.58,
12.91,13.7,11.35,11.4,15291994,2021-01-11 06:00:00,MESO,2021-01-11,8.66,49.07621247113164,6.119287374128576,12.083656080557711,,13.075,13.7,10:20:00,1.0,11.12,16:00:00,1.0,11.31,13.075,13.48,09:30:00,1.0,12.15,09:35:00,2.0,12.3438,12.345,13.7,10:20:00,1.0,11.12,16:00:00,1.0,11.31,,0.0991428895477892,0.1098689220499359,True,129.46,129.46,1121.12,
11.05,11.6,8.31,8.51,1976776,2021-01-28 06:00:00,MNPR,2021-01-28,6.6,67.42424242424245,4.97737556561085,24.79638009049773,,10.0,11.6,09:50:00,1.0,8.31,10:55:00,1.0,8.82,10.0,11.1396,09:30:00,1.0,9.59,09:35:00,1.0,10.3001,10.3,11.6,09:50:00,1.0,8.31,10:55:00,1.0,8.82,,0.193211716391103,0.126202658226619,True,12.57,12.57,82.96,
22.39,25.2,19.81,24.5,29075784,2021-02-01 06:00:00,MVST,2021-02-01,15.66,42.9757343550447,12.550245645377396,11.523001339883884,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,300.52,300.52,4706.14,
0.3442,0.47,0.275,0.412,880371000,2021-01-05 06:00:00,NAKD,2021-01-05,0.2177,58.10748736793753,36.548518303312015,20.104590354445083,,0.3638,0.47,15:20:00,1.0,0.275,10:05:00,1.0,0.4268,0.3638,0.3665,09:30:00,1.0,0.2965,09:45:00,1.0,0.3169,0.3179,0.47,15:20:00,1.0,0.275,10:05:00,1.0,0.4268,,0.1322183654149573,0.4831177027453454,True,781.7,781.7,170.18,
2.24,3.4,1.1,1.39,1173840990,2021-01-28 06:00:00,NAKD,2021-01-28,1.38,62.31884057971017,51.78571428571427,50.892857142857146,,2.48,3.4,09:45:00,1.0,1.1,11:55:00,1.0,1.41,2.48,3.4,09:45:00,1.0,2.09,09:30:00,1.0,2.89,2.885,3.4,09:45:00,1.0,1.1,11:55:00,1.0,1.41,,0.6193771626297577,0.176470588235294,True,781.7,781.7,1078.75,
2.25,2.28,1.45,1.65,474977820,2021-01-29 06:00:00,NAKD,2021-01-29,1.39,61.87050359712232,1.3333333333333246,35.55555555555556,,1.8411,2.28,09:30:00,1.0,1.45,13:55:00,1.0,1.7,1.8411,2.28,09:30:00,1.0,1.8,09:45:00,1.0,1.8394,1.8311,1.97,11:50:00,1.0,1.45,13:55:00,1.0,1.7,,0.2116994672175709,0.0710014135044036,True,781.7,781.7,1086.56,
21.7,27.82,16.1,17.1,34589432,2021-01-07 06:00:00,NCTY,2021-01-07,14.89,45.73539288112826,28.20276497695853,25.806451612903217,,21.25,27.82,09:45:00,1.0,16.1,14:25:00,1.0,16.84,21.25,27.82,09:45:00,1.0,20.6,09:35:00,1.0,26.13,26.11,27.82,09:45:00,1.0,16.1,14:25:00,1.0,16.84,,0.3838499808649062,0.0646766169154229,True,20.91,20.91,311.35,
191.05,235.5,172.0,220.94,36661372,2021-01-29 06:00:00,NVAX,2021-01-29,134.01,42.56398776210733,23.2661606909186,9.971211724679408,,186.04,235.5,10:40:00,1.0,172.0,09:40:00,1.0,218.5,186.04,200.0,09:30:00,1.0,172.0,09:40:00,1.0,191.92,191.1287,235.5,10:40:00,1.0,179.3344,09:45:00,1.0,218.5,,0.065577323884952,0.2270737807419759,False,74.12,74.12,9932.82,
3.54,4.39,3.4,4.07,142203390,2021-01-15 06:00:00,OBSV,2021-01-15,2.52,40.47619047619048,24.01129943502824,3.954802259887009,,3.42,4.39,15:25:00,1.0,3.4,09:30:00,1.0,4.0598,3.42,4.25,09:40:00,1.0,3.4,09:30:00,1.0,3.98,3.985,4.39,15:25:00,1.0,3.51,10:10:00,1.0,4.0598,,0.1180904522613065,0.1030150753768843,False,75.81,75.81,191.04,
4.0,4.0,2.64,2.64,230,2021-01-15 06:00:00,OSAT,2021-01-15,2.62,52.67175572519084,0.0,34.0,,2.64,4.0,13:05:00,1.0,2.64,15:15:00,1.0,2.64,,,,,,,,,2.64,4.0,13:05:00,1.0,2.64,15:15:00,1.0,2.64,True,,,False,6.41,6.41,16.79,
4.0,4.75,3.8,4.75,1130,2021-01-19 06:00:00,OSAT,2021-01-19,2.64,51.51515151515152,18.75,5.000000000000004,,4.0,4.75,15:55:00,1.0,3.8,13:30:00,1.0,4.75,-1.0,4.0,,1.0,4.0,,1.0,4.0,4.0,4.75,15:55:00,1.0,3.8,13:30:00,1.0,4.75,,0.05,0.1875,True,6.41,6.41,16.92,
2.14,2.41,1.75,1.81,114058019,2021-01-26 06:00:00,PHUN,2021-01-26,1.45,47.58620689655174,12.61682242990654,18.224299065420567,,2.1884,2.41,10:05:00,1.0,1.75,14:35:00,2.0,1.81,2.1884,2.35,09:30:00,1.0,2.05,09:35:00,1.0,2.0701,2.07,2.41,10:05:00,1.0,1.75,14:35:00,2.0,1.81,,0.154630211100913,0.1641949664267427,True,71.62,71.62,103.85,
3.06,3.17,2.43,2.69,77910698,2021-02-01 06:00:00,PHUN,2021-02-01,2.08,47.11538461538461,3.594771241830061,20.58823529411764,,3.08,3.17,09:35:00,1.0,2.43,11:05:00,1.0,2.63,3.08,3.17,09:35:00,1.0,2.7,09:45:00,1.0,2.73,2.7384,3.0,10:00:00,2.0,2.43,11:05:00,1.0,2.63,,0.1098901098901098,0.0989010989010989,True,71.62,71.62,148.97,
39.75,39.75,22.95,27.075,24238,2021-01-11 06:00:00,PMCB,2021-01-11,27.9,42.4731182795699,0.0,42.264150943396224,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2390.0,2390.0,66681.00,
20.33,25.44,18.7101,25.2,58914449,2021-01-12 06:00:00,PTRA,2021-01-12,12.19,66.77604593929449,25.135268076733908,7.968027545499252,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,212.3,212.3,2587.94,
14.2,17.45,11.2,12.02,10684800,2021-01-13 06:00:00,QLI,2021-01-13,10.0,41.99999999999999,22.88732394366197,21.126760563380284,,15.47,17.45,09:40:00,1.0,11.2,14:45:00,1.0,11.88,15.47,17.45,09:40:00,1.0,13.5,09:30:00,1.0,15.624,15.71,17.37,09:45:00,1.0,11.2,14:45:00,1.0,11.88,,0.2831541218637993,0.1117511520737327,True,32.43,32.43,324.30,
7.43,8.0,5.54,7.08,2833688,2021-01-28 06:00:00,RHE,2021-01-28,5.3,40.18867924528302,7.671601615074028,25.43741588156124,,7.81,8.0,09:35:00,1.0,5.54,11:25:00,1.0,7.2,7.81,8.0,09:35:00,1.0,6.55,09:30:00,1.0,7.01,6.95,7.78,10:30:00,1.0,5.54,11:25:00,1.0,7.2,,0.209700427960057,0.1098430813124109,True,1.7,1.7,9.01,
1.84,2.04,1.5,1.58,203403482,2021-01-15 06:00:00,SENS,2021-01-15,1.2,53.33333333333335,10.8695652173913,18.478260869565226,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,431.84,431.84,518.21,
12.53,18.5,8.01,8.22,33994464,2021-01-29 06:00:00,SIEB,2021-01-29,3.71,237.73584905660377,47.64565043894654,36.07342378292099,,13.89,18.5,10:00:00,1.0,7.81,16:00:00,1.0,7.99,13.89,14.0,09:35:00,1.0,10.31,09:40:00,1.0,12.45,12.5,18.5,10:00:00,1.0,7.81,16:00:00,1.0,7.99,,0.3726907630522088,0.4859437751004017,True,31.28,31.28,116.05,
0.9584,1.36,0.6517,0.825,2158450600,2021-01-28 06:00:00,SNDL,2021-01-28,0.6008,59.52063914780294,41.90317195325543,32.00125208681136,,0.9895,1.36,09:50:00,1.0,0.6517,11:50:00,1.0,0.86,0.9895,1.25,09:45:00,1.0,0.885,09:35:00,1.0,1.2,1.195,1.36,09:50:00,1.0,0.6517,11:50:00,1.0,0.86,,0.4569166666666667,0.1333333333333334,True,2060.0,2060.0,1237.65,
2.39,2.9,1.93,2.67,24546388,2021-01-20 06:00:00,STCN,2021-01-20,1.49,60.4026845637584,21.338912133891203,19.2468619246862,,2.48,2.9,11:30:00,2.0,1.93,10:40:00,1.0,2.62,2.48,2.55,09:30:00,1.0,2.2,09:40:00,1.0,2.3264,2.3216,2.9,11:30:00,2.0,1.93,10:40:00,1.0,2.62,,0.1703920220082531,0.2465612104539201,True,62.26,62.26,92.77,
7.62,8.34,6.25,6.59,29358738,2021-01-06 06:00:00,TATT,2021-01-06,5.1,49.41176470588237,9.448818897637793,17.979002624671917,,7.7053,8.34,09:35:00,1.0,6.25,14:45:00,1.0,6.6,7.7053,8.34,09:35:00,1.0,7.25,09:40:00,1.0,7.405,7.4,8.0,10:25:00,1.0,6.25,14:45:00,1.0,6.6,,0.1559756920999325,0.0803511141120864,True,8.88,8.88,45.29,
2.7,2.72,2.31,2.36,40538542,2021-01-19 06:00:00,TENX,2021-01-19,1.78,51.68539325842697,0.7407407407407414,14.444444444444448,,2.599,2.72,09:30:00,1.0,2.31,10:05:00,1.0,2.4,2.599,2.72,09:30:00,1.0,2.41,09:40:00,1.0,2.51,2.5119,2.6,09:50:00,2.0,2.31,10:05:00,1.0,2.4,,0.0796812749003983,0.0358565737051794,True,17.22,17.22,30.65,
3.325,3.57,2.422,2.70585,25935200,2021-01-12 06:00:00,USWS,2021-01-12,1.82,82.6923076923077,7.368421052631568,27.157894736842103,,0.92545,1.02,09:30:00,1.0,0.692,11:15:00,1.0,0.735,0.92545,1.02,09:30:00,1.0,0.867,09:45:00,1.0,0.8698,0.8699,0.9399,09:45:00,1.0,0.692,11:15:00,1.0,0.735,,0.2044148080018396,0.0805932398252471,True,25.31,25.31,46.06,
20.8819,23.28,19.0,23.275,4377672,2021-01-12 06:00:00,VOXX,2021-01-12,14.76,41.47628726287264,11.484108246854928,9.012110966913935,,21.5,23.47,16:00:00,1.0,19.0,10:30:00,1.0,23.47,21.5,21.98,09:30:00,1.0,20.0201,09:40:00,1.0,20.16,20.16,23.47,16:00:00,1.0,19.0,10:30:00,1.0,23.47,,0.0575396825396825,0.1641865079365078,True,24.28,24.28,358.37,
