open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,open_tomorrow,close_tomorrow,gap_percent,max_up_percent,max_down_percent,change,close_tom_open
0.003,0.003,0.003,0.003,90000,2021-01-27 06:00:00,AADI,2021-01-27,0.002,0.004,0.0045,50.0,0.0,0.0,0.0,33.333333333333336
7.16,7.18,5.5,6.12,36771603,2021-01-13 06:00:00,ACOR,2021-01-13,4.24,6.1,6.37,68.86792452830188,0.27932960893854153,23.18435754189944,23.18435754189944,-0.3267973856209226
14.05,19.95,13.29,18.83,114362153,2021-01-19 06:00:00,ACRS,2021-01-19,5.88,19.95,17.97,138.94557823129256,41.99288256227757,5.409252669039157,5.409252669039157,5.947955390334578
2.33,2.34,1.71,1.79,207315030,2021-01-22 06:00:00,ADMP,2021-01-22,1.27,1.73,1.72,83.46456692913385,0.42918454935621403,26.609442060085843,26.609442060085843,-3.351955307262573
16.614,18.87,12.51,12.94,4215092,2021-01-21 06:00:00,ADXN,2021-01-21,10.6251,12.39,12.12,56.36558714741509,13.578909353557242,24.70205850487541,24.70205850487541,-4.250386398763516
1.45,1.75,1.0,1.04,188532910,2021-01-06 06:00:00,AIKI,2021-01-06,0.8525,1.14,1.11,70.08797653958943,20.689655172413797,31.034482758620687,31.034482758620687,9.6153846153846
4.77,5.47,3.15,3.21,14977579,2021-02-01 06:00:00,ALYA,2021-02-01,2.51,,,90.0398406374502,14.675052410901472,33.96226415094339,33.96226415094339,
20.34,20.36,11.01,19.9,1253253552,2021-01-27 06:00:00,AMC,2021-01-27,4.96,11.98,8.63,310.0806451612903,0.09832841691248562,45.87020648967552,45.87020648967552,-39.79899497487436
14.31,16.0,11.6,13.26,602193320,2021-01-29 06:00:00,AMC,2021-01-29,8.63,17.0,13.3,65.81691772885283,11.809923130677843,18.937805730258567,18.937805730258567,28.205128205128204
7.12,11.0,6.86,8.8,63632957,2021-01-25 06:00:00,AMTX,2021-01-25,4.4,9.3,8.79,61.81818181818181,54.49438202247191,3.651685393258424,3.651685393258424,5.681818181818182
4.59,4.94,3.5,4.02,19384181,2021-01-20 06:00:00,APM,2021-01-20,3.18,3.94,3.45,44.33962264150942,7.625272331154696,23.747276688453155,23.747276688453155,-1.990049751243772
35.69,37.1866,26.0,35.85,1211553,2021-02-01 06:00:00,APPH,2021-02-01,24.95,,,43.04609218436873,4.193331465396472,27.15046231437377,27.15046231437377,
21.6,47.82,18.72,24.9,47862505,2021-01-29 06:00:00,ATXS,2021-01-29,14.58,24.06,21.84,48.14814814814815,121.38888888888889,13.333333333333343,13.333333333333343,-3.373493975903614
1.84,1.89,1.41,1.47,133655120,2021-01-15 06:00:00,AVGR,2021-01-15,1.11,1.695,1.96,65.76576576576576,2.7173913043478164,23.36956521739131,23.36956521739131,15.306122448979597
5.97,9.4,4.43,4.56,214918050,2021-01-21 06:00:00,BBIG,2021-01-21,1.54,4.5,4.87,287.6623376623377,57.453936348408725,25.79564489112228,25.79564489112228,-1.315789473684202
2.4,2.93,1.67,1.73,279399380,2021-01-05 06:00:00,CHEK,2021-01-05,1.45,1.82,1.55,65.51724137931035,22.083333333333346,30.416666666666668,30.416666666666668,5.2023121387283275
3.54,4.89,2.79,2.89,127789824,2021-01-20 06:00:00,CLBS,2021-01-20,1.63,2.75,2.5,117.17791411042946,38.135593220338976,21.1864406779661,21.1864406779661,-4.84429065743945
2.41,2.8,1.62,1.74,165795800,2021-01-21 06:00:00,CLSN,2021-01-21,1.275,1.45,1.37,89.01960784313728,16.182572614107873,32.780082987551864,32.780082987551864,-16.666666666666668
2.69,4.75,2.63,3.09,202776250,2021-01-08 06:00:00,CNET,2021-01-08,1.865,2.49,2.52,44.23592493297587,76.57992565055763,2.2304832713754665,2.2304832713754665,-19.417475728155328
3.55,5.0,3.5,4.5,2907,2021-01-06 06:00:00,CRKN,2021-01-06,2.26,5.0,5.6459,57.07964601769912,40.84507042253522,1.4084507042253471,1.4084507042253471,11.11111111111111
3.44,3.85,2.82,3.0,42615843,2021-01-20 06:00:00,DARE,2021-01-20,2.36,2.99,2.91,45.76271186440678,11.918604651162795,18.023255813953494,18.023255813953494,-0.3333333333333262
5.3211,5.9,4.98,5.66,17181875,2021-01-15 06:00:00,DBVT,2021-01-15,3.74,7.37,6.57,42.275401069518715,10.879329461953354,6.41032869143598,6.41032869143598,30.212014134275616
25.11,26.55,24.48,25.41,406978,2021-02-01 06:00:00,DCOM,2021-02-01,15.9,,,57.92452830188678,5.73476702508961,2.5089605734766987,2.5089605734766987,
8.92,9.0999,7.0,7.48,16477629,2021-01-26 06:00:00,EDSA,2021-01-26,5.53,6.95,6.1,61.3019891500904,2.016816143497757,21.524663677130047,21.524663677130047,-7.085561497326206
20.75,24.0,20.0,22.0,49810905,2021-01-22 06:00:00,EVGO,2021-01-22,13.34,22.49,19.67,55.5472263868066,15.662650602409638,3.6144578313253013,3.6144578313253013,2.22727272727272
9.46,11.29,6.14,7.62,144072850,2021-01-08 06:00:00,FTFT,2021-01-08,5.75,5.7,5.47,64.5217391304348,19.34460887949258,35.09513742071883,35.09513742071883,-25.196850393700785
7.6,8.18,5.24,5.48,49946147,2021-01-21 06:00:00,GENE,2021-01-21,4.3,5.3766,5.55,76.74418604651163,7.631578947368422,31.052631578947363,31.052631578947363,-1.8868613138686239
4.8,6.24,3.6,3.9552,43729480,2021-01-06 06:00:00,GHSI,2021-01-06,3.3,4.2,4.2,45.45454545454546,30.000000000000007,24.999999999999996,24.999999999999996,6.189320388349517
7.09,7.4,5.13,5.36,50809862,2021-01-11 06:00:00,GOVX,2021-01-11,3.3,4.761,5.3,114.84848484848486,4.372355430183364,27.64456981664316,27.64456981664316,-11.17537313432836
0.57,0.6284,0.481,0.56,132583977,2021-01-08 06:00:00,GSAT,2021-01-08,0.3955,0.5565,0.549,44.12136536030339,10.245614035087721,15.614035087719294,15.614035087719294,-0.6250000000000104
16.5,19.0,10.5301,10.89,17026,2021-02-01 06:00:00,HMCO,2021-02-01,11.13,,,48.24797843665767,15.151515151515152,36.18121212121213,36.18121212121213,
22.3,31.83,11.8,12.99,8182018,2021-01-28 06:00:00,JAN,2021-01-28,9.52,12.65,9.01,134.2436974789916,42.735426008968595,47.08520179372197,47.08520179372197,-2.617397998460353
11.69,13.9,8.72,10.0,34562731,2021-01-26 06:00:00,KOSS,2021-01-26,6.0,17.52,58.0,94.83333333333333,18.90504704875963,25.40633019674935,25.40633019674935,75.2
17.52,69.79,14.19,58.0,25073496,2021-01-27 06:00:00,KOSS,2021-01-27,10.0,74.0,41.96,75.2,298.34474885844753,19.006849315068493,19.006849315068493,27.586206896551722
72.865,105.4018,53.0,64.0,11612325,2021-01-29 06:00:00,KOSS,2021-01-29,41.96,60.0,35.0,73.65347950428979,44.65353736361765,27.262746174432166,27.262746174432166,-6.25
4.99,5.39,3.11,3.66,23834960,2021-01-08 06:00:00,LGHL,2021-01-08,2.3,3.59,3.99,116.95652173913047,8.016032064128245,37.67535070140281,37.67535070140281,-1.9125683060109366
30.07,33.99,20.94,23.9,4693825,2021-01-13 06:00:00,LIVE,2021-01-13,12.5001,22.3876,21.0,140.55807553539572,13.036248752909882,30.362487529098765,30.362487529098765,-6.328033472803345
5.9,6.24,4.86,5.04,36922231,2021-01-12 06:00:00,LJPC,2021-01-12,3.94,4.95,5.41,49.74619289340102,5.762711864406777,17.627118644067796,17.627118644067796,-1.785714285714283
16.65,18.5,11.35,12.25,44425376,2021-01-11 06:00:00,LMFA,2021-01-11,10.65,9.95,9.85,56.33802816901406,11.111111111111121,31.831831831831828,31.831831831831828,-18.775510204081638
14.45,15.85,9.75,10.25,20454847,2021-01-29 06:00:00,LMFA,2021-01-29,7.5,9.5,9.2,92.66666666666666,9.688581314878896,32.52595155709342,32.52595155709342,-7.317073170731708
12.91,13.7,11.35,11.4,15291994,2021-01-11 06:00:00,MESO,2021-01-11,8.66,10.2699,10.24,49.07621247113164,6.119287374128576,12.083656080557711,12.083656080557711,-9.913157894736846
11.05,11.6,8.31,8.51,1976776,2021-01-28 06:00:00,MNPR,2021-01-28,6.6,9.2,8.45,67.42424242424245,4.97737556561085,24.796380090497735,24.796380090497735,8.108108108108102
22.39,25.2,19.81,24.5,29075784,2021-02-01 06:00:00,MVST,2021-02-01,15.66,,,42.9757343550447,12.550245645377395,11.523001339883884,11.523001339883884,
5.163,7.05,4.125,6.18,58691400,2021-01-05 06:00:00,NAKD,2021-01-05,3.2655,5.1,4.641,58.10748736793754,36.548518303312015,20.104590354445094,20.104590354445094,-17.475728155339805
33.6,51.0,16.5,20.85,78256066,2021-01-28 06:00:00,NAKD,2021-01-28,20.7,33.75,24.75,62.318840579710155,51.78571428571428,50.892857142857146,50.892857142857146,61.87050359712229
33.75,34.2,21.75,24.75,31665188,2021-01-29 06:00:00,NAKD,2021-01-29,20.85,28.2,21.3,61.87050359712229,1.3333333333333417,35.55555555555556,35.55555555555556,13.939393939393938
21.7,27.82,16.1,17.1,34589432,2021-01-07 06:00:00,NCTY,2021-01-07,14.89,17.14,12.89,45.73539288112826,28.20276497695853,25.806451612903217,25.806451612903217,0.23391812865496575
191.05,235.5,172.0,220.94,36661372,2021-01-29 06:00:00,NVAX,2021-01-29,134.01,242.52,268.3,42.563987762107324,23.2661606909186,9.971211724679408,9.971211724679408,9.767357653661634
3.54,4.39,3.4,4.07,142203390,2021-01-15 06:00:00,OBSV,2021-01-15,2.52,5.05,4.4,40.476190476190474,24.011299435028242,3.954802259887009,3.954802259887009,24.078624078624067
4.0,4.0,2.64,2.64,230,2021-01-15 06:00:00,OSAT,2021-01-15,2.62,4.0,4.75,52.671755725190835,0.0,34.0,34.0,51.515151515151516
4.0,4.75,3.8,4.75,1130,2021-01-19 06:00:00,OSAT,2021-01-19,2.64,4.74,3.0,51.515151515151516,18.75,5.000000000000004,5.000000000000004,-0.2105263157894692
2.14,2.41,1.75,1.81,114058019,2021-01-26 06:00:00,PHUN,2021-01-26,1.45,1.56,1.59,47.58620689655174,12.616822429906541,18.224299065420567,18.224299065420567,-13.812154696132596
3.06,3.17,2.43,2.69,77910698,2021-02-01 06:00:00,PHUN,2021-02-01,2.08,,,47.11538461538461,3.594771241830061,20.58823529411764,20.58823529411764,
39.75,39.75,22.95,27.075,24238,2021-01-11 06:00:00,PMCB,2021-01-11,27.9,29.85,24.225,42.4731182795699,0.0,42.264150943396224,42.264150943396224,10.249307479224385
20.33,25.44,18.7101,25.2,58914449,2021-01-12 06:00:00,PTRA,2021-01-12,12.19,23.01,23.0,66.77604593929449,25.135268076733908,7.968027545499252,7.968027545499252,-8.690476190476181
14.2,17.45,11.2,12.02,10684800,2021-01-13 06:00:00,QLI,2021-01-13,10.0,11.4,9.29,41.99999999999999,22.887323943661972,21.126760563380284,21.126760563380284,-5.158069883527448
7.43,8.0,5.54,7.08,2833688,2021-01-28 06:00:00,RHE,2021-01-28,5.3,6.92,6.97,40.18867924528302,7.671601615074028,25.437415881561236,25.437415881561236,-2.2598870056497193
1.84,2.04,1.5,1.58,203403482,2021-01-15 06:00:00,SENS,2021-01-15,1.2,1.6,2.85,53.33333333333335,10.869565217391301,18.478260869565222,18.478260869565222,1.2658227848101276
12.53,18.5,8.01,8.22,33994464,2021-01-29 06:00:00,SIEB,2021-01-29,3.71,7.49,7.01,237.73584905660377,47.64565043894654,36.07342378292099,36.07342378292099,-8.880778588807791
0.9584,1.36,0.6517,0.825,2158450600,2021-01-28 06:00:00,SNDL,2021-01-28,0.6008,0.832,0.815,59.52063914780294,41.90317195325543,32.00125208681136,32.00125208681136,0.8484848484848493
2.39,2.9,1.93,2.67,24546388,2021-01-20 06:00:00,STCN,2021-01-20,1.49,2.5,2.64,60.4026845637584,21.338912133891203,19.2468619246862,19.2468619246862,-6.3670411985018704
7.62,8.34,6.25,6.59,29358738,2021-01-06 06:00:00,TATT,2021-01-06,5.1,6.19,6.5,49.41176470588237,9.448818897637791,17.979002624671917,17.979002624671917,-6.069802731411221
2.7,2.72,2.31,2.36,40538542,2021-01-19 06:00:00,TENX,2021-01-19,1.78,2.29,2.43,51.68539325842697,0.7407407407407414,14.444444444444448,14.444444444444448,-2.9661016949152477
3.325,3.57,2.422,2.70585,25935200,2021-01-12 06:00:00,USWS,2021-01-12,1.82,2.7881,2.59,82.6923076923077,7.368421052631568,27.157894736842103,27.157894736842103,3.0397102574052575
20.8819,23.28,19.0,23.275,4377672,2021-01-12 06:00:00,VOXX,2021-01-12,14.76,23.59,22.69,41.47628726287264,11.484108246854928,9.012110966913937,9.012110966913937,1.353383458646622
11.56,11.96,9.4,10.56,21743399,2021-01-25 06:00:00,VYNE,2021-01-25,7.52,10.2,10.0,53.72340425531917,3.4602076124567502,18.685121107266436,18.685121107266436,-3.4090909090909203
2.26,2.27,1.78,1.95,16893935,2021-01-08 06:00:00,WORX,2021-01-08,1.58,1.8,1.88,43.037974683544284,0.4424778761062049,21.23893805309734,21.23893805309734,-7.692307692307688
0.84,1.05,0.75,0.8051,79848749,2021-01-05 06:00:00,ZSAN,2021-01-05,0.5823,0.7501,0.7913,44.25553838227716,25.00000000000001,10.71428571428571,10.71428571428571,-6.831449509377723
