open,high,low,close,volume,datetime,symbol,date_only,close_yesterday,gap_percent,max_up_percent,max_down_percent,daily_open,daily_high,daily_high_time,daily_high_touch,daily_low,daily_low_time,daily_low_touch,daily_close,first_15_open,first_15_high,first_15_high_time,first_15_high_touch,first_15_low,first_15_low_time,first_15_low_touch,first_15_close,945_close_open,945_close_high,945_close_high_time,945_close_high_touch,945_close_low,945_close_low_time,945_close_low_touch,945_close_close,DATA_MISSING_STATS,DATA_MISSING_5MIN,max_down_15_close,max_gain_15_close,first_15_low_is_lowest_of_day
13.1,13.43,9.61,9.85,5853839,2021-08-11 05:00:00,HYRE,2021-08-11,19.12,-31.48535564853557,2.5190839694656493,26.6412213740458,11.9599,13.43,09:30:00,1.0,9.61,15:45:00,1.0,9.98,11.9599,13.43,09:30:00,1.0,11.36,09:35:00,1.0,11.67,11.68,11.94,09:45:00,1.0,9.61,15:45:00,1.0,9.98,,,0.17652099400171384,0.023136246786632356,True
2.0,2.07,1.81,1.98,50179588,2021-03-19 05:00:00,IDRA,2021-03-19,5.21,-61.61228406909789,3.499999999999992,9.499999999999996,2.04,2.07,09:35:00,1.0,1.81,10:10:00,1.0,1.99,2.04,2.07,09:35:00,1.0,1.86,09:45:00,1.0,1.86,1.86,2.06,14:25:00,1.0,1.81,10:10:00,1.0,1.99,,,0.026881720430107548,0.10752688172043008,True
2.25,2.64,1.92,2.47,8977043,2021-02-12 06:00:00,IFMK,2021-02-12,3.3,-31.818181818181817,17.33333333333334,14.66666666666667,2.07,2.64,15:25:00,1.0,1.92,09:30:00,1.0,2.38,2.07,2.4,09:45:00,1.0,1.92,09:30:00,1.0,2.2301,2.24,2.64,15:25:00,1.0,2.1,09:50:00,4.0,2.38,,,0.05833819111250621,0.18380341688713506,False
4.92,4.97,3.69,4.0,14393577,2021-10-27 05:00:00,IINN,2021-10-27,9.59,-48.69655891553702,1.0162601626016223,25.0,4.49,4.97,09:30:00,1.0,3.69,15:15:00,1.0,3.97,4.49,4.97,09:30:00,1.0,4.04,09:40:00,1.0,4.3728,4.385,4.55,10:05:00,1.0,3.69,15:15:00,1.0,3.97,,,0.15614709110867175,0.04052323454079767,True
22.88,29.54,22.5,25.08,11763031,2021-02-02 06:00:00,IMVT,2021-02-02,43.3,-47.15935334872979,29.10839160839161,1.6608391608391566,24.9,29.54,09:40:00,1.0,22.5,09:30:00,1.0,25.6598,24.9,29.54,09:40:00,1.0,22.5,09:30:00,1.0,27.0,26.96,28.5,10:00:00,1.0,22.81,11:25:00,1.0,25.6598,,,0.15518518518518523,0.05555555555555555,False
5.06,5.09,4.02,4.26,2685523,2021-07-20 05:00:00,INTZ,2021-07-20,8.5,-40.47058823529412,0.5928853754940762,20.55335968379447,4.64,5.09,09:30:00,1.0,4.02,14:45:00,3.0,4.27,4.64,5.09,09:30:00,1.0,4.32,09:35:00,1.0,4.5766,4.5799,4.92,10:20:00,1.0,4.02,14:45:00,3.0,4.27,,,0.12161866888082866,0.07503386793689637,True
3.0,3.66,2.73,3.01,3715343,2021-07-27 05:00:00,IRCP,2021-07-27,10.74,-72.06703910614524,22.000000000000004,9.0,3.03,3.66,14:00:00,1.0,2.73,11:50:00,2.0,3.13,3.03,3.232,09:30:00,1.0,2.8089,09:40:00,1.0,2.8988,2.9,3.66,14:00:00,1.0,2.73,11:50:00,2.0,3.13,,,0.05823099213467644,0.26259141713812617,True
85.445,88.9,79.2914,80.36,7091218,2021-04-12 05:00:00,IRTC,2021-04-12,132.76,-35.63949984935222,4.043536778044371,7.20182573585347,85.45,88.9,09:40:00,1.0,79.2914,15:30:00,1.0,80.49,85.45,88.9,09:40:00,1.0,81.25,09:30:00,1.0,83.36,83.5,87.51,09:45:00,1.0,79.2914,15:30:00,1.0,80.49,,,0.0488075815738964,0.049784069097888746,True
1.42,1.63,1.36,1.42,83008150,2021-07-02 05:00:00,ITRM,2021-07-02,2.29,-37.991266375545855,14.788732394366196,4.2253521126760445,1.485,1.63,10:00:00,1.0,1.36,09:30:00,1.0,1.41,1.485,1.54,09:35:00,1.0,1.36,09:30:00,1.0,1.475,1.4777,1.63,10:00:00,1.0,1.4,14:20:00,3.0,1.41,,,0.05084745762711876,0.10508474576271172,False
0.695,0.7788,0.63,0.6305,59647460,2021-07-26 05:00:00,ITRM,2021-07-26,1.13,-38.49557522123894,12.057553956834548,9.352517985611504,0.682,0.7788,10:20:00,1.0,0.6201,16:00:00,1.0,0.6201,0.682,0.748,09:45:00,1.0,0.662,09:30:00,1.0,0.7259,0.7212,0.7788,10:20:00,1.0,0.6201,16:00:00,1.0,0.6201,,,0.14575010332001653,0.07287505166000835,True
31.0,34.51,30.75,34.23,5866800,2021-05-06 05:00:00,JRVR,2021-05-06,46.5,-33.333333333333336,11.322580645161285,0.8064516129032258,33.0,34.51,15:55:00,1.0,30.75,09:30:00,1.0,34.23,33.0,33.97,09:30:00,1.0,30.75,09:30:00,1.0,32.58,32.64,34.51,15:55:00,1.0,31.175,10:25:00,1.0,34.23,,,0.04312461632903615,0.059238796807857576,False
2.8,2.8,2.41,2.61,1905131,2021-09-15 05:00:00,KAVL,2021-09-15,4.51,-37.91574279379157,0.0,13.92857142857142,2.67,2.8,09:30:00,2.0,2.41,09:45:00,1.0,2.61,2.67,2.8,09:30:00,1.0,2.41,09:45:00,1.0,2.5,2.52,2.8,15:50:00,1.0,2.41,09:45:00,1.0,2.61,,,0.03599999999999994,0.11999999999999993,False
5.86,5.8824,4.11,4.26,29919532,2021-08-10 05:00:00,KPLT,2021-08-10,9.73,-39.77389516957862,0.3822525597269506,29.86348122866894,5.35,5.92,09:30:00,1.0,4.11,13:40:00,2.0,4.22,5.35,5.92,09:30:00,1.0,5.2,09:30:00,1.0,5.42,5.415,5.5299,09:50:00,1.0,4.11,13:40:00,2.0,4.22,,,0.24169741697416966,0.020276752767527613,True
35.02,43.94,30.0,35.21,190447857,2021-02-23 06:00:00,LCID,2021-02-23,57.37,-38.95764336761373,25.4711593375214,14.334665905197038,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
4.3,4.7,3.9751,4.48,1295246,2021-01-12 06:00:00,LEXX,2021-01-12,6.747,-36.26797095005188,9.302325581395358,7.5558139534883715,4.14,4.7,10:20:00,4.0,3.9751,09:50:00,1.0,4.48,4.14,4.36,09:30:00,1.0,3.9754,09:45:00,1.0,3.9903,4.0,4.7,10:20:00,4.0,3.9751,09:50:00,1.0,4.48,,,0.003809237400696715,0.17785630153121326,True
7.9,9.38,7.0,8.99,2351654,2021-05-26 05:00:00,LRMR,2021-05-26,13.51,-41.52479644707624,18.73417721518988,11.392405063291145,7.44,9.38,15:00:00,1.0,7.0,09:30:00,1.0,8.99,7.44,7.99,09:30:00,1.0,7.0,09:30:00,1.0,7.4128,7.425,9.38,15:00:00,1.0,7.33,09:45:00,1.0,8.99,,,0.011169868335851468,0.2653788042305203,False
8.75,10.9,7.85,7.95,13431706,2021-07-22 05:00:00,MCRB,2021-07-22,20.83,-57.99327892462794,24.571428571428573,10.285714285714288,9.99,10.9,09:35:00,1.0,7.85,15:55:00,1.0,8.02,9.99,10.9,09:35:00,1.0,8.75,09:30:00,1.0,10.2449,10.24,10.31,09:45:00,1.0,7.85,15:55:00,1.0,8.02,,,0.2337650928754795,0.006354381204306635,True
4.85,5.0,3.48,3.56,3247335,2021-08-12 05:00:00,MDVL,2021-08-12,7.51,-35.41944074567244,3.092783505154647,28.247422680412367,4.95,5.0,09:30:00,1.0,3.48,10:00:00,1.0,3.57,4.95,5.0,09:30:00,1.0,3.87,09:45:00,1.0,4.0286,3.87,4.5785,09:45:00,1.0,3.48,10:00:00,1.0,3.57,,,0.13617633917489946,0.13649903192175944,True
3.75,4.28,3.71,4.07,4151758,2021-06-29 05:00:00,MDWD,2021-06-29,5.64,-33.51063829787234,14.133333333333342,1.0666666666666675,4.26,4.28,11:40:00,1.0,3.71,09:30:00,1.0,4.1,4.26,4.26,09:30:00,2.0,3.71,09:30:00,1.0,4.01,4.0337,4.28,11:40:00,1.0,3.81,09:55:00,1.0,4.1,,,0.04987531172069819,0.06733167082294277,False
7.01,7.58,6.0,6.28,16748328,2021-09-13 05:00:00,MDXG,2021-09-13,15.53,-54.8615582743078,8.131241084165483,14.407988587731808,7.28,7.58,09:35:00,1.0,6.0,11:00:00,1.0,6.26,7.28,7.58,09:35:00,1.0,6.71,09:30:00,1.0,6.9185,6.92,7.125,09:45:00,1.0,6.0,11:00:00,1.0,6.26,,,0.13275999132759989,0.02984751029847512,True
0.9995,1.04,0.952,0.9675,40371621,2021-05-24 05:00:00,METX,2021-05-24,1.43,-30.1048951048951,4.052026013006501,4.752376188094057,1.0111,1.04,09:35:00,3.0,0.952,13:40:00,1.0,0.9675,1.0111,1.04,09:35:00,3.0,0.997,09:30:00,1.0,1.0292,1.03,1.04,09:45:00,1.0,0.952,13:40:00,1.0,0.9675,,,0.07500971628449275,0.010493587252234886,True
0.45,0.5198,0.38,0.3937,153457020,2021-09-02 05:00:00,METX,2021-09-02,0.9194,-51.05503589297368,15.511111111111118,15.555555555555555,0.515899,0.5198,09:30:00,1.0,0.38,15:40:00,2.0,0.3904,0.515899,0.5198,09:30:00,1.0,0.44,09:45:00,1.0,0.445001,0.447,0.469,09:45:00,1.0,0.38,15:40:00,2.0,0.3904,,,0.14606933467565236,0.0539302158871553,True
0.885,0.885,0.802,0.815,6471416,2021-08-03 05:00:00,MOHO,2021-08-03,1.32,-32.95454545454546,0.0,9.378531073446323,0.868,0.885,09:30:00,1.0,0.802,13:15:00,1.0,0.8101,0.868,0.885,09:30:00,1.0,0.8506,09:30:00,1.0,0.8693,0.8697,0.8749,09:50:00,1.0,0.802,13:15:00,1.0,0.8101,,,0.07741861267686635,0.006441964799263833,True
1.75,1.84,1.61,1.63,11460231,2021-10-22 05:00:00,MTCR,2021-10-22,3.83,-54.30809399477807,5.142857142857147,7.999999999999994,1.7994,1.84,09:30:00,2.0,1.61,10:00:00,6.0,1.65,1.7994,1.84,09:30:00,2.0,1.65,09:45:00,1.0,1.6894,1.6801,1.82,10:25:00,1.0,1.61,10:00:00,6.0,1.65,,,0.04699893453297024,0.0773055522670771,True
16.21,18.93,15.63,16.81,5094743,2021-05-24 05:00:00,NGM,2021-05-24,28.38,-42.88231148696264,16.779765576804433,3.578038247995065,16.0101,18.93,10:45:00,1.0,15.63,09:30:00,1.0,16.81,16.0101,17.3,09:40:00,1.0,15.63,09:30:00,1.0,16.55,16.58,18.93,10:45:00,1.0,16.4,09:45:00,1.0,16.81,,,0.009063444108761459,0.1438066465256797,False
9.799,9.799,8.236,8.35,4786713,2021-05-25 05:00:00,NOVN,2021-05-25,14.0,-30.00714285714286,0.0,15.950607204816809,9.275,9.799,09:30:00,1.0,8.236,10:00:00,1.0,8.4,9.275,9.799,09:30:00,1.0,8.852,09:45:00,1.0,8.877,8.86451,9.38,09:45:00,1.0,8.236,10:00:00,1.0,8.4,,,0.07220907964402387,0.05666328714655853,True
5.65,7.36,5.6,6.65,4926130,2021-11-05 05:00:00,NRXP,2021-11-05,8.92,-36.6591928251121,30.26548672566372,0.8849557522124019,6.39,7.36,12:00:00,1.0,5.6,09:30:00,1.0,6.72,6.39,6.76,09:45:00,1.0,5.6,09:30:00,1.0,6.76,6.76,7.36,12:00:00,1.0,6.33,14:25:00,1.0,6.72,,,0.06360946745562127,0.08875739644970422,False
5.48,7.2,4.9,6.69,2172085,2021-10-01 05:00:00,NTRB,2021-10-01,8.75,-37.37142857142857,31.386861313868607,10.583941605839415,5.0,7.2,13:25:00,1.0,4.9,10:45:00,1.0,6.69,,,,,,,,,5.0,7.2,13:25:00,1.0,4.9,10:45:00,1.0,6.69,True,,,,False
1.27,1.47,1.27,1.38,45569979,2021-11-01 05:00:00,NXTP,2021-11-01,1.97,-35.53299492385787,15.748031496062987,0.0,1.315,1.47,12:30:00,1.0,1.27,09:30:00,1.0,1.39,1.315,1.365,09:30:00,1.0,1.27,09:30:00,1.0,1.335,1.335,1.47,12:30:00,1.0,1.28,10:00:00,1.0,1.39,,,0.04119850187265913,0.10112359550561799,False
4.84,5.1,3.83,3.96,26051155,2021-03-22 05:00:00,ODT,2021-03-22,19.03,-74.56647398843931,5.371900826446277,20.86776859504132,4.95,5.1,09:30:00,1.0,3.83,15:10:00,1.0,3.96,4.95,5.1,09:30:00,1.0,4.51,09:45:00,1.0,4.5101,4.5197,4.84,09:55:00,1.0,3.83,15:10:00,1.0,3.96,,,0.15079488259683826,0.07314693687501372,True
13.61,13.7,8.57,8.75,10707540,2021-11-30 06:00:00,OLMA,2021-11-30,21.8875,-37.81838949171902,0.6612784717119755,37.03159441587068,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False
9.5,9.78,7.51,8.54,11394430,2021-10-01 05:00:00,OMER,2021-10-01,13.79,-31.109499637418413,2.9473684210526248,20.94736842105264,9.3782,9.78,09:30:00,1.0,7.51,11:10:00,3.0,8.55,9.3782,9.78,09:30:00,1.0,8.33,09:45:00,1.0,8.5,8.5,8.92,09:45:00,1.0,7.51,11:10:00,3.0,8.55,,,0.11647058823529415,0.04941176470588234,True
7.17,7.29,5.81,6.04,4296314,2021-11-12 06:00:00,ONCR,2021-11-12,11.1,-35.4054054054054,1.6736401673640182,18.967921896792195,6.65,7.29,09:30:00,1.0,5.81,15:30:00,1.0,5.9,6.65,7.29,09:30:00,1.0,6.23,09:45:00,1.0,6.4375,6.455,6.75,09:55:00,1.0,5.81,15:30:00,1.0,5.9,,,0.09747572815533986,0.04854368932038835,True
1.59,1.65,1.56,1.59,6117836,2021-11-16 06:00:00,OPTN,2021-11-16,2.39,-33.47280334728033,3.773584905660367,1.8867924528301905,1.61,1.65,09:35:00,2.0,1.56,10:55:00,2.0,1.58,1.61,1.65,09:35:00,2.0,1.57,09:45:00,1.0,1.575,1.57,1.64,09:45:00,2.0,1.56,10:55:00,2.0,1.58,,,0.009523809523809462,0.041269841269841234,True
11.08,16.01,9.05,9.33,42624206,2021-06-11 05:00:00,ORPH,2021-06-11,21.0,-47.23809523809524,44.49458483754514,18.321299638989164,14.0,16.01,09:50:00,1.0,9.05,15:50:00,1.0,9.4,14.0,15.25,09:40:00,1.0,10.81,09:30:00,1.0,15.25,14.04,16.01,09:50:00,1.0,9.05,15:50:00,1.0,9.4,,,0.40655737704918027,0.04983606557377059,True
7.86,9.35,7.01,7.33,96340937,2021-06-18 05:00:00,ORPH,2021-06-18,14.56,-46.01648351648352,18.95674300254452,10.814249363867692,8.68,9.35,10:00:00,1.0,7.01,15:10:00,1.0,7.33,8.68,9.18,09:30:00,1.0,7.847,09:30:00,1.0,8.5401,8.5462,9.35,10:00:00,1.0,7.01,15:10:00,1.0,7.33,,,0.17916652029835725,0.09483495509420252,True
1.87,1.99,1.83,1.91,20271535,2021-10-07 05:00:00,OSMT,2021-10-07,3.06,-38.888888888888886,6.417112299465234,2.139037433155082,1.91,1.99,09:35:00,1.0,1.83,10:05:00,1.0,1.91,1.91,1.99,09:35:00,1.0,1.84,09:30:00,1.0,1.8818,1.885,1.97,11:40:00,1.0,1.83,10:05:00,1.0,1.91,,,0.02752683600807729,0.046870018067807453,True
2.72,3.36,2.55,3.0,16367654,2021-02-22 06:00:00,OTIC,2021-02-22,5.39,-49.53617810760667,23.52941176470587,6.250000000000012,2.733,3.36,10:20:00,1.0,2.55,09:40:00,2.0,3.08,2.733,2.85,09:30:00,1.0,2.55,09:40:00,2.0,2.66,2.6506,3.36,10:20:00,1.0,2.55,09:45:00,1.0,3.08,,,0.04135338345864673,0.263157894736842,False
33.87,34.4537,29.06,31.62,10458053,2021-03-01 06:00:00,OTRK,2021-03-01,58.94,-42.53478113335596,1.7233540005904942,14.201358134041923,32.75,34.4537,09:30:00,1.0,29.06,13:40:00,1.0,31.5,32.75,34.4537,09:30:00,1.0,30.25,09:45:00,1.0,30.93,30.97,33.63,09:45:00,1.0,29.06,13:40:00,1.0,31.5,,,0.06045910119624963,0.08729388942774015,True
13.4,15.46,11.51,11.68,4508948,2021-08-19 05:00:00,OTRK,2021-08-19,21.05,-36.342042755344416,15.373134328358212,14.104477611940302,13.14,15.46,09:50:00,1.0,11.51,15:55:00,1.0,11.73,13.14,15.35,09:45:00,1.0,13.01,09:30:00,1.0,15.11,15.08,15.46,09:50:00,1.0,11.51,15:55:00,1.0,11.73,,,0.23825281270681667,0.023163467902051715,True
4.2,4.2,3.28,3.58,1221785,2021-08-11 05:00:00,PETV,2021-08-11,8.5,-50.588235294117645,0.0,21.90476190476192,3.72,4.2,09:30:00,1.0,3.28,13:10:00,1.0,3.59,3.72,4.2,09:30:00,1.0,3.53,09:40:00,2.0,3.6,3.6,3.7,09:55:00,3.0,3.28,13:10:00,1.0,3.59,,,0.08888888888888896,0.0277777777777778,True
1.28,1.3462,1.12,1.28,1367756,2021-09-30 05:00:00,PETZ,2021-09-30,1.84,-30.434782608695656,5.171875000000003,12.499999999999996,1.28,1.3462,15:50:00,1.0,1.12,10:00:00,1.0,1.28,1.28,1.325,09:30:00,1.0,1.14,09:45:00,1.0,1.2,1.2,1.3462,15:50:00,1.0,1.12,10:00:00,1.0,1.28,,,0.06666666666666654,0.12183333333333343,True
3.08,3.14,2.92,3.03,1806296,2021-08-10 05:00:00,PMCB,2021-08-10,7.0,-56.0,1.9480519480519496,5.194805194805199,3.03,3.14,10:15:00,3.0,2.92,09:35:00,1.0,3.04,3.03,3.09,09:30:00,1.0,2.92,09:35:00,1.0,3.0,2.99,3.14,10:15:00,3.0,2.95,10:50:00,2.0,3.04,,,0.016666666666666607,0.04666666666666671,False
4.17,4.3,3.35,3.48,50806767,2021-08-19 05:00:00,PMCB,2021-08-19,9.9,-57.87878787878788,3.1175059952038344,19.664268585131893,4.14,4.3,09:45:00,1.0,3.35,15:45:00,1.0,3.43,4.14,4.3,09:45:00,1.0,4.0,09:30:00,1.0,4.195,4.1912,4.3,09:45:00,1.0,3.35,15:45:00,1.0,3.43,,,0.20143027413587608,0.025029797377830638,True
16.8,18.85,16.08,17.42,16882955,2021-11-10 06:00:00,POSH,2021-11-10,24.53,-31.51243375458622,12.202380952380956,4.2857142857143,16.85,18.85,10:15:00,1.0,16.08,09:30:00,1.0,17.35,16.85,18.1,09:45:00,1.0,16.08,09:30:00,1.0,17.7829,17.75,18.85,10:15:00,1.0,16.38,15:45:00,1.0,17.35,,,0.07889039470502575,0.06000708545850226,False
0.7052,0.7278,0.657,0.6739,46214868,2021-08-20 05:00:00,PROG,2021-08-20,1.49,-52.67114093959731,3.204764605785586,6.8349404424276825,0.721499,0.7278,09:30:00,1.0,0.657,09:55:00,1.0,0.67,0.721499,0.7278,09:30:00,1.0,0.7,09:30:00,2.0,0.7072,0.707,0.715,09:45:00,1.0,0.657,09:55:00,1.0,0.67,,,0.07098416289592763,0.011029411764705765,True
6.4,8.44,6.36,8.0,19463610,2021-04-09 05:00:00,PRVB,2021-04-09,9.735,-34.2578325629173,31.874999999999982,0.6250000000000006,6.86,8.44,11:25:00,1.0,6.36,09:30:00,1.0,8.01,6.86,7.0,09:45:00,1.0,6.36,09:30:00,1.0,6.875,6.88,8.44,11:25:00,1.0,6.7201,09:45:00,1.0,8.01,,,0.022530909090909032,0.22763636363636355,False
20.4357,20.4357,15.51,17.53,12498981,2021-09-17 05:00:00,PTGX,2021-09-17,46.13,-55.69976154346413,0.0,24.10340727256713,19.99,20.4357,09:30:00,1.0,15.51,11:35:00,1.0,17.48,19.99,20.4357,09:30:00,1.0,19.1,09:45:00,1.0,19.49,19.51,19.85,09:45:00,1.0,15.51,11:35:00,1.0,17.48,,,0.20420728578758332,0.01847101077475644,True
57.13,61.7,55.21,55.64,83569414,2021-11-05 05:00:00,PTON,2021-11-05,86.06,-33.61608180339298,7.999299842464554,3.360756170138284,56.8305,61.7,09:55:00,1.0,55.21,15:45:00,1.0,55.7,56.8305,59.98,09:45:00,1.0,56.39,09:35:00,1.0,59.34,59.39,61.7,09:55:00,1.0,55.21,15:45:00,1.0,55.7,,,0.06959892146949785,0.03977081226828445,True
4.37,4.41,3.68,4.1,15665389,2021-07-19 05:00:00,RCAT,2021-07-19,7.1,-38.450704225352105,0.9153318077803212,15.789473684210526,4.35,4.41,09:30:00,1.0,3.68,11:05:00,1.0,4.08,4.35,4.41,09:30:00,1.0,4.163,09:45:00,1.0,4.22,4.22,4.2984,09:55:00,1.0,3.68,11:05:00,1.0,4.08,,,0.12796208530805678,0.01857819905213276,True
4.95,5.3,4.65,4.97,7241662,2021-09-14 05:00:00,RDHL,2021-09-14,7.38,-32.92682926829268,7.070707070707063,6.060606060606057,5.1205,5.3,11:30:00,1.0,4.65,09:55:00,1.0,4.97,5.1205,5.1722,09:30:00,1.0,4.73,09:40:00,1.0,4.95,4.96,5.3,11:30:00,1.0,4.65,09:55:00,1.0,4.97,,,0.060606060606060566,0.07070707070707064,True
2.62,3.0,2.6,2.83,4233692,2021-11-19 06:00:00,RDHL,2021-11-19,3.88,-32.4742268041237,14.503816793893124,0.7633587786259548,2.73,3.0,09:55:00,2.0,2.6,09:30:00,1.0,2.84,2.73,2.9,09:45:00,1.0,2.6,09:30:00,1.0,2.855,2.8592,3.0,09:55:00,2.0,2.75,09:45:00,1.0,2.84,,,0.036777583187390536,0.05078809106830123,False
1.2389,1.29,1.0,1.07,20379965,2021-11-22 06:00:00,RETO,2021-11-22,1.77,-30.00564971751413,4.124626684962479,19.283235127936067,1.11,1.29,09:30:00,1.0,1.0,11:00:00,1.0,1.07,1.11,1.29,09:30:00,1.0,1.03,09:45:00,1.0,1.0699,1.07,1.15,10:35:00,1.0,1.0,11:00:00,1.0,1.07,,,0.06533320871109456,0.07486680998224117,True
14.6892,14.73,13.01,13.81,17254814,2021-10-18 05:00:00,RVNC,2021-10-18,22.71,-35.31836195508587,0.2777550853688481,11.431527925278436,13.8541,14.73,09:30:00,1.0,13.01,10:35:00,1.0,13.78,13.8541,14.73,09:30:00,1.0,13.3301,09:40:00,1.0,13.5797,13.59,14.06,14:55:00,1.0,13.01,10:35:00,1.0,13.78,,,0.04195232589821579,0.0353689698594225,True
1.63,1.7,1.3497,1.38,14881338,2021-03-08 06:00:00,SLNO,2021-03-08,2.69,-39.405204460966544,4.294478527607367,17.19631901840491,1.5801,1.7,09:30:00,1.0,1.3497,15:55:00,1.0,1.375,1.5801,1.7,09:30:00,1.0,1.5699,09:40:00,1.0,1.5998,1.6,1.61,09:45:00,1.0,1.3497,15:55:00,1.0,1.375,,,0.15633204150518826,0.006375796974621819,True
0.6598,0.667,0.6008,0.6313,52335115,2021-08-20 05:00:00,SONN,2021-08-20,1.22,-45.918032786885234,1.0912397696271572,8.942103667778122,0.6557,0.667,09:30:00,1.0,0.6008,12:40:00,2.0,0.6299,0.6557,0.667,09:30:00,1.0,0.6201,09:40:00,1.0,0.645,0.6451,0.6587,10:15:00,1.0,0.6008,12:40:00,2.0,0.6299,,,0.06852713178294575,0.021240310077519278,True
85.0,88.4799,82.25,82.29,22807565,2021-01-08 06:00:00,SRPT,2021-01-08,168.95,-49.68925717667948,4.094000000000001,3.235294117647059,83.92,88.4799,10:05:00,1.0,82.2,16:00:00,1.0,82.6899,83.92,87.0,09:45:00,1.0,82.25,09:30:00,1.0,84.955,84.9884,88.4799,10:05:00,1.0,82.2,16:00:00,1.0,82.6899,,,0.03242893296451057,0.041491377788240864,True
2.1,2.28,2.02,2.16,19670014,2021-11-16 06:00:00,TALK,2021-11-16,3.39,-38.05309734513274,8.571428571428557,3.809523809523813,2.115,2.28,09:30:00,1.0,2.02,09:45:00,1.0,2.17,2.115,2.28,09:30:00,1.0,2.02,09:45:00,1.0,2.115,2.1193,2.27,13:15:00,1.0,2.02,09:45:00,1.0,2.17,,,0.044917257683215216,0.07328605200945616,False
0.65,0.655,0.62,0.645,10963604,2021-12-02 06:00:00,TANH,2021-12-02,1.5,-56.66666666666666,0.7692307692307699,4.615384615384619,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False
13.47,15.28,12.62,15.2,22032594,2021-11-30 06:00:00,TGTX,2021-11-30,23.36,-42.33732876712328,13.437268002969551,6.310319227913893,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False
8.61,10.71,8.04,10.1,2804039,2021-04-29 05:00:00,TIPT,2021-04-29,12.55,-31.39442231075698,24.390243902439043,6.620209059233453,8.19,10.71,12:05:00,1.0,8.04,09:30:00,1.0,10.1,8.19,8.89,09:30:00,1.0,8.04,09:30:00,1.0,8.575,8.575,10.71,12:05:00,1.0,8.45,09:45:00,1.0,10.1,,,0.01457725947521866,0.2489795918367349,False
16.96,19.4799,14.8,17.54,12021550,2021-11-15 06:00:00,TLS,2021-11-15,24.38,-30.434782608695645,14.857900943396224,12.735849056603772,15.639,19.4799,12:30:00,1.0,14.8,09:45:00,1.0,17.89,15.639,17.0,09:30:00,1.0,14.8,09:45:00,1.0,14.99,14.94,19.4799,12:30:00,1.0,14.8,09:45:00,1.0,17.89,,,0.012675116744496298,0.2995263509006004,False
1.07,1.34,1.0,1.25,6335452,2021-11-11 06:00:00,TMDI,2021-11-11,1.63,-34.35582822085889,25.233644859813083,6.542056074766361,1.1497,1.34,10:00:00,1.0,1.0,09:30:00,1.0,1.24,1.1497,1.25,09:35:00,1.0,1.0,09:30:00,1.0,1.18,1.1784,1.34,10:00:00,1.0,1.17,09:45:00,1.0,1.24,,,0.00847457627118645,0.1355932203389832,False
0.6745,0.8021,0.66,0.7004,37649912,2021-07-26 05:00:00,TNXP,2021-07-26,0.98,-31.1734693877551,18.91771682727948,2.1497405485544787,0.7717,0.8021,09:35:00,1.0,0.66,09:30:00,1.0,0.7,0.7717,0.8021,09:35:00,1.0,0.66,09:30:00,1.0,0.7454,0.744,0.7642,09:50:00,1.0,0.67,10:45:00,2.0,0.7,,,0.1011537429568016,0.025221357660316662,False
11.9,13.8,11.75,12.3,3303159,2021-02-12 06:00:00,UGRO,2021-02-12,47.0,-74.68085106382979,15.96638655462185,1.2605042016806751,12.965,13.8,09:35:00,1.0,11.75,15:45:00,1.0,12.25,12.965,13.8,09:35:00,1.0,11.8,09:30:00,1.0,13.04,13.1973,13.78,09:45:00,2.0,11.75,15:45:00,1.0,12.25,,,0.0989263803680981,0.05674846625766873,True
7.26,8.17,6.8,7.55,4152367,2021-11-03 05:00:00,UONE,2021-11-03,11.0,-34.0,12.53443526170799,6.336088154269973,7.14,8.17,09:45:00,1.0,6.8,09:30:00,1.0,7.53,7.14,8.17,09:45:00,1.0,6.8,09:30:00,1.0,8.01,7.9705,8.17,09:45:00,1.0,7.35,09:50:00,1.0,7.53,,,0.08239700374531837,0.019975031210986285,False
4.41,4.84,3.77,4.58,1590815,2021-11-03 05:00:00,UONEK,2021-11-03,7.34,-39.91825613079019,9.750566893424027,14.5124716553288,3.82,4.84,09:45:00,1.0,3.77,09:35:00,1.0,4.53,3.82,4.84,09:45:00,1.0,3.77,09:35:00,1.0,4.6,4.64,4.84,09:45:00,1.0,4.35,09:50:00,2.0,4.53,,,0.05434782608695653,0.052173913043478314,False
5.0,5.45,4.5,5.39,3331840,2021-11-24 06:00:00,VLON,2021-11-24,7.3,-31.50684931506849,9.000000000000004,10.0,5.06,5.45,09:40:00,1.0,4.5,13:10:00,1.0,5.35,5.06,5.45,09:40:00,1.0,4.92,09:30:00,1.0,5.04,5.025,5.39,15:40:00,3.0,4.5,13:10:00,1.0,5.35,,,0.10714285714285715,0.06944444444444438,True
6.5,7.15,5.75,6.16,3534906,2021-09-14 05:00:00,VRPX,2021-09-14,9.75,-33.333333333333336,10.000000000000004,11.538461538461538,6.47,7.15,09:50:00,1.0,5.75,10:20:00,1.0,6.09,,,,,,,,,6.47,7.15,09:50:00,1.0,5.75,10:20:00,1.0,6.09,True,,,,False
